scenario,trial,seed_data,seed_model,n,d,k,family_x,family_y,rmse_z,rmse_x,rmse_y,q_final,w_est,success,error_message,note
C,0,7215,7715,200,15,3,bernoulli,gaussian,0.019712040495405793,0.4558219050269322,0.02408325539535252,33328.60110639985,0.5006273082151599,True,,fixed_official exp2 n_sweep scen_c
C,1,8215,8715,200,15,3,bernoulli,gaussian,0.019730254890921124,0.45331232477066646,0.024130188240233684,33234.29939249301,0.5003015802087412,True,,fixed_official exp2 n_sweep scen_c
C,2,9215,9715,200,15,3,bernoulli,gaussian,0.019496697197997934,0.4514647115693875,0.023986090884050144,33324.77607045225,0.5004906707710272,True,,fixed_official exp2 n_sweep scen_c
C,3,10215,10715,200,15,3,bernoulli,gaussian,0.019478804036903136,0.4530377053223949,0.02369630884063118,33125.618355185805,0.4999449697444924,True,,fixed_official exp2 n_sweep scen_c
C,4,11215,11715,200,15,3,bernoulli,gaussian,0.020967700839639985,0.4498224176345283,0.025555743122389882,33239.05310899956,0.5002845675321856,True,,fixed_official exp2 n_sweep scen_c
C,5,12215,12715,200,15,3,bernoulli,gaussian,0.02003053771793985,0.4518847447058341,0.02439821829825037,33193.607691179364,0.5004912803865982,True,,fixed_official exp2 n_sweep scen_c
C,6,13215,13715,200,15,3,bernoulli,gaussian,0.02021526990623871,0.45818480244477255,0.02470384691241063,33066.16887598774,0.5007530000685496,True,,fixed_official exp2 n_sweep scen_c
C,7,14215,14715,200,15,3,bernoulli,gaussian,0.019239786437312313,0.45388291699750966,0.02339542208458357,33163.13104447149,0.5002168760155911,True,,fixed_official exp2 n_sweep scen_c
C,8,15215,15715,200,15,3,bernoulli,gaussian,0.02105495977205001,0.45239989340188597,0.025684481495320436,33321.36617320925,0.49987027799166295,True,,fixed_official exp2 n_sweep scen_c
C,9,16215,16715,200,15,3,bernoulli,gaussian,0.02084648621656609,0.45420924428705284,0.025336698756344946,33276.47675817991,0.5005540582199425,True,,fixed_official exp2 n_sweep scen_c
C,0,7265,7765,250,15,3,bernoulli,gaussian,0.01780462513139286,0.45610798561270105,0.021697502884823673,52709.93392172536,0.49963877825877007,True,,fixed_official exp2 n_sweep scen_c
C,1,8265,8765,250,15,3,bernoulli,gaussian,0.017783859079136363,0.45544657096074953,0.021308095263072313,52804.15208720226,0.49975219666085585,True,,fixed_official exp2 n_sweep scen_c
C,2,9265,9765,250,15,3,bernoulli,gaussian,0.017687039211860836,0.45180983355592635,0.021466861841222425,52858.7575821081,0.49924324189985114,True,,fixed_official exp2 n_sweep scen_c
C,3,10265,10765,250,15,3,bernoulli,gaussian,0.01773045551742088,0.4568998607788247,0.02156863894447783,52784.94850731238,0.500300280026582,True,,fixed_official exp2 n_sweep scen_c
C,4,11265,11765,250,15,3,bernoulli,gaussian,0.016978240760335817,0.4547463564573523,0.020784780798287758,52812.87559220135,0.499745977239546,True,,fixed_official exp2 n_sweep scen_c
C,5,12265,12765,250,15,3,bernoulli,gaussian,0.018037977077411088,0.4558664236595044,0.022024626233726804,52795.33770360447,0.49910003777966605,True,,fixed_official exp2 n_sweep scen_c
C,6,13265,13765,250,15,3,bernoulli,gaussian,0.017150941308573427,0.44939975376514285,0.020994433475961742,52808.673092694604,0.5002567909969493,True,,fixed_official exp2 n_sweep scen_c
C,7,14265,14765,250,15,3,bernoulli,gaussian,0.018405265727075064,0.4558824828682025,0.022606524399933468,52555.32201130506,0.5003963260712304,True,,fixed_official exp2 n_sweep scen_c
C,8,15265,15765,250,15,3,bernoulli,gaussian,0.017651062325577133,0.45482540607632327,0.021683995085136347,52705.92656143951,0.5007986573338217,True,,fixed_official exp2 n_sweep scen_c
C,9,16265,16765,250,15,3,bernoulli,gaussian,0.017962847620495992,0.45991400923699594,0.02206522690153998,52718.041241525345,0.5003811788737227,True,,fixed_official exp2 n_sweep scen_c
C,0,7315,7815,300,15,3,bernoulli,gaussian,0.01670813453174426,0.45497105667684423,0.02035484968584417,76653.25108137119,0.49979570695465964,True,,fixed_official exp2 n_sweep scen_c
C,1,8315,8815,300,15,3,bernoulli,gaussian,0.01587680329143316,0.4537398265606247,0.01935300513075352,77114.11425955022,0.4997548188821196,True,,fixed_official exp2 n_sweep scen_c
C,2,9315,9815,300,15,3,bernoulli,gaussian,0.016693139672942597,0.45935920772884925,0.02023623562538273,76822.2926295712,0.4996580944610204,True,,fixed_official exp2 n_sweep scen_c
C,3,10315,10815,300,15,3,bernoulli,gaussian,0.01674042542467739,0.4584166704687429,0.020428042295939856,76895.41419325511,0.5003419354976857,True,,fixed_official exp2 n_sweep scen_c
C,4,11315,11815,300,15,3,bernoulli,gaussian,0.01644557650464782,0.45675441795056704,0.020130320913497854,76860.65550759535,0.5008397693486787,True,,fixed_official exp2 n_sweep scen_c
C,5,12315,12815,300,15,3,bernoulli,gaussian,0.016925514918387775,0.45824126683968525,0.020669875806109936,77047.98303541928,0.4994934295411907,True,,fixed_official exp2 n_sweep scen_c
C,6,13315,13815,300,15,3,bernoulli,gaussian,0.016054900139350254,0.4551078835023444,0.019639387529178605,77027.72887393038,0.5003573051718561,True,,fixed_official exp2 n_sweep scen_c
C,7,14315,14815,300,15,3,bernoulli,gaussian,0.0168195260070136,0.45869789223822044,0.020468943295120067,76873.11014931071,0.5003169302293821,True,,fixed_official exp2 n_sweep scen_c
C,8,15315,15815,300,15,3,bernoulli,gaussian,0.016218810761538808,0.45914525140362317,0.019849635773099873,76617.60166723034,0.5002779655115586,True,,fixed_official exp2 n_sweep scen_c
C,9,16315,16815,300,15,3,bernoulli,gaussian,0.016081438995102258,0.457326443845552,0.01964192820040174,76667.22548193281,0.4998185620918165,True,,fixed_official exp2 n_sweep scen_c
