k,n_trials,n_success,bic_mean,bic_std,q_strict_mean,q_strict_std,auc_y_mean,auc_y_std,ap_y_mean,ap_y_std,rmse_x_mean,rmse_x_std,x_binary_acc_mean,x_binary_acc_std,silhouette_mean,silhouette_std,nmi_mean,nmi_std,ari_mean,ari_std,runtime_s_mean,runtime_s_std
2,3,3,2998.563876168964,15.848306409245643,-1414.0862896437022,7.924153204622821,0.949941729403258,0.0014621296329213795,0.8009423606654495,0.013167842999751028,0.3072027613743609,0.002580206793200259,0.8810526315789474,0.0013925006900339953,-0.3236534881078663,0.03519838538061227,0.30689680638873273,0.05518987193594188,0.06650684811456879,0.04298760704579709,8.5,0.0
3,3,3,3017.576525743983,16.56034279423955,-1384.4486678503129,8.280171397119775,0.9747433116413594,0.0036339087973297638,0.8449683980838129,0.002527855985758631,0.2935154560442939,0.002852150275350946,0.8828070175438597,0.004254159878239348,-0.32993945713490214,0.004562222527361271,0.3373876378320669,0.00714992309295155,0.08956456885716763,0.011208941164575272,8.766666666666666,0.2886751345948129
5,3,3,3450.9603753167053,5.673500295387247,-1529.7604547538588,2.8367501476936234,0.9833705499553401,0.001750528994277846,0.87977355395312,0.00792167804495778,0.2676746760258168,0.002659463740954624,0.8996491228070176,0.0033837371091202987,-0.3762231677971071,0.008915960214656111,0.2343357677482797,0.009292189225103081,0.008047090136628032,0.006297144440002578,8.833333333333334,0.05773502691896237
