k,n_fits,n_success,bic_mean,bic_std,train_auc_mean,train_auc_std,train_ap_mean,train_ap_std,test_auc_mean,test_auc_std,test_ap_mean,test_ap_std,test_ap_over_random_mean,test_ap_over_random_std,rmse_x_mean,rmse_x_std,silhouette_mean,silhouette_std,nmi_mean,nmi_std,ari_mean,ari_std,runtime_s_mean,runtime_s_std
3,6,6,3071.5187643695685,18.216626144134914,0.9753239439158016,0.0022371033015724283,0.9088258921446624,0.005730301042454786,0.9453287197231833,0.015115528929159284,0.8321078760083371,0.032521899017428184,4.992647256050024,0.19513139410456917,0.2927456633357722,0.002997433007718682,-0.3326546438937811,0.032602222924035563,0.30847962246603317,0.03197047516137115,0.06585813591918001,0.030353669209041978,10.05,1.6330952207388276
5,6,6,3533.867029150086,27.316783601169348,0.9791693699538638,0.004852793922986503,0.9197290656497703,0.013274418065865526,0.9115196078431372,0.01696198189232256,0.742249659451712,0.04829351748867353,4.4534979567102715,0.2897611049320412,0.2639629046283525,0.00685868339779975,-0.3515593735987319,0.04753485617489089,0.24848647860810422,0.022119241672925578,0.026456434084254212,0.019360030030758524,9.483333333333334,0.6047037842337907
