scenario,true_x_dist,true_y_dist,estimated_x_dist,estimated_y_dist,trial,seed_data,seed_model,n,d,k_true,k_est,L,iterations,rmse_z,rmse_f,rmse_x,rmse_y,q_value,w0_est,w_est,nan_occurred,nan_count,is_oracle_condition,is_conventional_like_condition
A,poisson,bernoulli,poisson,gaussian,7,6700,6750,150,15,3,3,5,8,0.27117044554191805,0.07395446533394576,1.205465388042911,2.687808459375098,4062.835667301515,0.36057364958743404,0.17074182176414462,False,0,False,False
A,poisson,bernoulli,poisson,gaussian,8,6800,6850,150,15,3,3,5,8,0.2695046136283394,0.06484062735424731,1.292258134180893,2.680789276613804,4278.108398015375,0.3471165184115464,0.16958792498967365,False,0,False,False
A,poisson,bernoulli,poisson,gaussian,9,6900,6950,150,15,3,3,5,8,0.2787356082464766,0.08851778439817698,1.2475076165013121,2.69124949773749,4223.0716587475345,0.3531480448140639,0.1703950359078909,False,0,False,False
A,poisson,bernoulli,poisson,bernoulli,0,6000,6050,150,15,3,3,5,8,0.21811341499619932,0.07511227045450546,1.2232577973846868,0.09769787775577761,-5288.047668616595,-1.0138645542927605,1.5700593382537318,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,1,6100,6150,150,15,3,3,5,8,0.24368076370729072,0.07920096777344963,1.1962619504318774,0.11001432240001838,-5620.768233872587,-0.9570127512715663,1.4671903954941101,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,2,6200,6250,150,15,3,3,5,8,0.23650772354041516,0.06388395203383819,1.2246048056555874,0.10549355426418902,-5635.717654317688,-1.0041414384606622,1.5269820925746034,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,3,6300,6350,150,15,3,3,5,8,0.22832454433607816,0.061385694840110895,1.2091076942782224,0.10663176696883093,-5315.116053884655,-1.013451415030799,1.5845655536816343,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,4,6400,6450,150,15,3,3,5,8,0.23611331814649297,0.05286635929873206,1.201565729973571,0.10260082883546862,-5506.721804713719,-1.0446894526857664,1.5347059078220509,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,5,6500,6550,150,15,3,3,5,8,0.2379299793562603,0.06427375826310666,1.2216156091178905,0.10372829935466368,-5512.875185770313,-1.013529721677295,1.5051628608049414,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,6,6600,6650,150,15,3,3,5,8,0.22725608481254572,0.06487905242083872,1.260420596134575,0.10289024911195395,-5626.892735414424,-1.0292678912182809,1.5147585175339469,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,7,6700,6750,150,15,3,3,5,8,0.23525969942362504,0.07220327001729773,1.1952978801458183,0.10244610271024347,-5756.069333163739,-0.9987126118886347,1.4414112469024023,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,8,6800,6850,150,15,3,3,5,8,0.22676414597102817,0.059437322086368045,1.2160848685049954,0.09855756528769381,-5500.473299536166,-1.095131617613251,1.5418890313239133,False,0,True,False
A,poisson,bernoulli,poisson,bernoulli,9,6900,6950,150,15,3,3,5,8,0.22989696026056902,0.07288423099643238,1.1776366361700812,0.10507879305751927,-5571.072738259587,-1.0676903250693437,1.47931157259377,False,0,True,False
A,poisson,bernoulli,poisson,poisson,0,6000,6050,150,15,3,3,5,8,0.3005644889966358,0.09460839978973361,1.288146851540077,375.48388958638213,-7708.919216554283,-1.3609865713952594,0.49881697221259536,False,0,False,False
A,poisson,bernoulli,poisson,poisson,1,6100,6150,150,15,3,3,5,8,0.31773285628490483,0.08540871769940409,1.222203938560154,521.814138949598,-7943.949361918867,-1.3281003286022592,0.4718939192321533,False,0,False,False
A,poisson,bernoulli,poisson,poisson,2,6200,6250,150,15,3,3,5,8,0.33716909629228603,0.07833213834827073,1.2927221319666027,748.5838325637483,-7858.320746514949,-1.3338198522782256,0.44650026899487155,False,0,False,False
A,poisson,bernoulli,poisson,poisson,3,6300,6350,150,15,3,3,5,8,0.29217709917624013,0.07579398872328919,1.2508578759172742,333.64812668444875,-7765.6258984415235,-1.3654151313759695,0.4953435230574804,False,0,False,False
A,poisson,bernoulli,poisson,poisson,4,6400,6450,150,15,3,3,5,8,0.31071159332585513,0.061864626467202644,1.2421283918081623,257.79715197897445,-7871.811958262961,-1.3857544238170982,0.5082197983437415,False,0,False,False
A,poisson,bernoulli,poisson,poisson,5,6500,6550,150,15,3,3,5,8,0.3303922238689114,0.0710024659018577,1.227493497752587,480.3638370737268,-7774.63509731829,-1.3454552771993773,0.46640953207159386,False,0,False,False
A,poisson,bernoulli,poisson,poisson,6,6600,6650,150,15,3,3,5,8,0.3028704632773164,0.07804260326018034,1.2931925051031734,294.29479175211605,-7956.895558564016,-1.368297565779893,0.488686496576443,False,0,False,False
A,poisson,bernoulli,poisson,poisson,7,6700,6750,150,15,3,3,5,8,0.317817871332959,0.08107557545199855,1.1960333812434176,561.688234737845,-8019.124081153818,-1.3541658044618916,0.479321825173639,False,0,False,False
A,poisson,bernoulli,poisson,poisson,8,6800,6850,150,15,3,3,5,8,0.3281687189415813,0.06746024953513885,1.2664456813182516,522.5258834886388,-7720.684463717647,-1.3966842180157795,0.4839031665653853,False,0,False,False
A,poisson,bernoulli,poisson,poisson,9,6900,6950,150,15,3,3,5,8,0.3156069535836475,0.0949982083631069,1.2155537484040013,580.7692191103299,-7814.907988362919,-1.380254125197157,0.48402596047022894,False,0,False,False
B,gaussian,poisson,gaussian,gaussian,0,6000,6050,150,15,3,3,5,8,0.23168718842465028,0.03951164400579936,0.34359205322336256,1.6245031949797204,-12646.263770983329,1.4603108056893979,0.8562016545787341,False,0,False,False
