scenario,true_x,true_y,est_x,est_y,condition,old_mean,old_std,fix_mean,fix_std,diff,ratio_fix_old
A,poisson,bernoulli,poisson,bernoulli,oracle,0.2749471965284631,0.011478851619372456,0.23254795294529526,0.008700852299982912,-0.04239924358316785,0.8457913224120523
A,poisson,bernoulli,gaussian,bernoulli,conv,0.6856941166182765,0.04131158022081461,0.32838906821315544,0.12504383166716906,-0.35730504840512106,0.478914810925771
A,poisson,bernoulli,bernoulli,bernoulli,worst,0.939243398758687,0.08100744348016271,1.0098717754384174,0.07936984196397512,0.07062837667973043,1.0751970966983357
B,gaussian,poisson,gaussian,poisson,oracle,0.15861999015846925,0.00894608551006622,0.13797227737651765,0.005585767728721172,-0.0206477127819516,0.869829062772457
B,gaussian,poisson,gaussian,bernoulli,conv,1.1747338891067767,0.14670108929251666,1.1314751634887947,0.10876925507684265,-0.04325872561798194,0.9631757234390554
B,gaussian,poisson,poisson,bernoulli,worst,1.2156569764365344,0.08331131826376063,1.2173630113296394,0.06511221681100958,0.0017060348931050573,1.0014033851046584
C,bernoulli,gaussian,bernoulli,gaussian,oracle,0.02788652004154051,0.0008758422856276984,0.02277677237390461,0.0007935111023719544,-0.005109747667635899,0.8167663925070506
C,bernoulli,gaussian,gaussian,bernoulli,conv,0.6110738996668292,0.20044141986442895,0.7539550309537096,0.15296063026775086,0.1428811312868804,1.2338197251834553
C,bernoulli,gaussian,gaussian,poisson,worst,1.1113280128206866,0.5319474269807987,0.29606880517928025,0.02165003256389295,-0.8152592076414064,0.26640991837128386
