trial,col,block,family,intended_dominant_dim,f_1,f_2,f_3,f_norm,dominant_loading_abs,off_dim_norm,dominant_share_of_sq_norm,eta_min,eta_max,eta_mean,eta_var,x_mean,x_var,true_c_mean,true_t_col,true_t_dim1,true_t_dim2,true_t_dim3,z_corr_12,z_corr_13,z_corr_23,bernoulli_event_rate,poisson_mean,poisson_var,gaussian_var
5,7,pois,poisson,3,-0.0872447645252055,0.024103284862511037,0.9958952669441592,1.0,0.9958952669441592,0.09051307794027252,0.9918073827217782,-2.0319373091755097,2.3648282362395037,3.3306690738754695e-17,0.9891786669182554,1.875,5.584375,1.6520956356783814,1.6520956356783814,0.012575171989230433,0.0009598152609032856,1.6385606484282478,-0.13744116493949377,0.02451327349054488,-0.14871528680661036,,1.875,5.584375,
5,8,pois,poisson,3,-0.17111517083690425,-0.18083489909190276,0.9685134679393357,1.0,0.9685134679393357,0.2489611664901207,0.9380183375798784,-2.2424007206630505,2.541912469305498,2.7755575615628914e-17,1.0354614115937695,1.6125,6.36234375,1.7031003859940987,1.7031003859940992,0.049867463421225916,0.055693529771039064,1.5975393928018342,-0.13744116493949377,0.02451327349054488,-0.14871528680661036,,1.6125,6.36234375,
6,0,bern,bernoulli,1,0.9767655644089175,-0.21249139784930035,-0.02786463753540066,1.0,0.9767655644089175,0.21431059746295522,0.9540709678150712,-2.2210173119099244,2.4112239552644987,1.6653345369377347e-17,0.8851606358852926,0.4875,0.24984374999999998,0.2099609760465458,0.2099609760465458,0.20031767162012493,0.009480282740856591,0.0001630216855642976,0.24641128534743073,0.25676812667815196,0.12034277765227248,0.4875,,,
6,1,bern,bernoulli,1,0.9997585874444762,-0.018911812270455967,0.011185266544547788,0.9999999999999999,0.9997585874444762,0.021971955557609103,0.9995172331689745,-2.205937911766834,2.5339493923878518,0.0,0.9963738221599854,0.5,0.25,0.20568439894800025,0.20568439894800022,0.20558510134252872,7.35643917178147e-05,2.573321375370613e-05,0.24641128534743073,0.25676812667815196,0.12034277765227248,0.5,,,
6,2,bern,bernoulli,1,0.9897068719426502,0.14102010453684838,-0.024364682347838645,1.0,0.9897068719426502,0.14310942536917234,0.9795196923705053,-2.0830868618746856,2.500611101800307,-2.7755575615628915e-18,1.0555722072840399,0.45,0.24750000000000005,0.2038469144678296,0.2038469144678296,0.19967206695020515,0.004053836294808838,0.0001210112228156111,0.24641128534743073,0.25676812667815196,0.12034277765227248,0.45,,,
6,3,gauss,gaussian,2,-0.24891976849702493,0.9663150744257019,0.06537679855298698,1.0,0.9663150744257019,0.25736195705202863,0.9337648230623498,-2.7898761899646156,2.162258254651175,6.106226635438361e-17,0.888307098359733,0.016680342118216035,0.9204039781747081,11.111111111111112,11.111111111111112,0.6884561238734721,10.375164700692777,0.04749028654486489,0.24641128534743073,0.25676812667815196,0.12034277765227248,,,,0.9204039781747081
6,4,gauss,gaussian,2,0.2465467053658624,0.9691306280580518,-0.0007401574458228858,1.0,0.9691306280580518,0.24654781637606518,0.939214174240194,-2.8809601544606793,2.850206621924953,3.3306690738754695e-17,1.117486677916189,0.04425171681488517,1.245008188659225,11.111111111111112,11.111111111111112,0.6753919769640152,10.435713047113268,6.087033828967314e-06,0.24641128534743073,0.25676812667815196,0.12034277765227248,,,,1.245008188659225
6,5,gauss,gaussian,2,-0.09906994772993355,0.9830267522793109,-0.1544135672794931,0.9999999999999999,0.9830267522793109,0.1834622694266868,0.9663415956968098,-2.8302269449650113,2.2486011337034424,3.8857805861880476e-17,0.9233264376158707,-0.028430592938249382,1.0633141067709122,11.111111111111112,11.11111111111111,0.10905393936901962,10.737128841075664,0.26492833066642824,0.24641128534743073,0.25676812667815196,0.12034277765227248,,,,1.0633141067709122
6,6,pois,poisson,3,-0.16086470942081074,-0.08071291489854819,0.9836706616706316,1.0,0.9836706616706316,0.1799778579949825,0.9676079706315379,-2.266331802639316,2.20264648070379,-5.551115123125783e-17,0.9060286312995103,1.3,4.834999999999999,1.593279270505611,1.5932792705056114,0.041230012205976045,0.010379536716403667,1.5416697215832316,0.24641128534743073,0.25676812667815196,0.12034277765227248,,1.3,4.834999999999999,
6,7,pois,poisson,3,0.18188251572080902,0.08942927361423471,0.9792451968204389,1.0,0.9792451968204389,0.20267916642837253,0.9589211554959001,-2.310488674412744,3.1389539902053105,-2.2204460492503132e-17,1.1205583656208693,2.0875,12.729843750000002,1.8138536716990745,1.8138536716990745,0.06000454591518817,0.014506467017728966,1.7393426587661576,0.24641128534743073,0.25676812667815196,0.12034277765227248,,2.0875,12.729843750000002,
6,8,pois,poisson,3,-0.28092428568402483,-0.07774499819718814,0.9565757999072731,0.9999999999999999,0.9565757999072731,0.29148368570429517,0.9150372609682397,-2.3582317646730564,2.0742293627424733,-4.4408920985006264e-17,0.8548637091434175,1.4625,3.8235937499999992,1.5456314547485117,1.5456314547485113,0.12197884530624276,0.0093422366228352,1.4143103728194335,0.24641128534743073,0.25676812667815196,0.12034277765227248,,1.4625,3.8235937499999992,
7,0,bern,bernoulli,1,0.9999404731468893,0.00662241321721619,-0.00867143621067536,1.0,0.9999404731468893,0.010911011079431146,0.9998809498372245,-2.556047092240089,2.1846063093910537,-1.6653345369377347e-17,0.9981223762200985,0.4625,0.24859375000000003,0.20600357881349698,0.20600357881349704,0.20597905405390696,9.03456645855101e-06,1.5490193131504884e-05,0.0013299270059478833,0.10824700028965861,0.15703053058143426,0.4625,,,
7,1,bern,bernoulli,1,0.9955218649329134,-0.08539801653263214,-0.04053881119108699,1.0,0.9955218649329134,0.09453156319713728,0.9910637835595056,-2.632820068775919,2.0808096725305214,-2.4980018054066023e-17,0.9921240221551748,0.4125,0.24234375000000002,0.2062920262249442,0.20629202622494425,0.20444855602865,0.0015044508679601092,0.00033901932833412093,0.0013299270059478833,0.10824700028965861,0.15703053058143426,0.4125,,,
7,2,bern,bernoulli,1,0.9731099841302066,0.22595598447403217,-0.04473088269283543,1.0,0.9731099841302066,0.23034096202392915,0.9469430412138908,-2.2348167001428125,2.2401709313592324,5.551115123125783e-18,0.987987001770399,0.5125,0.24984375000000006,0.20641591504889062,0.20641591504889062,0.19546411435134461,0.010538793028649232,0.000413007668896792,0.0013299270059478833,0.10824700028965861,0.15703053058143426,0.5125,,,
7,3,gauss,gaussian,2,0.049240308054981474,0.9792775532539021,0.19644557962881623,1.0,0.9792775532539021,0.20252277327019527,0.9589845263069491,-2.8779112282396127,2.803435022300838,0.0,1.0626398303304794,-0.029333498865396546,1.0718708277607063,11.111111111111112,11.111111111111112,0.026940088192771928,10.65538362563277,0.42878739728557314,0.0013299270059478833,0.10824700028965861,0.15703053058143426,,,,1.0718708277607063
7,4,gauss,gaussian,2,0.028062044741357428,0.9775290884118842,-0.20892439530501128,1.0,0.9775290884118842,0.21080057236314767,0.9555631186913693,-2.7256633363284983,2.1140643151994265,2.7755575615628914e-17,0.9346631047258314,0.06115119875565243,1.010497110857168,11.111111111111112,11.111111111111112,0.008749759500732734,10.61736798545966,0.4849933661507181,0.0013299270059478833,0.10824700028965861,0.15703053058143426,,,,1.010497110857168
7,5,gauss,gaussian,2,-0.03709025660658391,0.998486844739758,-0.040599676679747634,1.0,0.998486844739758,0.054991098203639566,0.9969759791183577,-2.7592696083508765,2.29986984117183,5.551115123125783e-18,0.9874960189932185,0.0033765595189526624,1.058483393667011,11.111111111111112,11.111111111111112,0.015285412612691573,11.077510879092864,0.018314819405556047,0.0013299270059478833,0.10824700028965861,0.15703053058143426,,,,1.058483393667011
7,6,pois,poisson,3,-0.15931434024991456,-0.06955426500986935,0.984774667225793,1.0,0.984774667225793,0.17383571206840298,0.9697811452096713,-1.949436947419851,2.6287067822019643,-2.4980018054066023e-17,0.9445523060460157,1.6375,4.956093750000001,1.6959742835082374,1.6959742835082374,0.04304562336791943,0.008204777233547724,1.6447238829067703,0.0013299270059478833,0.10824700028965861,0.15703053058143426,,1.6375,4.956093750000001,
