trial,regime,block,family,source_dim,true_c_mean,eig1,eig2,eig3,trace,lambda_min,lambda_max,coverage_index,effective_rank,f_norm_mean,eta_min,eta_max,x_mean,x_var,hash_Z,hash_Y,hash_eta_y,hash_F,hash_U_bern,hash_E_gauss,hash_E_gauss_regime,gaussian_common_noise_source_equal,gaussian_common_noise_hash_equal,hash_U_pois,spawn_order,spawn_index,poisson_sampling,z_corr_12,z_corr_13,z_corr_23
6,complementary,gauss,gaussian,2,11.111111111111109,33.037287675475206,0.2696038965865514,0.026441761271607103,33.333333333333364,0.026441761271607103,33.037287675475206,0.0007932528381482123,1.0179337676381146,1.0,-3.4590947216034014,2.560965813210068,-0.00845609638887767,1.141090849264119,89720cf5691027ea,909448797bd7eac2,29cd03fdb1eb2952,a637d7f8e7597282,19744852b4c5aec4,f1a32eac1dd74d87,f1a32eac1dd74d87,True,True,1b9daa74818583d0,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",-0.16441521225424346,-0.13025664946267818,0.14131071902351117
6,full_coverage,gauss,gaussian,2,11.111111111111109,12.961623441344175,12.32806546091603,8.043644431073137,33.33333333333334,8.043644431073137,12.961623441344175,0.24130933293219403,2.888365373990166,1.0,-3.436229757299176,2.5707723654722994,-0.008456096388877638,1.1251851530244037,89720cf5691027ea,909448797bd7eac2,29cd03fdb1eb2952,7af7d4043aa2d6ae,19744852b4c5aec4,f1a32eac1dd74d87,f1a32eac1dd74d87,True,True,1b9daa74818583d0,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",-0.16441521225424346,-0.13025664946267818,0.14131071902351117
6,complementary,pois,poisson,3,1.6177041401162906,4.4900193076428625,0.3630579879043625,3.512480164591935e-05,4.853112420348871,3.512480164591935e-05,4.4900193076428625,7.237582525111662e-06,1.1606841169935787,1.0,-2.656084305323452,2.5961076461129684,1.5333333333333334,3.9905555555555554,89720cf5691027ea,909448797bd7eac2,29cd03fdb1eb2952,a637d7f8e7597282,19744852b4c5aec4,f1a32eac1dd74d87,f1a32eac1dd74d87,True,True,1b9daa74818583d0,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",-0.16441521225424346,-0.13025664946267818,0.14131071902351117
6,full_coverage,pois,poisson,3,1.5981936117486881,2.3366132522920857,1.5631558279430666,0.8948117550109121,4.794580835246064,0.8948117550109121,2.3366132522920857,0.1866298193228792,2.6411137886026674,1.0,-2.8604001278821474,2.570857640921903,1.5625,4.27109375,89720cf5691027ea,909448797bd7eac2,29cd03fdb1eb2952,7af7d4043aa2d6ae,19744852b4c5aec4,f1a32eac1dd74d87,f1a32eac1dd74d87,True,True,1b9daa74818583d0,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",-0.16441521225424346,-0.13025664946267818,0.14131071902351117
7,complementary,bern,bernoulli,1,0.20705791590307307,0.5446989415015415,0.05814714053607056,0.018327665671607134,0.6211737477092192,0.018327665671607134,0.5446989415015415,0.029504894144667865,1.2844172194172672,1.0,-2.51946752473729,2.5619197663860773,0.4666666666666667,0.24888888888888885,7855f90e985beb0d,cfdd007fc2682c9c,25da6528340a2a3a,4a32b234e12e4ea7,dcc788251808914d,5fbb24a41ee99244,5fbb24a41ee99244,True,True,ced6a2b3b0438dde,Z|F|X_bern|X_gauss|X_pois|Y,2,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.045852521061116897,-0.026187637428053072,-0.03513988747379704
7,full_coverage,bern,bernoulli,1,0.2064818319689191,0.2496266008888689,0.20495274700670998,0.16486614801117822,0.619445495906757,0.16486614801117822,0.2496266008888689,0.2661511773038946,2.9179693538166274,1.0,-2.5434132072121365,3.3774489308683173,0.475,0.24937499999999999,7855f90e985beb0d,cfdd007fc2682c9c,25da6528340a2a3a,5ca265b1485ad130,dcc788251808914d,5fbb24a41ee99244,5fbb24a41ee99244,True,True,ced6a2b3b0438dde,Z|F|X_bern|X_gauss|X_pois|Y,2,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.045852521061116897,-0.026187637428053072,-0.03513988747379704
7,complementary,gauss,gaussian,2,11.111111111111109,30.62841462411552,2.7026572442243886,0.002261464993421764,33.333333333333336,0.002261464993421764,30.62841462411552,6.784394980265292e-05,1.175276328687595,1.0,-2.030475641420221,3.304649841901652,-0.016177650611927975,1.1718143813972646,7855f90e985beb0d,cfdd007fc2682c9c,25da6528340a2a3a,4a32b234e12e4ea7,dcc788251808914d,5fbb24a41ee99244,5fbb24a41ee99244,True,True,ced6a2b3b0438dde,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.045852521061116897,-0.026187637428053072,-0.03513988747379704
7,full_coverage,gauss,gaussian,2,11.111111111111109,20.287558167359833,7.053261344295565,5.99251382167793,33.33333333333333,5.99251382167793,20.287558167359833,0.17977541465033792,2.234540197064615,1.0,-2.9412264309174727,3.192416463686856,-0.016177650611927975,1.0713572961493507,7855f90e985beb0d,cfdd007fc2682c9c,25da6528340a2a3a,5ca265b1485ad130,dcc788251808914d,5fbb24a41ee99244,5fbb24a41ee99244,True,True,ced6a2b3b0438dde,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.045852521061116897,-0.026187637428053072,-0.03513988747379704
7,complementary,pois,poisson,3,1.5365750947168297,4.220381823256996,0.38874675512598966,0.0005967057675041662,4.609725284150489,0.0005967057675041662,4.220381823256996,0.0001294449735553235,1.1829798104842557,1.0,-2.633044952786141,2.0581324068866755,1.3916666666666666,3.1965972222222225,7855f90e985beb0d,cfdd007fc2682c9c,25da6528340a2a3a,4a32b234e12e4ea7,dcc788251808914d,5fbb24a41ee99244,5fbb24a41ee99244,True,True,ced6a2b3b0438dde,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.045852521061116897,-0.026187637428053072,-0.03513988747379704
7,full_coverage,pois,poisson,3,1.632642553597795,2.7098828908019863,1.5098892604110594,0.6781555095803393,4.897927660793385,0.6781555095803393,2.7098828908019863,0.13845764097514032,2.3791923210625456,1.0,-3.0947862449744243,3.1674870733806055,1.5916666666666666,7.891597222222221,7855f90e985beb0d,cfdd007fc2682c9c,25da6528340a2a3a,5ca265b1485ad130,dcc788251808914d,5fbb24a41ee99244,5fbb24a41ee99244,True,True,ced6a2b3b0438dde,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.045852521061116897,-0.026187637428053072,-0.03513988747379704
8,complementary,bern,bernoulli,1,0.20638385680627006,0.6128172401848229,0.0062577555362691335,7.657469771805444e-05,0.6191515704188101,7.657469771805444e-05,0.6128172401848229,0.00012367682063094395,1.0206732158998824,0.9999999999999999,-2.5545168926778876,2.3450963530754265,0.5125,0.24984375000000006,7c6a328ae31d09f4,4cf053a1fd6beb40,7ddfe5875de7a1b0,f4450d198edcce56,8ce75b3c15da9a42,fdceae898cc2df9f,fdceae898cc2df9f,True,True,3ebe23c88911c594,Z|F|X_bern|X_gauss|X_pois|Y,2,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.05012919130967357,-0.15835886357650303,0.1150194608096601
8,full_coverage,bern,bernoulli,1,0.20681671229783172,0.2718074302556225,0.20361574373045066,0.14502696290742192,0.620450136893495,0.14502696290742192,0.2718074302556225,0.23374475124391325,2.8228658955293318,1.0,-2.9928524341469362,2.5104667855896605,0.525,0.24937499999999999,7c6a328ae31d09f4,4cf053a1fd6beb40,7ddfe5875de7a1b0,9eccdde4a12b8beb,8ce75b3c15da9a42,fdceae898cc2df9f,fdceae898cc2df9f,True,True,3ebe23c88911c594,Z|F|X_bern|X_gauss|X_pois|Y,2,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.05012919130967357,-0.15835886357650303,0.1150194608096601
8,complementary,gauss,gaussian,2,11.111111111111109,31.990275012039984,0.7738076817906374,0.5692506395027152,33.333333333333336,0.5692506395027152,31.990275012039984,0.017077519185081453,1.08475109545894,1.0,-3.1555003737455674,2.138328813650454,-0.01749870567380245,1.1529667001665922,7c6a328ae31d09f4,4cf053a1fd6beb40,7ddfe5875de7a1b0,f4450d198edcce56,8ce75b3c15da9a42,fdceae898cc2df9f,fdceae898cc2df9f,True,True,3ebe23c88911c594,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.05012919130967357,-0.15835886357650303,0.1150194608096601
8,full_coverage,gauss,gaussian,2,11.111111111111109,12.516910409471077,11.240308780944977,9.576114142917275,33.33333333333333,9.576114142917275,12.516910409471077,0.2872834242875183,2.9651805244731584,1.0,-3.1555003737455674,2.739396550108034,-0.01749870567380244,1.185903390774693,7c6a328ae31d09f4,4cf053a1fd6beb40,7ddfe5875de7a1b0,9eccdde4a12b8beb,8ce75b3c15da9a42,fdceae898cc2df9f,fdceae898cc2df9f,True,True,3ebe23c88911c594,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.05012919130967357,-0.15835886357650303,0.1150194608096601
8,complementary,pois,poisson,3,1.7065948546701837,5.049816722113327,0.06580426478048962,0.004163577116732309,5.1197845640105495,0.004163577116732309,5.049816722113327,0.0008132328742893037,1.0277278030333248,1.0,-2.4149635558989577,2.8312356398176775,1.6375,4.631093750000001,7c6a328ae31d09f4,4cf053a1fd6beb40,7ddfe5875de7a1b0,f4450d198edcce56,8ce75b3c15da9a42,fdceae898cc2df9f,fdceae898cc2df9f,True,True,3ebe23c88911c594,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.05012919130967357,-0.15835886357650303,0.1150194608096601
8,full_coverage,pois,poisson,3,1.6102108154136896,1.8994845200532797,1.5935397808950602,1.337608145292729,4.8306324462410695,1.337608145292729,1.8994845200532797,0.2769012464058576,2.9401749003913045,1.0,-2.904627642719043,2.794394957145383,1.6291666666666667,4.991649305555556,7c6a328ae31d09f4,4cf053a1fd6beb40,7ddfe5875de7a1b0,9eccdde4a12b8beb,8ce75b3c15da9a42,fdceae898cc2df9f,fdceae898cc2df9f,True,True,3ebe23c88911c594,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.05012919130967357,-0.15835886357650303,0.1150194608096601
9,complementary,bern,bernoulli,1,0.20871853085216396,0.6113640133151066,0.011906030988685161,0.002885548252700286,0.626155592556492,0.002885548252700286,0.6113640133151066,0.0046083565921994874,1.04855311772319,1.0,-3.542263815156324,2.2763699221648106,0.49583333333333335,0.24998263888888891,f8411c3620c4e52f,4b2e3a2a7fc783d0,1164ae6c67569300,4cc4934321814c54,2f40698807ba2c4f,c1fefaa5b222ad68,c1fefaa5b222ad68,True,True,715bb88f0f1dc4ba,Z|F|X_bern|X_gauss|X_pois|Y,2,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.16891798881621573,-0.02299820437591516,-0.07468691064653556
9,full_coverage,bern,bernoulli,1,0.20807178329243184,0.3327924551660669,0.19681609686794654,0.09460679784328234,0.6242153498772958,0.09460679784328234,0.3327924551660669,0.15156115251231733,2.459291303383321,1.0,-3.2461853056796945,2.8249873480623315,0.5125,0.24984375000000006,f8411c3620c4e52f,4b2e3a2a7fc783d0,1164ae6c67569300,53516cb74db969a8,2f40698807ba2c4f,c1fefaa5b222ad68,c1fefaa5b222ad68,True,True,715bb88f0f1dc4ba,Z|F|X_bern|X_gauss|X_pois|Y,2,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.16891798881621573,-0.02299820437591516,-0.07468691064653556
9,complementary,gauss,gaussian,2,11.111111111111109,32.9457749094844,0.38564844614223864,0.0019099777066840747,33.33333333333332,0.0019099777066840747,32.9457749094844,5.7299331200522264e-05,1.0235251823300355,1.0,-3.215384818074376,2.579295445919351,0.0027632903093070204,1.085946366799035,f8411c3620c4e52f,4b2e3a2a7fc783d0,1164ae6c67569300,4cc4934321814c54,2f40698807ba2c4f,c1fefaa5b222ad68,c1fefaa5b222ad68,True,True,715bb88f0f1dc4ba,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.16891798881621573,-0.02299820437591516,-0.07468691064653556
9,full_coverage,gauss,gaussian,2,11.111111111111109,14.513258844644708,10.972361288809141,7.847713199879476,33.33333333333333,7.847713199879476,14.513258844644708,0.23543139599638432,2.830034383819768,1.0,-3.317770694355957,2.549313071431972,0.002763290309307035,1.117547559482459,f8411c3620c4e52f,4b2e3a2a7fc783d0,1164ae6c67569300,53516cb74db969a8,2f40698807ba2c4f,c1fefaa5b222ad68,c1fefaa5b222ad68,True,True,715bb88f0f1dc4ba,Z|F|X_bern|X_gauss|X_pois|Y,3,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.16891798881621573,-0.02299820437591516,-0.07468691064653556
9,complementary,pois,poisson,3,1.583020249143683,4.683359188155054,0.044490898319574396,0.021210660956419682,4.749060747431047,0.021210660956419682,4.683359188155054,0.004466285458212629,1.0281403816730321,1.0,-2.5174041079715685,2.4979132214705686,1.5375,5.606927083333333,f8411c3620c4e52f,4b2e3a2a7fc783d0,1164ae6c67569300,4cc4934321814c54,2f40698807ba2c4f,c1fefaa5b222ad68,c1fefaa5b222ad68,True,True,715bb88f0f1dc4ba,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.16891798881621573,-0.02299820437591516,-0.07468691064653556
9,full_coverage,pois,poisson,3,1.5766220151790478,1.6947197014865483,1.553902494136063,1.4812438499145328,4.729866045537144,1.4812438499145328,1.6947197014865483,0.31316824528511916,2.990551682165282,1.0,-3.200197413308967,2.70939001752733,1.575,5.077708333333333,f8411c3620c4e52f,4b2e3a2a7fc783d0,1164ae6c67569300,53516cb74db969a8,2f40698807ba2c4f,c1fefaa5b222ad68,c1fefaa5b222ad68,True,True,715bb88f0f1dc4ba,Z|F|X_bern|X_gauss|X_pois|Y,4,"common-random-number inverse-CDF coupling, with q=0 replaced only by nextafter(0,1) for floating-point endpoint safety; no eta/mu clipping",0.16891798881621573,-0.02299820437591516,-0.07468691064653556
