trial,y_obs_rate,regime,condition,n_cols_used,n_train_pairs,rmse_Z,rmse_z_dim1,rmse_z_dim2,rmse_z_dim3,test_y_ll,test_y_rmse,train_y_ll,w0_err,w_err,w0_est,w_est,bic_diagnostic_only,q_strict_diagnostic_only,numerics_mode,internal_retry_detected,nan_occurred,nan_count,q_bic_failed,failure_reason,n_warnings,clip_diag_status,hash_Z,hash_Y,hash_test_mask,hash_train_mask,model_seed,runtime_s,prec_t_total,prec_identity_max_abs_err,prec_t_bern,prec_t_bern_share,prec_fnorm_bern_mean,prec_eig1_bern,prec_eig2_bern,prec_eig3_bern,prec_trace_bern,prec_lambda_min_bern,prec_lambda_max_bern,prec_coverage_index_bern,prec_effective_rank_bern,prec_t_bern_to_dim1,prec_t_bern_to_dim2,prec_t_bern_to_dim3,prec_t_gauss,prec_t_gauss_share,prec_fnorm_gauss_mean,prec_eig1_gauss,prec_eig2_gauss,prec_eig3_gauss,prec_trace_gauss,prec_lambda_min_gauss,prec_lambda_max_gauss,prec_coverage_index_gauss,prec_effective_rank_gauss,prec_t_gauss_to_dim1,prec_t_gauss_to_dim2,prec_t_gauss_to_dim3,prec_t_pois,prec_t_pois_share,prec_fnorm_pois_mean,prec_eig1_pois,prec_eig2_pois,prec_eig3_pois,prec_trace_pois,prec_lambda_min_pois,prec_lambda_max_pois,prec_coverage_index_pois,prec_effective_rank_pois,prec_t_pois_to_dim1,prec_t_pois_to_dim2,prec_t_pois_to_dim3
6,1.0,complementary,single_poisson,3,2528,0.2883120519336267,0.2970053838976255,0.29919347985564887,0.2676613184945226,-2.042442755593218,2.1076364053929475,-1.9633368167270402,0.002889517737148184,0.0032605069106259044,1.2028895177371481,0.3032605069106259,11245.179208058375,-5609.443524125166,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,7.22,4.062526474054062,1.7763568394002505e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.062526474054062,1.0,0.9316418847895473,3.8335371179381834,0.2147405591436792,0.014248796972200233,4.062526474054063,0.014248796972200233,3.8335371179381834,0.0035073733213069063,1.1195061278700043,0.21722628814088296,0.017106712667600235,3.8281934732455825
6,1.0,complementary,per_column_all,9,2528,0.24004537981144017,0.2889473549047582,0.1724402675830274,0.24421124731652574,-2.0499414291115223,2.2316880801380723,-1.9616627092837295,0.005069189931302676,0.003375600682546165,1.2050691899313026,0.30337560068254615,11635.649713985751,-5758.667497424778,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,10.59,54.46018006406706,7.105427357601002e-15,0.7379206059186588,0.013549727618428136,1.1244798057176553,0.6682549698747959,0.06495382119033839,0.004711814853524418,0.7379206059186588,0.004711814853524418,0.6682549698747959,0.006385259898872918,1.2078963801993428,0.6444415187346562,0.04882432942989398,0.04465475775410879,49.6242887225946,0.9112031701734459,1.0481140670488187,48.59331932475098,0.9367919792784472,0.09417741856517305,49.6242887225946,0.09417741856517305,48.59331932475098,0.0018978089356934764,1.042491330755192,0.7869474857686786,48.46098597425666,0.3763552625692852,4.097970735553814,0.07524710220812626,0.9404148216938193,3.859321803195445,0.22214695213366287,0.016501980224707852,4.097970735553815,0.016501980224707852,3.859321803195445,0.00402686629300141,1.1237539796983815,0.22560644791921486,0.027207872822616455,3.845156414811987
6,1.0,full_coverage,single_bernoulli,3,2528,0.2969787421046584,0.2895043454073148,0.3173337727075185,0.28297637794644775,-2.0604755913629713,2.1788515240126567,-1.9646844129103485,0.0040528047621064545,0.0030671884329190324,1.2040528047621064,0.303067188432919,10940.415953332707,-5457.061896762332,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,7.27,0.5837938187931431,2.220446049250313e-16,0.5837938187931431,1.0,0.9591600686613025,0.2948278275610733,0.2377174306944477,0.05124856053762206,0.5837938187931431,0.05124856053762206,0.2948278275610733,0.08778537711064918,2.333400864197462,0.19235575372672234,0.24654230085185974,0.14489576421456085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0,full_coverage,single_gaussian,3,2528,0.23749994056911727,0.24924535529672043,0.23239375610799634,0.23040954905565744,-2.035782932705136,2.0995538114348515,-1.9659014945007685,0.002710547976913835,0.002163233677019538,1.2027105479769138,0.3021632336770195,10687.292727968845,-5323.92724412839,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,6.25,46.12556637542012,1.7763568394002505e-14,,,,,,,,,,,,,,,46.12556637542012,1.0,1.017786744341959,18.51150257242879,16.993871138154987,10.620192664836338,46.125566375420114,10.620192664836338,18.51150257242879,0.2302452522403224,2.858651093120862,14.00576593821938,18.31917364161802,13.800626795582753,,,,,,,,,,,,,,
6,1.0,full_coverage,single_poisson,3,2528,0.28642605136488214,0.27537342045862473,0.30526706120513253,0.2776709371712021,-2.070861068622821,2.194196390917936,-1.9640978059699397,0.0009820254267633999,0.0032243675464755372,1.2009820254267634,0.3032243675464755,11235.01805575163,-5604.362947971794,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,7.19,4.628239439164899,1.5543122344752192e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.628239439164899,1.0,0.9811270216832834,2.461168538670705,1.287866714093275,0.879204186400919,4.628239439164899,0.879204186400919,2.461168538670705,0.18996514721363664,2.52335060885644,1.2205601842281006,1.605116289203567,1.802562965733229
6,1.0,full_coverage,per_column_all,9,2528,0.2320095112354111,0.23159433166778948,0.24836540486227077,0.21485793240658654,-2.0450929245777982,2.1034009956694915,-1.9626882710193543,0.005663314085583515,0.002235279478756347,1.2056633140855835,0.30223527947875634,11638.226474674531,-5759.955877769168,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,10.59,54.175072757118585,1.4210854715202004e-14,0.578262950922777,0.010673967223178182,0.9534554175796891,0.2813059905826109,0.24708267447005394,0.04987428587011226,0.578262950922777,0.04987428587011226,0.2813059905826109,0.08624845460101527,2.3437808483672415,0.19978605924479756,0.23334866868644158,0.14512822299153827,49.00574794020627,0.9045811190676607,1.0208943787753375,20.454553128474775,16.3612239127574,12.189970898974112,49.005747940206284,12.189970898974112,20.454553128474775,0.2487457372112256,2.877247833350715,17.21452465651597,16.005260750185414,15.785962533504904,4.591061865989543,0.08474491370916118,0.9786469535935267,2.4507681795178753,1.326790201587666,0.8135034848840016,4.591061865989543,0.8135034848840016,2.4507681795178753,0.1771928823069043,2.500805249589253,1.2593857868013467,1.4422425996465744,1.8894334795416223
6,1.0,shared,y_only,0,2528,0.3086195261736193,0.2919386174354641,0.3204908586934309,0.31272270296654986,-2.0544218893477146,2.161367635909899,-1.962945274503333,0.0038458503145664125,0.0015604677670564837,1.2038458503145664,0.3015604677670565,14028.010928509357,-6941.702024782559,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,4c61ac4cbcc6b6b1,121060,6.17,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0
6,0.1,complementary,single_bernoulli,3,253,1.144417371926154,1.0455053649579877,1.3571454489118102,0.9970697697960358,-3.0808822407396934,3.6769684269024365,-2.0405072600357363,0.040963652434903075,0.018211161501221762,1.1590363475650969,0.31821116150122175,1967.0257326295068,-970.3667864107317,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,7.34,1.5858825904668303,3.3306690738754696e-16,1.5858825904668303,1.0,1.6806118563930201,1.4396613272439112,0.1374075980308788,0.008813665192041055,1.585882590466831,0.008813665192041055,1.4396613272439112,0.005557577367342563,1.202449661845415,0.9386409129373656,0.3990409008082652,0.24820077672119917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.1,complementary,single_gaussian,3,253,0.7536251767679415,0.9630157016589642,0.24552206096001725,0.8462696952601879,-2.45675239443037,3.1560294150384585,-1.9736676203684054,0.01021000639204761,0.0014500906998244356,1.1897899936079523,0.3014500906998244,1805.057465455516,-882.8096128717256,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,6.21,44.96030249010759,2.1316282072803006e-14,,,,,,,,,,,,,,,44.96030249010759,1.0,1.0728174062834626,44.58673795965002,0.25941325150593453,0.11415127895165138,44.96030249010761,0.11415127895165138,44.58673795965002,0.002538934852067944,1.0167858685707578,0.9498518131378932,43.74852834234447,0.26192233462525794,,,,,,,,,,,,,,
6,0.1,complementary,single_poisson,3,253,1.1014943829415975,1.2360496388286912,1.294901818902878,0.6597576802956912,-2.9990975595171094,3.7569092906435406,-1.895654862696276,0.05088588743929612,0.02120523759594295,1.1491141125607038,0.32120523759594294,2303.969840924502,-1138.8388405582293,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,7.24,3.8151390661947158,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8151390661947158,1.0,0.8756232291354173,3.66594448510216,0.13313025878165807,0.01606432231089942,3.815139066194717,0.01606432231089942,3.66594448510216,0.0042106780466386095,1.0816039780766478,0.2815206398068161,0.05799315998746234,3.475625266400436
6,0.1,complementary,per_column_all,9,253,0.5935778080630932,0.8080443516281658,0.22501174717959646,0.5945064188955083,-2.375875344363326,2.871213241085168,-1.947625391000826,0.0023501485359900265,0.009079550367524614,1.20235014853599,0.2909204496324754,2731.5188329976877,-1306.6020569307464,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,10.59,53.522680210006385,3.552713678800501e-15,0.9038070006058897,0.0168864301462414,1.2612204018435298,0.7615705833357291,0.13624198578829338,0.0059944314818672255,0.9038070006058897,0.0059944314818672255,0.7615705833357291,0.006632424265190144,1.3646576402421582,0.7343471500253472,0.07673042178758109,0.09272942879296182,49.25258657944107,0.9202189872814517,1.0996626456492316,48.52597443461684,0.6801916475533769,0.04642049727084876,49.25258657944107,0.04642049727084876,48.52597443461684,0.0009424986684907534,1.0299682511874784,0.47081522220923255,48.483752606905995,0.29801875032584974,3.3662866299594243,0.06289458257230693,0.8387992188921128,3.147765249385199,0.18395942606317386,0.0345619545110512,3.366286629959424,0.0345619545110512,3.147765249385199,0.010267086053651883,1.1396318563427357,0.18483919957078124,0.04087198284492338,3.1405754475437213
6,0.1,full_coverage,single_bernoulli,3,253,1.0776160364551293,1.2260143412252245,1.0709180611418014,0.9131222850780452,-2.9043014621355843,3.699855385167178,-2.0167002431239354,0.04263196039999384,0.015278898748551428,1.1573680396000061,0.3152788987485514,1997.5627091278243,-985.6352746598905,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,7.42,0.7346421523047256,8.326672684688674e-17,0.7346421523047256,1.0,1.0914544094107597,0.3995153615752318,0.2111877918442963,0.12393899888519744,0.7346421523047256,0.12393899888519744,0.3995153615752318,0.16870662607144846,2.4579406992720156,0.14045220360873506,0.39841621440446306,0.19577373429152767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.1,full_coverage,single_gaussian,3,253,0.5123404617892342,0.6119149710956076,0.4927334578114787,0.41261610979386504,-2.2834203817307577,2.7964882260883486,-1.9413206705566723,0.014635785440199722,0.003284169749129928,1.1853642145598002,0.3032841697491299,2039.4185792612466,-999.9901697745909,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,6.22,11.944033295717528,5.329070518200751e-15,,,,,,,,,,,,,,,11.944033295717528,1.0,0.9306338799473085,6.216187429593315,3.34327093697758,2.3845749291466367,11.944033295717531,2.3845749291466367,6.216187429593315,0.1996457034326598,2.570234133398391,3.548902850963275,3.0734420983657578,5.32168834638849,,,,,,,,,,,,,,
6,0.1,full_coverage,single_poisson,3,253,0.8643340474637411,0.8831695836882443,1.0153896798293227,0.6559080128792425,-2.7216642722790008,3.39701698651403,-1.9415199106285597,0.009684722851068805,0.018333342504415817,1.1903152771489312,0.3183333425044158,2350.532756671348,-1162.1202984316524,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,7.31,4.0083165343707545,4.440892098500626e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0083165343707545,1.0,0.915257858491584,2.213345940618114,1.3875786655458695,0.4073919282067719,4.008316534370755,0.4073919282067719,2.213345940618114,0.10163666584548474,2.2984324671932463,0.9782985065567462,1.095837290394216,1.9341807374197917
6,0.1,full_coverage,per_column_all,9,253,0.40996820022578984,0.3651844946613326,0.47947400662729406,0.37545537340253443,-2.1883219701905214,2.5561303383399605,-1.9905585307662672,0.02208846011492871,0.00875003339520486,1.1779115398850712,0.30875003339520485,2908.4188501639305,-1395.0520655138678,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,10.61,26.640630466533594,5.329070518200751e-15,0.6234871132659047,0.023403617044616853,0.9932662306723392,0.31684473826209947,0.2728609962518991,0.03378137875190612,0.6234871132659047,0.03378137875190612,0.31684473826209947,0.054181358416463446,2.2089179008677524,0.24380696911159788,0.22456136054859877,0.15511878360570786,21.657864348007408,0.8129636562173098,0.9795757885352807,12.019935836907003,5.867977479797278,3.769951031303129,21.65786434800741,3.769951031303129,12.019935836907003,0.17406845710758992,2.4288113187147924,8.44886431716325,4.473920710266558,8.73507932057759,4.359279005260284,0.16363272673807336,0.960413322421215,2.1261885381283125,1.4810767046503903,0.752013762481581,4.359279005260284,0.752013762481581,2.1261885381283125,0.1725087477938751,2.6104203376503614,1.3167147100148722,1.2745426693822566,1.7680216258631543
6,0.1,shared,y_only,0,253,1.175637078838234,1.1835587986533365,1.3041627580048396,1.0221133470322012,-3.118346216092919,4.134452943355398,-2.0111498638505183,0.04267162849750994,0.012587189959308798,1.15732837150249,0.3125871899593088,5098.37808773905,-2476.885604397406,consistent,False,False,0,False,,0,not_applicable,89720cf5691027ea,909448797bd7eac2,52baa7b514eb7591,7709c98f4cf4de30,121060,6.18,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0
7,1.0,complementary,single_bernoulli,3,2528,0.3238093184254774,0.3285034984922508,0.28497968668722956,0.354160209158958,-2.0244943286693746,2.2794235089918087,-1.9945034895536888,0.015712829504051173,0.0065416312306437185,1.2157128295040511,0.29345836876935627,11041.33445490252,-5507.521147547239,consistent,False,False,0,False,,0,not_applicable,7855f90e985beb0d,cfdd007fc2682c9c,6876fcf03f2bb012,8686b023cc5365f7,121070,7.34,0.7520447436153317,1.1102230246251565e-16,0.7520447436153317,1.0,1.0995255235069363,0.6439421365701701,0.059760188465902295,0.04834241857925936,0.7520447436153317,0.04834241857925936,0.6439421365701701,0.06428130638459238,1.34477409128606,0.6363378417617707,0.05419775955162451,0.06150914230193648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,complementary,single_gaussian,3,2528,0.2776142548002807,0.2977507696864264,0.18984663904056084,0.32636138895569294,-2.014385201143341,2.7416562240053928,-1.991207096449442,0.012168357672459607,0.009559209090784726,1.2121683576724596,0.29044079090921526,10854.30141542841,-5407.431587858173,consistent,False,False,0,False,,0,not_applicable,7855f90e985beb0d,cfdd007fc2682c9c,6876fcf03f2bb012,8686b023cc5365f7,121070,6.23,39.916055271708764,1.2434497875801753e-14,,,,,,,,,,,,,,,39.916055271708764,1.0,1.0104628357781165,37.03074124649133,2.7637595559690546,0.12155446924836917,39.91605527170875,0.12155446924836917,37.03074124649133,0.0030452525536641185,1.1554558198436033,1.7975922231123926,36.04248783075762,2.0759752178387707,,,,,,,,,,,,,,
7,1.0,complementary,single_poisson,3,2528,0.32052086520045486,0.32151016557465195,0.334122705828675,0.30527709702568434,-2.0222507478331435,2.295823722886581,-1.995553581794542,0.01604787454342027,0.0071768895663498755,1.2160478745434202,0.2928231104336501,11413.45120554117,-5693.579522866564,consistent,False,False,0,False,,0,not_applicable,7855f90e985beb0d,cfdd007fc2682c9c,6876fcf03f2bb012,8686b023cc5365f7,121070,7.14,3.078122673853769,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.078122673853769,1.0,0.8591839221215477,2.6491472592946055,0.42653703314841124,0.00243838141075252,3.0781226738537693,0.00243838141075252,2.6491472592946055,0.0007921651178702694,1.3159643295218075,0.43997777611135447,0.005357969653608292,2.632786928088808
