trial,y_obs_rate,condition,n_cols_used,n_train_pairs,rmse_Z,rmse_z_dim1,rmse_z_dim2,rmse_z_dim3,test_y_ll,test_y_rmse,train_y_ll,w0_err,w_err,w0_est,w_est,bic_diagnostic_only,q_strict_diagnostic_only,numerics_mode,internal_retry_detected,nan_occurred,nan_count,q_bic_failed,failure_reason,n_warnings,clip_diag_status,hash_dataset,hash_test_mask,hash_train_mask,runtime_s,prec_t_total,prec_identity_max_abs_err,prec_t_bern,prec_t_bern_share,prec_fnorm_bern_mean,prec_t_bern_to_dim1,prec_t_bern_to_dim1_share,prec_t_bern_to_dim2,prec_t_bern_to_dim2_share,prec_t_bern_to_dim3,prec_t_bern_to_dim3_share,prec_eta_bern_min,prec_eta_bern_max,prec_eta_bern_var,prec_t_gauss,prec_t_gauss_share,prec_fnorm_gauss_mean,prec_t_gauss_to_dim1,prec_t_gauss_to_dim1_share,prec_t_gauss_to_dim2,prec_t_gauss_to_dim2_share,prec_t_gauss_to_dim3,prec_t_gauss_to_dim3_share,prec_eta_gauss_min,prec_eta_gauss_max,prec_eta_gauss_var,prec_t_pois,prec_t_pois_share,prec_fnorm_pois_mean,prec_t_pois_to_dim1,prec_t_pois_to_dim1_share,prec_t_pois_to_dim2,prec_t_pois_to_dim2_share,prec_t_pois_to_dim3,prec_t_pois_to_dim3_share,prec_eta_pois_min,prec_eta_pois_max,prec_eta_pois_var
0,0.1,per_column_all,9,253,0.8771465053277895,1.3359713485959062,0.3910769760281164,0.6086027686248239,-2.5387141579714814,2.9392093559655774,-1.9673056667964663,0.01987589164660397,0.03654847971076619,1.180124108353396,0.2634515202892338,2877.938796447621,-1379.812038655713,consistent,False,False,0,False,,0,not_applicable,3532c2f4d8d791d5,a47e1df573f77fc6,22389a31603bcf59,11.2,64.97845603189303,1.4210854715202004e-14,0.06731076463140856,0.001035893567529071,0.3013408147312111,0.024690536729053733,0.00037998035405665853,0.03465634927809526,0.0005333513812806674,0.007963878624259544,0.00012256183219174483,-0.8333105500055679,0.7499069699249471,0.06933029199303259,61.082157193780205,0.9400370664978492,1.2686109295213048,4.3724422378587064,0.06729064531346518,56.08170384667026,0.8630815084178666,0.6280111092512027,0.009664912766516941,-2.599303917023812,2.27220849524799,0.9272249914867269,3.82898807348142,0.058927039934621686,0.8451504625562557,0.14172361997710453,0.002181086295856939,0.19948715012097612,0.003070050633752561,3.48777730338334,0.053675903005012196,-2.17296968959127,2.8280435661793915,0.9553651490215457
0,0.1,all_gaussian,9,253,0.8625002096175897,1.2228465891727367,0.30757655276290785,0.801100941398928,-2.4726395923342466,2.897725965558712,-2.053122709997471,0.17061341668627028,0.0027212767502741153,1.0293865833137297,0.2972787232497259,3171.2839094219366,-1513.3385152388494,consistent,False,False,0,False,,0,not_applicable,3532c2f4d8d791d5,a47e1df573f77fc6,22389a31603bcf59,6.53,61.13620496595175,4.263256414560601e-14,2.9342332845619326,0.04799501843786475,0.4805999520709036,2.6346204644298146,0.04309427557528472,0.15225918729938898,0.002490491311722503,0.14735363283272812,0.002410251550857515,-0.29676479323118243,1.2039643422613109,0.09275454457161891,46.56707366403885,0.7616938880974571,1.185688425300043,0.3687388825579955,0.006031432320068856,45.91883141760313,0.7510906416774881,0.27950336387764113,0.004571814099898798,-2.578143675038204,2.437255122976659,0.9138093883263119,11.63489801735096,0.1903110934646781,2.6023784005228268,1.6551835166430577,0.027073703995281848,0.11848317846970709,0.0019380198449624618,9.861231322238183,0.1612993696244336,-1.893607889887521,15.022235145519776,5.8029016954701484
1,1.0,y_only,0,2528,0.32068063450079404,0.3019476930941936,0.33147248465833307,0.3278136522187894,-2.1057557063799974,2.64327063808525,-1.9620769435973968,0.005941196549637873,0.0011337505112943291,1.194058803450362,0.29886624948870566,14053.313539062543,-6954.3533300591525,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,bf19171a8ea8ca66,6.49,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,
1,1.0,single_bernoulli,3,2528,0.3437946134143763,0.3045646769157792,0.3804451538893426,0.34217839074892326,-2.109988289599779,2.613334180648129,-1.9638021568407855,0.006002235114578758,0.001774753213371838,1.1939977648854212,0.29822524678662815,10904.97650632897,-5439.342173260464,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,bf19171a8ea8ca66,7.56,1.0349920114824511,1.1102230246251565e-16,1.0349920114824511,1.0,1.3661948902549632,0.80610059205531,0.7788471631783005,0.09405683657885269,0.0908768720293137,0.13483458284828864,0.13027596479238607,-4.456338888774168,4.556890767214811,1.9847073973103753,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,single_gaussian,3,2528,0.2457817955856395,0.26371028284328485,0.19612718649462801,0.2705865602063771,-2.08279678143192,2.8763874049141203,-1.9621783477471644,0.006532106994569631,0.0011180369275974322,1.1934678930054303,0.29888196307240256,10790.089842751795,-5375.325801519865,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,bf19171a8ea8ca66,6.42,29.109335186622953,1.7763568394002505e-15,,,,,,,,,,,,,29.109335186622953,1.0,0.996575442243211,0.7669560764299558,0.026347426745163407,27.33124882888705,0.9389169712624349,1.011130281305944,0.03473560199240152,-2.8229686999398726,2.2569760180904965,0.9331442640256505,,,,,,,,,,,,
1,1.0,single_poisson,3,2528,0.32174962271675905,0.2924560765708786,0.3476696541773827,0.3227440378939289,-2.101671072640618,2.6504251281841302,-1.9651676863629692,0.005613845461413192,0.0016456279237307414,1.1943861545385868,0.29835437207626925,11266.107915194283,-5619.90787769312,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,bf19171a8ea8ca66,7.45,4.084873514695595,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,,,,,4.084873514695595,1.0,0.9340426889145953,0.14450047507621522,0.035374528625272114,0.26987510859292063,0.06606694371858213,3.6704979310264583,0.8985585276561456,-2.5264634895401112,2.83116987841379,0.8857233118567739
1,1.0,per_column_all,9,2528,0.28147859677927933,0.30289694163056197,0.21306048863433755,0.317095052418428,-2.085615147699098,2.56041939052978,-1.9638433753667504,0.0027522540288518194,0.0013179261402447295,1.1972477459711481,0.29868207385975526,11740.582377996861,-5811.133829430333,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,bf19171a8ea8ca66,11.08,35.95941462911168,5.329070518200751e-15,1.0865334571228864,0.030215549066342728,1.393196820023448,0.8888103262235274,0.024717041013898287,0.06633385717558866,0.0018446867909214166,0.13138927372377018,0.0036538212615230205,-3.8711231366188366,4.771608701635953,2.0152794583998945,30.779807441421234,0.8559596355749021,1.010953379634605,0.6276144933489274,0.01745341240457316,29.49273158032595,0.8201671769275551,0.6594613677463685,0.018339046242774156,-2.5879403192060098,2.522964401527301,0.9281281564874136,4.093073730567549,0.11382481535875497,0.9212819422258108,0.10459023858028679,0.0029085634362805684,0.28207657610505255,0.007844303891328968,3.7064069158822104,0.10307194803114546,-2.7160284350207986,2.6854562543696106,0.8405634350919854
1,1.0,all_gaussian,9,2528,0.2698326015143315,0.2893273742332494,0.20256591227992934,0.3060810680546402,-2.065556726609621,2.5438144882460447,-1.9665839999549402,0.0059603751799546245,0.0024988552641374007,1.1940396248200453,0.2975011447358626,12403.278522764473,-6129.335821910117,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,bf19171a8ea8ca66,6.49,32.255373939885956,1.7763568394002505e-15,0.5545338875131832,0.017191984459602388,0.27894655893466996,0.43016948478901584,0.013336366386287097,0.017562181058951035,0.0005444730261593467,0.10680222166521665,0.003311145047155955,-0.8734213572476823,0.9111487733228246,0.0819223173797057,30.304460992154944,0.9395166538336555,1.0018270094254544,0.7070119129496923,0.021919197534877255,28.810515031163533,0.8932004659086398,0.7869340480417251,0.024396990390138613,-2.5816710290894447,2.454869521017246,0.9168968629009461,1.3963790602178254,0.04329136170674208,1.4260618011094657,0.05612063488084903,0.0017398848013804008,0.09672741501475132,0.00299879998895754,1.2435310103222252,0.03855267691640415,-4.360943048685473,5.306457721699755,2.2061980380377073
1,0.1,y_only,0,253,1.2816405592770639,1.2209679105421594,1.3118131666731343,1.3100347883630385,-3.2743420691894687,4.798540975215908,-1.9603982876867618,0.015992889668042354,0.07629380232785854,1.2159928896680423,0.22370619767214145,5158.824552872407,-2507.1088369640847,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,c0eb8ee3e67e4d62,6.44,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,
1,0.1,single_bernoulli,3,253,1.064085041424646,1.212939594678027,0.9027456923899209,1.0538779249442596,-2.792108740933412,4.419294315631618,-2.0338391132606795,0.026179222248358336,0.08100924031982287,1.2261792222483583,0.21899075968017712,1992.968520463527,-983.3381803277418,consistent,False,False,0,False,,0,not_applicable,6b6c3c26012d00b9,31ac7c671233ad89,c0eb8ee3e67e4d62,7.71,1.0002983422868872,7.771561172376096e-16,1.0002983422868872,1.0,1.2362453391455943,0.14324059537758194,0.14319787339655543,0.7344808021725652,0.7342617408456276,0.12257694473674112,0.12254038575781809,-4.693277358144006,5.441582676389483,1.7801043421473115,,,,,,,,,,,,,,,,,,,,,,,,
