trial,y_obs_rate,regime,condition,block,t_block,t_block_share,fnorm_mean,trace,lambda_min,lambda_max,eig1,eig2,eig3,coverage_index,effective_rank,t_total,to_dim1,to_dim2,to_dim3
0,1.0,complementary,single_bernoulli,bern,0.8725850250250782,1.0,1.2046018915042067,0.8725850250250781,0.0007949646382622265,0.7617515764190774,0.7617515764190774,0.11003848396773844,0.0007949646382622265,0.0009110454746107742,1.2853432136393008,0.8725850250250782,0.7173939329706043,0.09098404894993993,0.06420704310453393
0,1.0,complementary,single_bernoulli,gauss,,,,,,,,,,,,0.8725850250250782,,,
0,1.0,complementary,single_bernoulli,pois,,,,,,,,,,,,0.8725850250250782,,,
0,1.0,complementary,single_gaussian,bern,,,,,,,,,,,,39.98779244139898,,,
0,1.0,complementary,single_gaussian,gauss,39.98779244139898,1.0,1.0110036489484056,39.98779244139899,0.010362065229776223,37.9420520445599,37.9420520445599,2.0353783316093055,0.010362065229776223,0.0002591307145789942,1.1075547699579682,39.98779244139898,1.4278344474629394,37.5707658323899,0.9891921615461148
0,1.0,complementary,single_gaussian,pois,,,,,,,,,,,,39.98779244139898,,,
0,1.0,complementary,single_poisson,bern,,,,,,,,,,,,6.344678596100271,,,
0,1.0,complementary,single_poisson,gauss,,,,,,,,,,,,6.344678596100271,,,
0,1.0,complementary,single_poisson,pois,6.344678596100271,1.0,1.0616258938254683,6.344678596100275,0.0360655090931524,5.936224355384397,5.936224355384397,0.37238873162272607,0.0360655090931524,0.005684371327386053,1.137828924157321,6.344678596100271,0.09879253424425598,0.4728140403085967,5.773072021547424
0,1.0,complementary,per_column_all,bern,0.7721985050795909,0.016800010039834203,1.1266733073221895,0.7721985050795913,5.7463957476509626e-05,0.665124750493618,0.665124750493618,0.10701629062849682,5.7463957476509626e-05,7.44160434117737e-05,1.3138683968874862,45.964169262318585,0.6557259363614494,0.1038455550022328,0.012627013715909283
0,1.0,complementary,per_column_all,gauss,39.06235313604777,0.8498435577747094,1.0187969924288602,39.062353136047776,0.01037623657892702,37.10254096954519,37.10254096954519,1.9494359299236592,0.01037623657892702,0.00026563265512418794,1.1053814750745108,45.964169262318585,1.6142182569048509,36.80414346625456,0.6439914128883932
0,1.0,complementary,per_column_all,pois,6.129617621191223,0.13335643218545631,1.0578778684238168,6.12961762119122,0.032604798588402664,5.747271185109042,5.747271185109042,0.34974163749377485,0.032604798588402664,0.005319222275086436,1.133245945704697,45.964169262318585,0.03756048797962424,0.48768931576281965,5.604367817448786
0,1.0,full_coverage,single_bernoulli,bern,0.46464644826376655,1.0,0.8419192570594108,0.46464644826376655,0.07349946117689234,0.24029103198557344,0.24029103198557344,0.15085595510130076,0.07349946117689234,0.15818362854496368,2.5133603477982,0.46464644826376655,0.12328372910854768,0.17323450722829375,0.16812821192692523
0,1.0,full_coverage,single_bernoulli,gauss,,,,,,,,,,,,0.46464644826376655,,,
0,1.0,full_coverage,single_bernoulli,pois,,,,,,,,,,,,0.46464644826376655,,,
0,1.0,full_coverage,single_gaussian,bern,,,,,,,,,,,,40.13914195522095,,,
0,1.0,full_coverage,single_gaussian,gauss,40.13914195522095,1.0,1.0012374877949468,40.13914195522096,7.849425425629778,22.625197613057537,22.625197613057537,9.664518916533645,7.849425425629778,0.1955553866693653,2.415822657582796,40.13914195522095,11.417937758842243,15.293115491174927,13.42808870520376
0,1.0,full_coverage,single_gaussian,pois,,,,,,,,,,,,40.13914195522095,,,
0,1.0,full_coverage,single_poisson,bern,,,,,,,,,,,,5.821659647581393,,,
0,1.0,full_coverage,single_poisson,gauss,,,,,,,,,,,,5.821659647581393,,,
0,1.0,full_coverage,single_poisson,pois,5.821659647581393,1.0,1.0471506945845157,5.821659647581393,0.8507385411680949,2.748061377346996,2.748061377346996,2.2228597290663017,0.8507385411680949,0.1461333352803498,2.5643098457534523,5.821659647581393,2.4903619201505407,0.959176012439082,2.3721217149917666
0,1.0,full_coverage,per_column_all,bern,0.5427416150056807,0.01039221693082649,0.9171326604343202,0.5427416150056809,0.09635596167385972,0.29296304349435937,0.29296304349435937,0.15342260983746175,0.09635596167385972,0.1775356062808104,2.4826606199838572,52.225778062402,0.1604873180031497,0.20987959834298942,0.17237469865954183
0,1.0,full_coverage,per_column_all,gauss,45.84647141637684,0.8778513813924833,1.0102106453573114,45.84647141637685,8.931403835373276,26.019169537476742,26.019169537476742,10.895898043526836,8.931403835373276,0.19481115033387025,2.400831920691017,52.225778062402,13.291726428793638,16.30316302552096,16.25158196206226
0,1.0,full_coverage,per_column_all,pois,5.836565031019473,0.11175640167669021,1.0439675105556232,5.836565031019473,1.0147532571252946,2.8307816036912548,2.8307816036912548,1.9910301702029236,1.0147532571252946,0.17386138109182475,2.618961877948147,52.225778062402,2.6396304456240713,1.142113781968118,2.054820803427286
0,1.0,shared,y_only,bern,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
0,1.0,shared,y_only,gauss,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
0,1.0,shared,y_only,pois,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
0,0.1,complementary,single_bernoulli,bern,1.0105873733230144,1.0,1.2854900595499907,1.0105873733230144,0.0010310111467749727,0.900063187589009,0.900063187589009,0.10949317458723026,0.0010310111467749727,0.0010202098047047638,1.242284900483462,1.0105873733230144,0.8310182960015806,0.15675752984322594,0.02281154747820702
0,0.1,complementary,single_bernoulli,gauss,,,,,,,,,,,,1.0105873733230144,,,
0,0.1,complementary,single_bernoulli,pois,,,,,,,,,,,,1.0105873733230144,,,
0,0.1,complementary,single_gaussian,bern,,,,,,,,,,,,32.113420123710625,,,
