condition,k,n_fits,n_nan,test_n_pairs_mean,test_n_pairs_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std,test_pearson_mean,test_pearson_std,test_spearman_mean,test_spearman_std,test_mean_ll_mean,test_mean_ll_std,test_pearson_dispersion_mean,test_pearson_dispersion_std,test_hc_density_mean,test_hc_density_std,test_hc_auc_mean,test_hc_auc_std,test_hc_ap_mean,test_hc_ap_std,train_n_pairs_mean,train_n_pairs_std,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,train_pearson_mean,train_pearson_std,train_spearman_mean,train_spearman_std,train_mean_ll_mean,train_mean_ll_std,train_pearson_dispersion_mean,train_pearson_dispersion_std,train_hc_density_mean,train_hc_density_std,train_hc_auc_mean,train_hc_auc_std,train_hc_ap_mean,train_hc_ap_std,rmse_x_mean,rmse_x_std,x_binary_acc_mean,x_binary_acc_std,nmi_genre_mean,nmi_genre_std,ari_genre_mean,ari_genre_std,runtime_s_mean,runtime_s_std
proposed_XY,5,6,0,990.0,0.0,6.88312206350471,0.8990598741064801,5.314111129058151,0.8158414054613425,0.9552176847841948,0.004377136192289643,0.9600713537672729,0.005036480572710441,-3.3398291161355687,0.19552579617013435,1.1881482842064612,0.4917660288147268,0.06666666666666667,0.003257477878100426,0.9840608194780455,0.0028526957755007107,0.8420875504032078,0.021163317891326135,3960.0,0.0,6.078173916587603,1.0124036369549987,4.735254596248361,0.9166903850200222,0.9659039256795166,0.0018318324013798307,0.9684720734960207,0.003079632726100586,-3.236385721175893,0.19723230963813618,0.9719309522150853,0.48006448227650356,0.0691919191919192,0.0008143694695251045,0.990421358646731,0.0003223606543128758,0.9018660369049313,0.0034972990818982943,0.31147352815728424,0.010344880673145268,0.859122807017544,0.007972714317713517,0.309158982180408,0.032118227130856915,0.09690547335372508,0.022496825709968745,10.620000000000001,0.4555436312802536
x_only_fix_w,5,6,0,990.0,0.0,21.24185486362469,0.4903232906196517,17.343856348330064,0.39521027557197286,,,,,-7.7646052892860915,0.17354941557451647,9.976464224469572,0.47766605895966746,0.06666666666666667,0.003257477878100426,0.5,0.0,0.06666666666666667,0.003257477878100426,3960.0,0.0,21.120227552063376,0.12244605111575127,17.134416288829936,0.11345664850791988,,,,,-7.662308211395396,0.043529977855374845,9.857438438817267,0.09389528237569009,0.0691919191919192,0.0008143694695251045,0.5,0.0,0.0691919191919192,0.0008143694695251045,0.2715463906985183,0.0022307307164681094,0.8980701754385966,0.005099200596374695,0.37622454696811447,0.04125693434871349,0.12033657490491935,0.046523649780645375,10.448333333333332,0.698581896893032
y_only_fix_x,5,6,0,990.0,0.0,6.75044921346617,0.4752190375011246,5.117612746194587,0.4653855429955137,0.9547154871858746,0.0036766375875234274,0.9587665978814592,0.006773297302144169,-3.3008306016503277,0.09596023865381066,1.0893772415591838,0.23949244524153931,0.06666666666666667,0.003257477878100426,0.9834072665962323,0.0035726590071501634,0.838236596630863,0.028575505287658672,3960.0,0.0,5.831278056460049,0.5761664636446984,4.505622471990534,0.4949255260026932,0.9661717450063412,0.002903380602245111,0.9682116975408128,0.004572569594068143,-3.18246422210232,0.09818721351179063,0.845173384300471,0.23826065451233672,0.0691919191919192,0.0008143694695251045,0.9904703994197056,0.0004867987210767382,0.9040359579736865,0.005987141250722575,0.5,0.0,0.8689473684210526,0.0,0.31112815382390796,0.014209375546346055,0.08994616134508066,0.01582643428097489,10.69,0.653697177598313
