issue,script,git_head,branch,datetime,mode,scenario,family_x,family_y,K_TRUE,k_est_list,n_list,d,L,num_iter,trials,trial_convention,seed_convention,numerics_mode,implementation_lineage,mstep_q_diagnostic,rank_F_tol,lnpZ_tol,g6_policy,g8_policy,nan_fit_fraction_max,smoke_fit_count,full_fit_count,n_fits,a_post_definition,a_post_averaging,score_c1,score_c2,score_c3,quantities,gates,total_runtime_s
37,tools/research_audit/run_k_selection_score_pilot.py,88b9e77a60b898c5fe84da5587ba972daa5b4064,experiment/37-k-selection-score-pilot,2026-08-23T18:33:09,smoke,A,poisson,bernoulli,3,"[1, 2, 3, 4, 5, 6, 7]","[75, 150]",15,5,8,"[1, 2, 3]","1-based: trials = [1, 2, 3]","n_index: 75->0, 150->1; seed_data = 150000 + 100*n_index + trial (k-independent); seed_model = 151000 + 100*n_index + 10*trial + k_est",consistent,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)",True,1e-08,1e-06,"BLOCKING: any A_i^post with slogdet sign <= 0 fails the fit; no logabsdet substitution, no jitter, no symmetrised-matrix determinant, no silent drop, no seed change",BLOCKING: an internal NaN reset / retry (em_runner.py L.222 '[NaN iter={i} retry={r}]') fails the fit even if it returned finite values; detected by stdout capture because the runner returns no retry counter and resets nan_count per retry,0.05,3,42,3,"A_i^post = model._calc_precision_matrix(Z_samples[:,:,l], F, sigma, var_z, w0, w, i) on the FINAL scale_Z-applied samples; post-hoc, NOT the sampling-time A_i","sum over nodes i within each sample l, then mean over L: (1/L) sum_l sum_i logdet(A_i^post,(l))",bic_impl = -2*Q_strict + p_hat*log(n) (descriptive baseline),"scf = -2*(Q_strict - lnpZ_det) + p_hat*log(n); counterfactual diagnostic score, NOT corrected/true/Schwarz BIC, NOT a paper Eq.(26) reproduction, NOT Q3","s_laplace_post = scf + sum_i logdet(A_i^post); post-hoc Laplace-curvature diagnostic, NOT an ELBO, NOT a marginal likelihood or a bound on one","Q1 = log p(X,Y|Z,theta) (paper Eq.16); Q2 = log p(Z,X,Y|theta) (Q_strict target); Q3 = log p(X,Y|theta) (observed-data marginal). None of C1/C2/C3 is Q3.","[{""gate"": ""G1"", ""blocking"": true, ""passed"": true, ""detail"": ""max lnpZ_abs_err=2.842e-14 (tol 1e-06)""}, {""gate"": ""G2"", ""blocking"": true, ""passed"": true, ""detail"": ""0 fits with numerics_mode != 'consistent'""}, {""gate"": ""G3"", ""blocking"": true, ""passed"": true, ""detail"": ""seed uniqueness/independence: OK""}, {""gate"": ""G4"", ""blocking"": true, ""passed"": true, ""detail"": ""3 fits, 3 distinct (n,trial,k_est)""}, {""gate"": ""G5"", ""blocking"": true, ""passed"": true, ""detail"": ""identical X/Y hashes within each (n,trial): OK""}, {""gate"": ""G6"", ""blocking"": true, ""passed"": true, ""detail"": ""0 non-positive slogdet signs over 1125 A_i^post evaluations (recorded AND blocking: S_laplace_post would not be a real-valued diagnostic)""}, {""gate"": ""G8"", ""blocking"": true, ""passed"": true, ""detail"": ""0 fits with an internal NaN reset / retry (hard failure; such a fit is never used even if it returned finite values)""}, {""gate"": ""G7"", ""blocking"": true, ""passed"": true, ""detail"": ""NaN-affected fit fraction=0.000 (max 0.05)""}]",26.15
