scenario,condition_name,true_x,true_y,est_x,est_y,trial,seed_data,seed_model,old_rmse_z,fixed_rmse_z,diff_fixed_old_rmse_z,ratio_fixed_old_rmse_z,old_rmse_y,fixed_rmse_y,diff_fixed_old_rmse_y,old_rmse_x,fixed_rmse_x,diff_fixed_old_rmse_x,old_q_final,fixed_q_final,old_q_start,old_q_end,old_q_delta,fixed_q_start,fixed_q_end,fixed_q_delta,old_w_est,fixed_w_est,old_success,fixed_success,old_error_message,fixed_error_message,note
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,10,9000,9050,0.4659172482803578,0.4608318963819326,-0.005085351898425183,0.9890852894646107,0.47873803489930417,0.4785028458769051,-0.0002351890223990516,0.6753773311740797,0.6752294672504903,-0.000147863923589453,40015.47207419568,40291.73541849492,7812.004649453488,40015.47207419568,32203.46742474219,10750.526021864274,40291.73541849492,29541.20939663065,4.479928184586941,4.484512471456579,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,11,9100,9150,0.8752590126174551,0.8752808212223424,2.180860488731895e-05,1.0000249167441557,0.48532052122600206,0.48402609701528493,-0.0012944242107171267,0.669495874280769,0.7138482879890621,0.044352413708293126,30973.1901371944,30808.981770507893,4918.14052184309,30973.1901371944,26055.04961535131,8649.38001372866,30808.981770507893,22159.601756779233,4.4770110642665175,4.47977535390537,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,12,9200,9250,0.4605166000506835,0.7846473000829496,0.3241307000322661,1.70384151189467,0.4764489564698439,0.4777433105104898,0.0012943540406458731,0.6767904750777892,0.7927676915221573,0.11597721644436809,40989.99866948278,37449.90648419039,3581.8710466826005,40989.99866948278,37408.12762280018,6795.242031325919,37449.90648419039,30654.66445286447,4.472570012286245,4.481188193043279,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,13,9300,9350,0.4605220257027361,0.7683238531944482,0.3078018274917121,1.6683759088873549,0.4748505578148378,0.47483919866679664,-1.135914804117899e-05,0.6949508828373124,0.4839154120764975,-0.2110354707608149,41571.4022619821,38560.28277809297,4455.506323163698,41571.4022619821,37115.8959388184,8336.636294657654,38560.28277809297,30223.646483435317,4.476271141433669,4.47948975128317,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,14,9400,9450,0.45827377497154265,0.45653907609108096,-0.0017346988804616825,0.9962147105612373,0.4786981198460822,0.47907851999253775,0.00038040014645557285,0.6660183320271632,0.6662041719425353,0.0001858399153721324,39963.39920907379,40050.79326700299,7744.736569697858,39963.39920907379,32218.66263937593,6641.0829258967615,40050.79326700299,33409.71034110623,4.4838915771389765,4.483042641914296,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,15,9500,9550,0.4636500011704726,1.1320187623079572,0.6683687611374846,2.441537279090272,0.4798428692599977,0.4934607645330186,0.01361789527302093,0.6850690182997543,0.7195390285775003,0.03447001027774599,39354.88872131043,23793.420581175164,6667.034307661171,39354.88872131043,32687.85441364926,6636.067558289203,23793.420581175164,17157.35302288596,4.478750565479816,4.48131630811747,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,16,9600,9650,0.4675742508412978,0.8092783707283163,0.34170411988701854,1.7308018336599942,0.4832235672692069,0.48390326942172346,0.0006797021525165592,0.6949323473636122,0.5954063431868314,-0.09952600417678081,38348.80931410449,33823.709784850966,4765.519262225756,38348.80931410449,33583.290051878736,4472.01259933783,33823.709784850966,29351.697185513134,4.479168154672501,4.482281424568055,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,17,9700,9750,1.1977658072485065,0.8099160481222616,-0.38784975912624486,0.6761889872134447,0.5055889758725166,0.48087794238393083,-0.024711033488585776,0.6972180713507118,0.688677044053394,-0.00854102729731776,15073.828055648191,34251.21958648892,9857.512879390924,15073.828055648191,5216.315176257267,3780.525049819713,34251.21958648892,30470.69453666921,4.483429284868877,4.483210354424822,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,18,9800,9850,0.8311039821300954,1.140953421636098,0.3098494395060025,1.3728166946232978,0.4821901247050539,0.4975461361247175,0.015356011419663584,0.6967483211661545,0.709130856184637,0.012382535018482521,32839.865380890136,21865.369360902747,12175.527599478248,32839.865380890136,20664.337781411887,3787.7061083677427,21865.369360902747,18077.663252535003,4.4813358159539325,4.47644178423367,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,19,9900,9950,0.45128469336331056,0.4435723543470422,-0.007712339016268388,0.982910257915485,0.4745384354705739,0.47452739846905256,-1.1037001521330136e-05,0.6712655058903588,0.6711123373232731,-0.00015316856708569304,41427.9135948027,41876.87555346026,12178.445245094053,41427.9135948027,29249.46834970865,4105.031282419194,41876.87555346026,37771.84427104107,4.480982906685616,4.471900888936149,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,20,10000,10050,0.4495844582761993,0.4581761616177439,0.008591703341544576,1.0191103210606678,0.4780635311054166,0.4798108479903511,0.0017473168849345133,0.6825221746288068,0.6827415589284077,0.0002193842996008888,40287.894513196334,39808.188188792046,11733.41369991083,40287.894513196334,28554.480813285503,5464.456699720619,39808.188188792046,34343.731489071426,4.4835348879381565,4.482075297077174,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,21,10100,10150,0.464395308165114,0.45121729072052263,-0.01317801744459135,0.9716232760906663,0.4779153924868681,0.47867115620648926,0.0007557637196211608,0.6799742494021209,0.6797904597721417,-0.0001837896299792252,39063.892945296735,39816.97587887498,11239.417395294202,39063.892945296735,27824.475550002535,3363.1226297235894,39816.97587887498,36453.85324915139,4.481285991721263,4.47153609527122,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,22,10200,10250,1.1849600195381496,1.1999048959592014,0.0149448764210518,1.0126121355781073,0.4996479730172336,0.5023008487621143,0.0026528757448807117,0.737351370594467,0.7073811725173372,-0.02997019807712975,18317.553538151165,17514.414162942856,6537.781520033025,18317.553538151165,11779.77201811814,4006.668793896665,17514.414162942856,13507.745369046192,4.47973008806349,4.481028874953615,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,23,10300,10350,0.45275740090609207,0.4525052069691865,-0.0002521939369055648,0.9994429821878099,0.4769447373014989,0.477413514580123,0.00046877727862409957,0.676492885217368,0.6766293801659221,0.00013649494855416666,41189.01587788336,41263.19137033685,5340.502755930091,41189.01587788336,35848.51312195326,4506.448318696892,41263.19137033685,36756.743051639955,4.480263179768339,4.481512168712166,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,24,10400,10450,0.45190861684133726,0.8273742426605223,0.375465625819185,1.8308441393384827,0.47735789675187923,0.48336266121108246,0.006004764459203227,0.6821882222118599,0.7193016508854407,0.037113428673580806,39863.564487771386,33137.680772110005,2792.323862042178,39863.564487771386,37071.24062572921,7172.984593878534,33137.680772110005,25964.696178231472,4.465382477768418,4.48139954472759,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,25,10500,10550,0.8493894377870259,0.4676314982904457,-0.3817579394965802,0.5505501687291979,0.48516394879796726,0.4840447470312436,-0.0011192017667236431,0.7046674534594692,0.6923866589337497,-0.012280794525719507,31386.414899671807,38245.460928992536,5167.392247789733,31386.414899671807,26219.022651882075,6225.604881902522,38245.460928992536,32019.856047090012,4.482971331011921,4.483885123042703,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,26,10600,10650,0.46012789537408677,0.4528564429480289,-0.007271452426057867,0.9841968885191233,0.4798762888421872,0.4799028516967089,2.6562854521683388e-05,0.6771218027717193,0.6770001143393689,-0.0001216884323503864,40137.47524220566,40605.83269732775,4139.090235057845,40137.47524220566,35998.385007147815,6859.844912358787,40605.83269732775,33745.987784968966,4.48080710984362,4.479718918574795,True,True,,,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
