scenario,condition_name,true_x,true_y,est_x,est_y,n_trials,old_rmse_z_mean,old_rmse_z_std,old_rmse_z_median,old_rmse_z_min,old_rmse_z_max,fixed_rmse_z_mean,fixed_rmse_z_std,fixed_rmse_z_median,fixed_rmse_z_min,fixed_rmse_z_max,diff_fixed_old_rmse_z_mean,ratio_fixed_old_rmse_z_mean,old_success_rate,fixed_success_rate,note
C,C_23_6x_like,bernoulli,gaussian,gaussian,bernoulli,30,0.6191922281594622,0.26644827067125887,0.4605193128767098,0.4495844582761993,1.1977658072485065,0.6578611565583125,0.26129191227602006,0.46161861043212893,0.4435723543470422,1.1999048959592014,0.038668928398850395,1.0624506036094687,1.0,1.0,"fig1b gray-bar condition (old model, ~23.6x in exp_scenario_C_exp4_mismatch.csv)"
C,C_41_5x_like,bernoulli,gaussian,gaussian,poisson,30,1.0875633720963125,0.5435187840003232,1.394833329052807,0.282954614659566,1.6760661000409698,0.4438313233798643,0.22747836344207384,0.322302309103384,0.2736233420262396,1.3399094255989343,-0.643732048716448,0.4080969760174669,1.0,1.0,"manuscript max-misspec condition (old model, ~41.5x, no bar in fig1b)"
C,oracle_C,bernoulli,gaussian,bernoulli,gaussian,30,0.028690853076202297,0.00126519904045228,0.028551460544527382,0.0268817204437713,0.031945475029012835,0.023143199496048417,0.00097713802804373,0.022968727198936202,0.0217472148164363,0.026016933637741935,-0.005547653580153885,0.8066403405496717,1.0,1.0,Scenario C oracle (correct family)
