rmse_Z,rmse_F,rmse_Y,rmse_X,w0_err,w_err,model_fx,model_fy,fix_w,fix_x,condition,trial
0.2785604807005619,0.05079147570395052,0.12032630293798277,1.1802034160135293,0.004247570719577043,0.09285808274706087,poisson,bernoulli,False,False,"X=Poisson, Y=Bernoulli",4
0.2916715569601146,0.06600949185047593,0.12551992077816826,1.1998946620602373,0.03540510213505188,0.14469473271079414,poisson,bernoulli,False,False,"X=Poisson, Y=Bernoulli",5
0.2838033669798511,0.07121901848933915,0.12572003284525368,1.2620126751014071,0.02120417209752079,0.12532019941178563,poisson,bernoulli,False,False,"X=Poisson, Y=Bernoulli",6
0.27992105848423554,0.07119295868803437,0.12012700389674547,1.181709493962858,0.04650174531659712,0.18276782383863366,poisson,bernoulli,False,False,"X=Poisson, Y=Bernoulli",7
0.2838542782941667,0.06339040697380814,0.127950009771862,1.2256189166857288,0.04342584058887078,0.113261045871067,poisson,bernoulli,False,False,"X=Poisson, Y=Bernoulli",8
0.2726127776287926,0.07562676412980096,0.12508488628341308,1.1672484474065852,0.014303985948012299,0.1505954216057659,poisson,bernoulli,False,False,"X=Poisson, Y=Bernoulli",9
0.3445866845358996,0.08850359960745664,375.4910957723915,1.249297237410843,0.3002261694706574,1.0494709039352335,poisson,poisson,False,False,"X=Poisson, Y=Poisson",0
0.365156502611549,0.08352461778832797,521.8008577896828,1.183478398286618,0.27245553722341675,1.0749116040062776,poisson,poisson,False,False,"X=Poisson, Y=Poisson",1
0.3786208733602189,0.07310813826742125,748.5736494512682,1.2190948483527497,0.27664798911737765,1.1071101083932091,poisson,poisson,False,False,"X=Poisson, Y=Poisson",2
0.36451994849931146,0.07309430612101721,333.6498402402294,1.1989599836004867,0.31055927769202474,1.0517386839651253,poisson,poisson,False,False,"X=Poisson, Y=Poisson",3
0.3805914941615771,0.06446322505601744,257.80080950883683,1.2051497939572604,0.32212633825856907,1.045461294372591,poisson,poisson,False,False,"X=Poisson, Y=Poisson",4
0.38076691717733674,0.06903519535897083,480.38058851780016,1.2167720772392532,0.28937372906363756,1.0771351640516196,poisson,poisson,False,False,"X=Poisson, Y=Poisson",5
0.37841524403741095,0.07993749145625094,294.2963804246808,1.2522863055401068,0.3049183017697463,1.0639137290179337,poisson,poisson,False,False,"X=Poisson, Y=Poisson",6
0.3779236901061265,0.07731092350206785,561.6963595804699,1.1734733157462849,0.2932225491361027,1.0678917008366748,poisson,poisson,False,False,"X=Poisson, Y=Poisson",7
