family,k_est,k_true,trial,data_seed,rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,Q_strict,Q_final,nan_occurred,BIC,elapsed_s
poisson,4,3,6,9238,0.4212122492581058,0.17788523008991128,0.020382889537358166,0.6805675293456376,0.2961121500475335,0.03204376620668448,0.11322420343794326,-16213.887216251815,-1292.980151453437,False,32773.50826779627,12.446395874023438
poisson,4,3,7,9261,0.22923419388356475,0.08234678368788784,0.020473250842517825,0.64538302297443,0.30982547385380654,0.027997125608209283,0.11972753661042002,-16163.793806549806,-3422.1352221461266,False,32673.321448392253,12.53523874282837
poisson,4,3,8,9284,0.4402731372201056,0.3110486809541439,0.01321139726346842,0.6540178943374277,0.3132273738575985,0.022559917913192194,0.1262070584139034,-16307.466100916045,-2059.807348777971,False,32960.66603712473,12.705664157867432
poisson,4,3,9,9307,0.29259969167827954,0.34093453524384254,0.017906990215741093,0.9984837241045716,0.3022520338468242,0.14629602365060357,0.19087573072687775,-16678.427029470316,9908.550717045584,False,33702.58789423327,12.850013256072998
poisson,5,3,0,9100,0.5440262272313641,0.2809636900667482,0.014486462205876082,0.6863618915751496,0.30195919660078513,0.050064521465744784,0.17195389519365345,-16529.2161847696,-3454.079967844778,False,33459.283193066905,13.728322982788086
poisson,5,3,1,9123,0.518886855779812,0.22136737690050473,0.020928239271037968,0.6902272601494527,0.30276859555668395,0.027014767836673562,0.16772387970198183,-16443.55362677283,-3619.5877802828786,False,33287.95807707336,13.573035478591919
poisson,5,3,2,9146,0.631558926501267,0.29822045757806936,0.018090029943689794,0.5758543153210254,0.2983390818182087,0.028248673585350274,0.1680624202259881,-16371.026203779727,-2791.556692775321,False,33142.903231087155,13.572651624679565
poisson,5,3,3,9169,0.6643885577154133,0.307916802245427,0.021262410756400084,0.6580029232559874,0.2893423441050301,0.018131889312742695,0.16855784662619538,-16289.533517395159,-4257.596076673459,False,32979.91785831802,14.10007643699646
poisson,5,3,4,9192,0.7538490223666501,0.35365435358353514,0.025089995117974797,0.7356343977685148,0.29032641840561196,0.03408252368629843,0.17914826076670287,-16296.507042468784,-1981.1879881699192,False,32993.86490846527,13.87778353691101
poisson,5,3,5,9215,0.6235233731931773,0.2825757436121214,0.01839608472101376,0.6443814628085296,0.2967512947634308,0.03750028905385034,0.16826748011599957,-16415.299267271505,-3589.469088941044,False,33231.449358070706,14.014588117599487
poisson,5,3,6,9238,0.5055756551357975,0.37207705904693994,0.020172655952337384,0.8153191759811108,0.2956213934813906,0.028674127091471175,0.17400839515233552,-16399.038310019976,-1478.1312452215982,False,33198.92744356765,13.551682949066162
poisson,5,3,7,9261,0.6602334559917956,0.3086592412933537,0.018380411509382962,0.667055475022687,0.302586458911071,0.016495702558520703,0.1678535011436808,-16331.961321916258,-3590.3027375125807,False,33064.77346736022,14.176192998886108
poisson,5,3,8,9284,0.575608527404668,0.27831118918210845,0.012698943873100305,0.7044397733593587,0.30640693065866487,0.014756166543194501,0.16911144477324108,-16474.401800154374,-2226.7430480162993,False,33349.654423836444,13.626059770584106
poisson,5,3,9,9307,0.6761125179754468,0.2787498764748709,0.02116012284238224,0.8546261886390468,0.2903882898960096,0.11819984786133199,0.1902442949443881,-16496.83950014953,10090.138246366369,False,33394.52982382676,13.880029201507568
poisson,6,3,0,9100,0.6828970089530193,0.34924177396114614,0.018871571143865312,0.6923328167784747,0.2967103796891926,0.054884274887039404,0.21384109070648916,-16646.101235863003,-3570.965018938182,False,33743.15964819467,14.043717861175537
poisson,6,3,1,9123,0.4614153803522548,0.234272649870093,0.01823721863221887,0.7491518486862939,0.29810779956616934,0.032865720826370605,0.21152224057376018,-16632.942834691115,-3808.976988201165,False,33716.84284585089,14.086435556411743
poisson,6,3,2,9146,0.49892360294172056,0.3251603090125173,0.02100641875910197,0.5988816609286649,0.2887596707542919,0.03163203383585755,0.21033112480677463,-16541.579833871798,-2962.11032286739,False,33534.11684421226,14.338334083557129
poisson,6,3,3,9169,0.655612940106588,0.32238269573796774,0.024116412241623978,0.6804052293676638,0.282906159718351,0.03787547723645373,0.21738712143528993,-16486.301763854754,-4454.364323133052,False,33423.56070417817,14.267529249191284
poisson,6,3,4,9192,0.6583646617411538,0.31760684901893216,0.02380622641606193,0.8202346589452112,0.2882789874651304,0.03317875928215801,0.21964832164376463,-16513.181571416644,-2197.8625171177773,False,33477.32031930195,14.656895637512207
poisson,6,3,5,9215,0.6841630431232582,0.3116055406380221,0.018964415684494043,0.6930069528368042,0.2945789387910135,0.02620827219221459,0.20963781138107063,-16617.3771257197,-3791.5469473892417,False,33685.71142790806,14.68328332901001
poisson,6,3,6,9238,0.6436623307137397,0.3150137294862848,0.020844495984554148,0.8247825068394147,0.2927492142844105,0.021696687452235932,0.2035778027165553,-16592.029068248128,-1671.1220034497524,False,33635.01531296492,15.117077589035034
poisson,6,3,7,9261,0.6623027644825851,0.2927516853997407,0.025109798514218063,0.749588588921142,0.29755745219843244,0.023648924501632952,0.215547991280572,-16521.52110483175,-3779.8625204280715,False,33493.99938613216,14.285775661468506
poisson,6,3,8,9284,0.576688681035963,0.2395703066469276,0.015327008422776607,0.6588513186262445,0.30003565606467464,0.024172983724617476,0.20896921410246222,-16642.919504920803,-2395.260752782729,False,33736.79618631027,14.462758541107178
poisson,6,3,9,9307,0.713379064541931,0.3634277590260163,0.023393578247153216,1.1961227990230385,0.28818783973879114,0.10352120002685097,0.22504849144645872,-16659.661287788407,9927.316458727491,False,33770.27975204548,15.110883951187134
