family,n,d,k,trial,data_seed,rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,Q_strict,Q_final,nan_occurred,BIC,elapsed_s
bernoulli,200,15,3,3,9287,0.1733722957278318,0.028446825699893923,0.01109598318109948,0.08325788838080862,0.31044966120340745,0.0034294634956038017,0.07731626954831672,-9814.93709240599,-9814.93709240599,False,19931.878274705217,29.38302779197693
bernoulli,200,15,3,4,9316,0.18144912260503368,0.02578268890181317,0.015254311985481937,0.08541718403422835,0.30357356800591795,0.047512518749750154,0.11548389177394514,-9873.743330847477,-9873.743330847477,False,20049.490751588193,29.39676809310913
bernoulli,200,15,3,5,9345,0.1841669933407693,0.024189653365795292,0.012117056404469882,0.08694939249979368,0.3130422519672918,0.06921118322596076,0.09358522957605175,-10028.15203335695,-10028.15203335695,False,20358.308156607138,29.690121173858643
bernoulli,200,15,3,6,9374,0.1704221261009424,0.03028143834314879,0.012204904989468527,0.08250586039027002,0.30198485666529445,0.03671564071296163,0.02115426459851899,-9468.900818237045,-9468.900818237045,False,19239.80572636733,29.7091805934906
bernoulli,200,15,3,7,9403,0.1784539919502278,0.02363612669802514,0.01475452127338233,0.08401981469471986,0.30541859139424093,0.02946215638750027,0.016939865682214394,-9563.677978178666,-9563.677978178666,False,19429.36004625057,29.47389841079712
bernoulli,200,15,3,8,9432,0.1749318377452385,0.028838381451228814,0.014149679481907516,0.08239891256817124,0.3077642458136238,0.05730647840025682,0.11817117949709233,-9921.470536434148,-9921.470536434148,False,20144.945162761534,29.48695182800293
bernoulli,200,15,3,9,9461,0.17331875742182404,0.03895286723840244,0.011329828459700495,0.08500316832906175,0.3132506341527541,0.06360276127979458,0.07157925768418938,-9729.62380293016,-9729.62380293016,False,19761.25169575356,29.597191095352173
bernoulli,250,15,3,0,9200,0.16264134374039188,0.026343776455686422,0.018586897699618313,0.07779844345619834,0.3130112819568103,0.02534958344569993,0.08558827587619322,-15007.768991142013,-15007.768991142013,False,30330.261254602174,43.80096125602722
bernoulli,250,15,3,1,9229,0.1632977543700339,0.017666788569908543,0.013188849804968856,0.0764904507362523,0.3029618735115071,0.015290982246356832,0.0214474540163061,-14536.64081444551,-14536.64081444551,False,29388.00490120917,43.92391610145569
bernoulli,250,15,3,2,9258,0.1708002916236822,0.022475558870051968,0.013102910159944707,0.0817206110650125,0.31245600995669626,0.021436517624035978,0.0633961165200605,-14661.288823528357,-14661.288823528357,False,29637.300919374862,43.590959310531616
bernoulli,250,15,3,3,9287,0.16573263956670745,0.030134070965406608,0.009793022904579443,0.07799356291939566,0.31508343537608813,0.006524064118968331,0.06737596357843922,-14792.73921744934,-14792.73921744934,False,29900.201707216827,43.47602725028992
bernoulli,250,15,3,4,9316,0.16108771823614865,0.028038311815489148,0.011615166053279965,0.07564418594851717,0.31138289894543386,0.0006620418244360771,0.0762504647340092,-14909.450436879071,-14909.450436879071,False,30133.62414607629,46.15429139137268
bernoulli,250,15,3,5,9345,0.16556791622147182,0.021495732032955808,0.008441926500616136,0.07968668950646411,0.31512890704371604,0.035885101834157274,0.05864786592824278,-14918.03163491354,-14918.03163491354,False,30150.786542145226,43.841381311416626
bernoulli,250,15,3,6,9374,0.17691471499496075,0.030350830223673395,0.012304115751831136,0.08077673953721844,0.30577677410071574,0.0307081735083945,0.05844977145668251,-14492.601097278515,-14492.601097278515,False,29299.92546687518,44.35752820968628
bernoulli,250,15,3,7,9403,0.15811691072741105,0.025005507205042993,0.01301873409371618,0.07751127072855936,0.305488958950582,0.005041607220286792,0.015096316544025878,-14549.000281030405,-14549.000281030405,False,29412.723834378958,42.791494369506836
bernoulli,250,15,3,8,9432,0.1578512019674703,0.021211504371849783,0.011515586311806322,0.07523926690329416,0.3112507336604632,0.03538021899714716,0.05014026163028551,-14840.476343103437,-14840.476343103437,False,29995.675958525022,42.15580606460571
bernoulli,250,15,3,9,9461,0.1712930081531942,0.02392605259870022,0.008588061348569095,0.07854100897381729,0.3163140935452272,0.015596837200659186,0.04426511647111964,-14656.907755284172,-14656.907755284172,False,29628.53878288649,40.1425883769989
bernoulli,300,15,3,0,9200,0.15108088236544517,0.02962923441173926,0.014537894282249159,0.07274823654864224,0.30630797207720806,0.019953142451173744,0.06649434719547398,-21015.09540446246,-21015.09540446246,False,42355.30640998032,55.91116118431091
bernoulli,300,15,3,1,9229,0.151335211116104,0.021355581586333775,0.009123967514282285,0.0737156031962567,0.3063044241519369,0.010900758297157087,0.03313439281092623,-20593.22029166294,-20593.22029166294,False,41511.55618438128,55.448204040527344
bernoulli,300,15,3,2,9258,0.16412739439324364,0.027449290839199735,0.00945381230521868,0.07712429994177562,0.3099669188990839,0.04338498008051517,0.05153385359706153,-20753.967041105276,-20753.967041105276,False,41833.049683265956,54.82984972000122
bernoulli,300,15,3,3,9287,0.16413844452384624,0.0218974574320254,0.010967498288687512,0.07580216201170209,0.3073553719618074,0.030278488845680407,0.05337845185912404,-20648.5245661992,-20648.5245661992,False,41622.16473345381,54.36912775039673
bernoulli,300,15,3,4,9316,0.15773141753903416,0.019991717516703703,0.01216045975914784,0.07450526090540907,0.30696575899727574,0.01714976477862551,0.05932262326563209,-20984.976579620743,-20984.976579620743,False,42295.06876029689,54.96516180038452
bernoulli,300,15,3,5,9345,0.15561518521006554,0.015565713314622948,0.009066403125797717,0.07358401137617582,0.31508452783084717,0.03631725198161828,0.0757071375882119,-21192.781709134444,-21192.781709134444,False,42710.67901932429,54.524094581604004
bernoulli,300,15,3,6,9374,0.15063248670535967,0.024425036606389363,0.010368687937325736,0.06941900173592298,0.305645041432349,0.0015014327851550213,0.043708480681788675,-20350.379032803317,-20350.379032803317,False,41025.87366666204,54.764461040496826
bernoulli,300,15,3,7,9403,0.1553229608173335,0.02212926383333975,0.013052870709326996,0.07556377184541359,0.30125353607339916,0.020902271504601,0.07798161398563042,-20769.9508616725,-20769.9508616725,False,41865.0173244004,53.02976107597351
bernoulli,300,15,3,8,9432,0.15991747420696995,0.03607790159941383,0.009144849009301627,0.07633617183846167,0.31637602964082545,0.035570641853622686,0.07236470041835541,-20991.564328344375,-20991.564328344375,False,42308.244257744154,48.47024178504944
bernoulli,300,15,3,9,9461,0.16138630953603395,0.03285025943786334,0.012419300655833203,0.07784639532586046,0.318685701217557,0.010529739695485318,0.03904330233493036,-20493.519120734858,-20493.519120734858,False,41312.15384252512,48.756380558013916
poisson,50,15,3,0,9200,0.19490405493653262,0.04582992773203058,0.04298732944143711,0.5561684266124893,0.3091770429116162,0.04517013812258716,0.010143562986271837,-2033.0543714684234,-579.3942985949589,False,4289.094054246251,3.4451277256011963
poisson,50,15,3,1,9229,0.1997809020898787,0.07911674841104527,0.025280740904010834,0.7228115761123404,0.3045534902999059,0.04202682508969475,0.03608513442762329,-2032.9137468847744,-719.1447125224992,False,4288.812805078953,3.4176855087280273
poisson,50,15,3,2,9258,0.1896964361458679,0.05739874349675453,0.018605414526993404,0.47171539365613985,0.30674463451681827,0.07901650116334501,0.03390312550121283,-2047.4306355617007,-915.8602008865134,False,4317.846582432806,3.4576685428619385
poisson,50,15,3,3,9287,0.3419351990777882,0.2327863762132457,0.022057848986903723,1.300861864586652,0.30648251681448657,0.16660258471301678,0.18200521088748944,-2185.196338026938,-187.65261244403183,False,4593.37798736328,3.56026554107666
poisson,50,15,3,4,9316,0.19619328204712905,0.046014583671905585,0.027355085273492463,0.5071160398980826,0.29768431997853184,0.00871700268574115,0.007702846623569126,-1970.3755808489102,-893.5147150125497,False,4163.736473007225,3.637403964996338
poisson,50,15,3,5,9345,0.16455998843303873,0.05005485811689928,0.030276446748128294,0.585570435426196,0.3094479330032704,0.05073664330198669,0.011907413475466644,-2062.5564585752163,-732.1872151879758,False,4348.098228459837,3.4758529663085938
poisson,50,15,3,6,9374,0.18665777575113357,0.052452836128437395,0.033028482951059986,0.5544235581440747,0.30508422310886285,0.0066978114908163525,0.005658504035880418,-2008.331575548416,-811.7094113394933,False,4239.648462406236,3.5326576232910156
poisson,50,15,3,7,9403,0.19279306511471592,0.058336661150779796,0.030533627572254574,0.7974910886674917,0.3080557265491209,0.007953178686802082,0.012293444374322615,-1979.2521937994193,-726.5169663558277,False,4181.489698908243,3.537104368209839
poisson,50,15,3,8,9432,0.17791700453588324,0.04506552247979479,0.02400029615332548,0.4983694840998556,0.2965629044716316,0.020420343673138892,0.018168557432671317,-1975.097778157453,-850.1993788290234,False,4173.18086762431,3.464862585067749
poisson,50,15,3,9,9461,0.16791784367982815,0.05747181885923461,0.029726045199381775,0.42451193852558233,0.2782377871894204,0.023382318681619396,0.012864590726936076,-1934.5182850360854,-781.3534440105293,False,4092.0218813815754,3.492459535598755
poisson,100,15,3,0,9200,0.1726096670954802,0.04764253695973439,0.022739360561659757,0.5619784518322382,0.30815380120621083,0.024381448806954524,0.015077938890808162,-7447.263715824724,-2055.3685913285253,False,15157.02213225077,7.523763179779053
poisson,100,15,3,1,9229,0.1733199247615925,0.027144086945530724,0.020423225000133736,0.6160583199437436,0.3090171259081748,0.0015684183478284963,0.0025539587579884726,-7320.1496021575085,-2202.0093513800757,False,14902.793904916338,7.707352876663208
poisson,100,15,3,2,9258,0.16533384330756878,0.0264432713183907,0.01388733617659238,0.6438085119019877,0.3075496633157651,0.04326013246110095,0.01447704710331782,-7449.093385094852,-2134.087079184773,False,15160.681470791025,7.402940511703491
poisson,100,15,3,3,9287,0.2693755284572861,0.14520179979900777,0.01966316978033441,0.9420318055372578,0.3122580125703406,0.17486125723722126,0.1270587791386561,-7632.297883498728,595.0879300418476,False,15527.090467598777,7.46487283706665
poisson,100,15,3,4,9316,0.16465781323991668,0.04960515997453851,0.015367693644304658,0.6017116428092338,0.3076520865518702,0.006940275848706609,0.008535502063587608,-7282.091574082595,-1966.6838168840804,False,14826.67784876651,8.188716888427734
poisson,100,15,3,5,9345,0.1626550378208535,0.03240587729221954,0.021782588877240144,0.5511505933082078,0.30704705411779865,0.02186740642795269,0.008648421048933541,-7394.053818301952,-1924.7054020597468,False,15050.602337205224,7.948094367980957
poisson,100,15,3,6,9374,0.18814343166362657,0.035268285524040356,0.016419269125884636,0.5169575708474758,0.30290849972259287,0.014143829437737758,0.005692771040610278,-7403.6102315212775,-2502.665220644963,False,15069.715163643876,7.899203062057495
poisson,100,15,3,7,9403,0.17245536443155196,0.039763063559659695,0.018444692302020272,0.5214308400719112,0.31004291670366463,0.009724988596021526,0.00911615500017915,-7283.36436434499,-2329.0956859796634,False,14829.2234292913,7.852151155471802
poisson,100,15,3,8,9432,0.17665560619021262,0.041948225885964925,0.014737073779696585,0.6532328430206322,0.3083421447925876,0.013070450492187849,0.01635493799711224,-7413.605208922305,-2022.6028813304886,False,15089.70511844593,7.80754017829895
poisson,100,15,3,9,9461,0.1797354217185,0.0337793633724881,0.020711735855520882,0.5180398051497133,0.30473426337807796,0.017013647620684354,0.0070675498301918105,-7319.979772124366,-2443.725297919359,False,14902.454244850052,8.147656917572021
poisson,150,15,3,0,9200,0.15259233521507357,0.037274602538770386,0.019239001816107378,0.5464023152160096,0.30237551346186,0.012015536665855,0.008259586771543537,-15995.720220143656,-3818.301786747844,False,32277.046652050798,13.38218092918396
poisson,150,15,3,1,9229,0.15737627283649644,0.023833160720242587,0.014980842994466068,0.5384620548604159,0.3052439802085405,0.014264961808750726,0.004722521708195704,-16079.616632334799,-3498.0031628122997,False,32444.839476433084,13.384543418884277
poisson,150,15,3,2,9258,0.15732257595793506,0.02128329084856096,0.014137166978346181,0.5183501878230816,0.3071945867783377,0.01062056529154577,0.001884485026078131,-15969.672719393251,-4243.911975395635,False,32224.95165054999,13.45503306388855
poisson,150,15,3,3,9287,0.20843321867197462,0.08812468962682928,0.015613890000439813,0.8861725140380186,0.3147567761223276,0.15516201206011163,0.08179925567753454,-16752.046913222563,-1862.0464250859447,False,33789.70003820861,13.085780143737793
poisson,150,15,3,4,9316,0.1567031977528598,0.037371161673924055,0.015410356562145339,0.5062485524788704,0.306925583737293,0.006800582125411412,0.0011489738695532603,-15894.056161109858,-3532.7830974726508,False,32073.718533983203,13.59386920928955
poisson,150,15,3,5,9345,0.15414641392538694,0.026320569570802345,0.01884837391722297,0.5403035899724149,0.3182579739282426,0.021349491425585558,0.004853998595084952,-16127.575353394677,-3523.555115228143,False,32540.75691855284,13.126616477966309
poisson,150,15,3,6,9374,0.16618018471541438,0.025158475128765585,0.011801611874931629,0.4892014535866302,0.3083463009600794,0.013958736609633144,0.007980229790351456,-16060.046687231647,-4812.8026435666025,False,32405.69958622678,13.410499811172485
poisson,150,15,3,7,9403,0.14781992896484067,0.033266335446428076,0.016014926920878147,0.47535402477690114,0.306719615109733,0.01010870608227501,0.00894932297549933,-16012.76843543915,-4765.322946288823,False,32311.143082641785,13.205153226852417
poisson,150,15,3,8,9432,0.17908623409680033,0.10250763442592833,0.01427330681431146,0.76428497957318,0.3108958935466663,0.10210432441872419,0.06409173203967561,-16406.508541957737,-98.71595270291314,False,33098.62329567896,13.286644458770752
poisson,150,15,3,9,9461,0.14552766534507766,0.031982539027009906,0.010558933882110065,0.4677563958516428,0.3128170757396226,0.01861859853036852,0.00671674783151216,-16041.547752066946,-4229.659181689884,False,32368.70171589738,13.499520301818848
poisson,200,15,3,0,9200,0.14315794111989333,0.02593982030515411,0.01412660818771575,0.6072264534424157,0.304860345740291,0.022002164978930632,0.006311072847404842,-28138.580393664837,-4244.060533342466,False,56579.16487722291,20.068804264068604
poisson,200,15,3,1,9229,0.14598923740822312,0.02155433187665247,0.011230220061912157,0.5192445823709383,0.3044544607300389,0.0060300793618617505,0.00392632791020231,-27979.968660391234,-4987.0090542081325,False,56261.9414106757,20.693594932556152
poisson,200,15,3,2,9258,0.14740183663903045,0.020688339033541444,0.013581084920058438,0.4921901605849118,0.30044367344341893,0.01632338140185229,0.004666541714631822,-27987.213309002647,-6580.0904795872175,False,56276.43070789853,20.914645195007324
poisson,200,15,3,3,9287,0.151770053447967,0.02605448155390062,0.01025368106112039,0.5339422923162895,0.3104322436394735,0.021923643931513564,0.007051985549084039,-28082.26042934619,-3965.74488543461,False,56466.52494858562,20.23366641998291
poisson,200,15,3,4,9316,0.17356741002217846,0.06205024994208584,0.01665928337596848,0.6313884258790745,0.3043358234729851,0.09014912006390724,0.0462540531542463,-28339.151679080358,-6038.367873272531,False,56980.30744805395,21.071024894714355
poisson,200,15,3,5,9345,0.15175051140379042,0.024943413930987347,0.012207500100176582,0.5190717526463355,0.31324748478770875,0.06755383616117905,0.023763835170799774,-28316.567119322233,-5862.6687102230935,False,56935.1383285377,20.505528688430786
poisson,200,15,3,6,9374,0.27600395383875476,0.20606538075114803,0.014174708041976443,0.9264680058941467,0.3035438277208847,0.09995475126081427,0.10336910553621947,-29422.66196249389,-5902.270480690006,False,59147.328014881015,20.297537088394165
poisson,200,15,3,7,9403,0.14383005648885736,0.0236160595480727,0.010685500782765991,0.5252381663673434,0.30681772471536256,0.009759613951543357,0.006485302949193361,-28007.09126686379,-6821.877104706592,False,56316.186623620815,20.504056215286255
poisson,200,15,3,8,9432,0.28570363170092555,0.24155893863930622,0.015260547053048981,1.1446591516484865,0.3117918607179477,0.12536601040395923,0.11011981521283204,-29954.01108551254,-3481.01277274487,False,60210.02626091831,20.820958614349365
poisson,200,15,3,9,9461,0.16958961209504353,0.06466876701930457,0.011330908353115897,0.5550232524351469,0.3158732438865496,0.07927621792600478,0.04469103553639131,-28534.751977803004,-7137.083723210618,False,57371.50804549924,20.438462257385254
poisson,250,15,3,0,9200,0.14075274738212618,0.039527716224716514,0.016362140254127897,0.5166520038912606,0.31193336715149955,0.07584099419822601,0.02435836269575259,-43721.21569347565,-4133.775194289763,False,87757.15465926945,29.34614396095276
poisson,250,15,3,1,9229,0.13986559329735962,0.01765220508789017,0.011963711765075597,0.5751390682285225,0.30194830643754544,0.009892034556759154,0.003627924944525518,-43381.227792961734,-6997.935982580362,False,87077.17885824162,29.434714794158936
poisson,250,15,3,2,9258,0.14553560685267825,0.022762496511964256,0.011910678183687472,0.4989645084393559,0.3100798874974566,0.019579426265672877,0.008214245250742547,-43415.205648891955,-9253.106017857106,False,87145.13457010206,29.3387234210968
poisson,250,15,3,3,9287,0.1394393874338087,0.02806456252033645,0.009683046259757409,0.509344550563015,0.31540606422862194,0.0024789450082725855,0.0030188953095850457,-43163.23527672827,-5613.125449755159,False,86641.1938257747,31.808700561523438
poisson,250,15,3,4,9316,0.13348274842279342,0.029573639612951102,0.010908873921323793,0.4904402959787028,0.31178402410010253,0.02377597303165039,0.007751792031940152,-43541.995152425196,-6711.190515821642,False,87398.71357716854,28.755696058273315
poisson,250,15,3,5,9345,0.13555553820692565,0.018736499079271024,0.009415535153717076,0.47218124010973805,0.31362639437450696,0.013436266341765403,0.00341613406797342,-43446.82689614335,-7618.47666868121,False,87208.37706460485,28.178478479385376
poisson,250,15,3,6,9374,0.14934719391526668,0.04551683564319075,0.012235008150730758,0.5001237802334878,0.3063553999916517,0.07158841316554083,0.032377886505915776,-43433.4654891128,-6798.68376983359,False,87181.65425054375,28.35717225074768
poisson,250,15,3,7,9403,0.13863942866533968,0.024011867310116147,0.011449347206429317,0.5101406527417706,0.30515949537257064,0.007125333759083698,0.0074415936174147546,-43201.81786946759,-9094.336266610768,False,86718.35901125333,28.25960683822632
poisson,250,15,3,8,9432,0.13924535972848756,0.019660640015012235,0.011344779719938858,0.4681586783175198,0.308662802772711,0.044944895540974604,0.012282842443837594,-43484.7545014267,-5014.430474721119,False,87284.23227517155,28.500124216079712
poisson,250,15,3,9,9461,0.14349603301094307,0.024975091797783736,0.007183062438265514,0.4706006438177137,0.31673591075144314,0.02569780487160111,0.013193760039022895,-43488.18145104542,-9615.594588124184,False,87291.08617440899,28.531984090805054
poisson,300,15,3,0,9200,0.1313503208643118,0.027067821715166755,0.015245826922962889,0.515904900215964,0.30510742540141056,0.02568128488707321,0.007086117786821611,-62155.09575029313,-562.7891241787344,False,124635.30710164165,39.40558910369873
poisson,300,15,3,1,9229,0.1300184788078955,0.0185384655489088,0.010361623672256227,0.4793542858040983,0.3044315169908481,0.026300705590782347,0.0126099671119283,-61933.36390534621,-10471.14683424954,False,124191.84341174782,39.62130904197693
poisson,300,15,3,2,9258,0.1347725723108004,0.026449443934848386,0.010135889677686687,0.5180828301179489,0.3093711877346456,0.024803485878600266,0.007732183839462614,-62005.93303837413,-8977.76018768494,False,124336.98167780366,39.136346101760864
poisson,300,15,3,3,9287,0.14193418251315165,0.022739914102298676,0.010645297568869186,0.5204244614077089,0.30698364106174175,0.021548996150164007,0.00900959382683525,-62038.4817525392,-8712.369250648244,False,124402.0791061338,42.563175439834595
poisson,300,15,3,4,9316,0.12999104876047313,0.020473639467678877,0.012564176565548127,0.48427597908556747,0.30828596291810506,0.029437363110875844,0.009014504606158047,-62063.04581925511,-6004.832995112431,False,124451.20723956561,40.76820516586304
poisson,300,15,3,5,9345,0.1281744600551818,0.015541025718088481,0.00722690733279723,0.4792277666953173,0.316408466286074,0.01399120156558736,0.002592508959090245,-62191.576686162756,-7665.9893514981595,False,124708.26897338091,40.82037687301636
poisson,300,15,3,6,9374,0.1310409951107849,0.023588298522884295,0.010381615677611467,0.42837295921875385,0.30568816432123913,0.020272497118400328,0.007918770569772304,-61982.407505936455,-10118.699774102275,False,124289.9306129283,40.98023772239685
poisson,300,15,3,7,9403,0.13127468250906119,0.023025826996607112,0.012223433008431862,0.45128250344933785,0.30252945712021545,0.014348685641723024,0.006124128727216571,-62004.0425099713,-11047.799920276278,False,124333.200620998,35.77433705329895
poisson,300,15,3,8,9432,0.24914378360238956,0.19819846915188716,0.009960792029966707,0.9432609168719086,0.3171323674355323,0.13265529610595594,0.09619744723119944,-65906.31343702787,-11066.063065502338,False,132137.74247511115,34.731931924819946
