family,d,n,k,trial,data_seed,rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,Q_strict,Q_final,nan_occurred,BIC,elapsed_s
bernoulli,10,150,3,9,9579,0.20586476037255244,0.030423585949076758,0.019189364985444227,0.09709371328722471,0.2968737403621087,0.002635035861052293,0.102150616400706,-5606.082076543325,-5606.082076543325,False,11397.557658968211,19.77789831161499
bernoulli,15,150,3,0,9300,0.18557579384831582,0.032393318167751824,0.01662147489447287,0.08798691190131798,0.3127026168823049,0.004555139996681445,0.03134195560411546,-5703.305634232778,-5703.305634232778,False,11692.217480229043,19.600210428237915
bernoulli,15,150,3,1,9331,0.19062934378726576,0.04994712968613537,0.015244949771445237,0.09211359514526182,0.3058742233296683,0.09171453966928733,0.05820150707617544,-5703.979713687262,-5703.979713687262,False,11693.56563913801,19.598056077957153
bernoulli,15,150,3,2,9362,0.18169876203563487,0.03441920010895684,0.015670224470317237,0.0874650190495152,0.3058867769390815,0.07039113720314727,0.0585150210249874,-5859.707673016678,-5859.707673016678,False,12005.021557796843,19.394439458847046
bernoulli,15,150,3,3,9393,0.16286934144485882,0.02628394748878521,0.01310573030850156,0.0799841512743638,0.2987976827153555,0.0370061171807039,0.061613525462900665,-5663.384100887248,-5663.384100887248,False,11612.374413537982,19.592053413391113
bernoulli,15,150,3,4,9424,0.17489763165740876,0.028106292053329516,0.018179614984328265,0.08747409432635024,0.30309009918588675,0.029887580933751434,0.035927428240688064,-5722.731292669065,-5722.731292669065,False,11731.068797101616,19.47841715812683
bernoulli,15,150,3,5,9455,0.1851238910625404,0.033104350358415885,0.014893836494923261,0.08993838470044865,0.30550691223057336,0.011416461698244063,0.10260484809958759,-5781.348687519113,-5781.348687519113,False,11848.303586801712,19.54720950126648
bernoulli,15,150,3,6,9486,0.17975848402983685,0.02674914839062415,0.014443912066113264,0.08729797793324401,0.30940015960812667,0.010518220777485654,0.07110533574628808,-5774.229594725106,-5774.229594725106,False,11834.065401213698,19.712146997451782
bernoulli,15,150,3,7,9517,0.18246184185275796,0.030131710320209837,0.02022271638161218,0.08707249525987489,0.30578767812039426,0.03473861689369617,0.09693765747863714,-5759.906190889851,-5759.906190889851,False,11805.418593543189,19.72954773902893
bernoulli,15,150,3,8,9548,0.17773306192793575,0.04175625695960549,0.018870944546078225,0.0835449743985336,0.3103106661056156,0.044405149265648314,0.08245134928487885,-5836.251160024769,-5836.251160024769,False,11958.108531813024,19.83355975151062
bernoulli,15,150,3,9,9579,0.16841844773660572,0.027717803795444897,0.014147789199750115,0.07997324057686181,0.30313032393938166,0.017090218640910426,0.05022804567305217,-5776.776209101294,-5776.776209101294,False,11839.158629966074,19.64975142478943
bernoulli,20,150,3,0,9300,0.1642672985471706,0.035662952485045474,0.01778688862420103,0.07931551248910615,0.3196411592396955,0.03240444042386392,0.09975268519979696,-6040.928910288878,-6040.928910288878,False,12467.676738223168,19.59726595878601
bernoulli,20,150,3,1,9331,0.1671138730732459,0.030868547931051624,0.01665538237864572,0.07983288293166166,0.3026127431474607,0.03661568546213756,0.0833126245228939,-5884.539735908365,-5884.539735908365,False,12154.898389462143,19.686320781707764
bernoulli,20,150,3,2,9362,0.15744617563898008,0.022966926421817104,0.016917094263686212,0.07792282180882018,0.3085976586641083,0.01751207021336909,0.0710996895619036,-6032.067064489301,-6032.067064489301,False,12449.953046624014,19.600872039794922
bernoulli,20,150,3,3,9393,0.14765382022853749,0.02788524483655979,0.014422519409047202,0.07615936448958531,0.30209511674170775,0.005206644455129195,0.006202476499098664,-5803.2444064111405,-5803.2444064111405,False,11992.307730467694,19.747610330581665
bernoulli,20,150,3,4,9424,0.18777363411275902,0.06598877806007791,0.016356533562361122,0.09639254203679098,0.30764827832613717,0.06213799628299166,0.1689722834636027,-6074.809057021301,-6074.809057021301,False,12535.437031688014,19.94246482849121
bernoulli,20,150,3,5,9455,0.15594971840529212,0.034592029755536095,0.018360136748525057,0.07713406785477916,0.31344141162550837,0.0142581388391112,0.04753578417176274,-5949.08853281289,-5949.08853281289,False,12283.995983271192,20.155383825302124
bernoulli,20,150,3,6,9486,0.16649454103329772,0.03323461563491163,0.012738413391884579,0.08040180130410868,0.3148600205763213,0.00400551689729145,0.0730435303378818,-5979.173020469811,-5979.173020469811,False,12344.164958585034,19.85568356513977
bernoulli,20,150,3,7,9517,0.1679942821036453,0.03051312415745574,0.014213836922774793,0.08447677225082158,0.310131128974378,0.012097561543017221,0.09174707802245452,-5977.867694971974,-5977.867694971974,False,12341.55430758936,19.631192922592163
bernoulli,20,150,3,8,9548,0.148715942463295,0.03309373835155469,0.013073884545601556,0.07040009451134507,0.3139607749791433,0.013262491127319032,0.024242394240503895,-5983.892222830987,-5983.892222830987,False,12353.603363307386,19.696396589279175
bernoulli,20,150,3,9,9579,0.1556893873506004,0.03383653519336857,0.015128143854716995,0.07485133558639495,0.3012559665447523,0.04217590996086429,0.05224317262187439,-5932.526823938049,-5932.526823938049,False,12250.872565521511,19.619280338287354
bernoulli,25,150,3,0,9300,0.14558649388468878,0.03266769124763977,0.022889849332659102,0.07366167189390507,0.3182328874226314,0.05696338082674657,0.060205336157577616,-6186.771534629903,-6186.771534629903,False,12859.574692787142,19.775595664978027
bernoulli,25,150,3,1,9331,0.1557775259568657,0.0397186410230466,0.015988465106905995,0.07697618291964411,0.3047164574555813,0.04215844461545981,0.10505444130674402,-6099.343270630481,-6099.343270630481,False,12684.718164788299,19.8112952709198
bernoulli,25,150,3,2,9362,0.13907423209447276,0.02726731317187862,0.01615276441534752,0.06894576477443459,0.30728512708408795,0.01436728468559001,0.07333246293659856,-6183.915492565379,-6183.915492565379,False,12853.862608658095,20.193117141723633
bernoulli,25,150,3,3,9393,0.16000534048633167,0.038079004521297755,0.016190773791283832,0.07846812328963486,0.30507340548275935,0.0006603259876609702,0.05319427674823474,-6006.265313328042,-6006.265313328042,False,12498.56225018342,21.91792058944702
bernoulli,25,150,3,4,9424,0.14845436023765496,0.03415107634439956,0.015480392444487966,0.07737508620420433,0.3096674209861551,0.012683142853152862,0.05368159353409352,-6108.339638074835,-6108.339638074835,False,12702.710899677008,20.30265736579895
bernoulli,25,150,3,5,9455,0.17323911015076995,0.06527969527138422,0.010623779642250813,0.08860136511975567,0.31540742379268333,0.03925047582232544,0.14132724676883313,-6353.769661323272,-6353.769661323272,False,13193.57094617388,19.814815998077393
bernoulli,25,150,3,6,9486,0.14796333197443545,0.04878112076567048,0.01471773383424657,0.07371439317398513,0.3135151775436781,0.011137485871560049,0.0697936382735107,-6174.3394043691815,-6174.3394043691815,False,12834.7104322657,19.728028774261475
bernoulli,25,150,3,7,9517,0.1574903816677659,0.027982025863832406,0.01486342759447738,0.07708932912855773,0.30623322127335445,0.012279269896906753,0.03172675653999857,-5985.310950990942,-5985.310950990942,False,12456.65352550922,20.21871304512024
bernoulli,25,150,3,8,9548,0.14572794973915368,0.026817610413811283,0.01479275008368759,0.07091690293290122,0.3113998464580333,0.019500903658102864,0.024970968680136485,-6163.0627932513535,-6163.0627932513535,False,12812.157210030044,19.79223370552063
bernoulli,25,150,3,9,9579,0.1432797312846981,0.031121937698597137,0.014652697425492916,0.07069491632687872,0.3033757807312047,0.0076759641978189075,0.024816559637132807,-6070.9702649437095,-6070.9702649437095,False,12627.972153414756,19.953452825546265
bernoulli,30,150,3,0,9300,0.14015918204996858,0.03916895293346206,0.017177601455873256,0.07055597531738195,0.313544984738516,0.024249087098954236,0.04920690878113132,-6296.8333884778,-6296.8333884778,False,13179.911106364863,18.693246603012085
bernoulli,30,150,3,1,9331,0.13400798057084684,0.027567085831477094,0.01565963737540169,0.06765139267389811,0.30706751724511944,0.035756130182216794,0.05410074342207327,-6214.040281155439,-6214.040281155439,False,13014.32489172014,19.684497356414795
bernoulli,30,150,3,2,9362,0.13421814628162956,0.0317568824638158,0.01759631147755087,0.06734782266954474,0.3089117710386619,0.010895005008356828,0.05351931694570533,-6350.797733319729,-6350.797733319729,False,13287.83979604872,18.298069953918457
bernoulli,30,150,3,3,9393,0.13129443735827506,0.025512400617690553,0.015007876748876263,0.06587369593891121,0.30421718454035945,0.006369994638599774,0.027196577791936738,-6171.658465810278,-6171.658465810278,False,12929.56126102982,18.220494747161865
bernoulli,30,150,3,4,9424,0.1356808841440511,0.032738976144989614,0.015392745493501765,0.06777467655165445,0.30715513808923545,0.037211930778595304,0.06723016422372763,-6310.823476925796,-6310.823476925796,False,13207.891283260855,18.08313775062561
bernoulli,30,150,3,5,9455,0.17043767816861927,0.07742732315798131,0.011794985459112296,0.08439797124053716,0.3109095032047462,0.018065943922939143,0.13863072638832907,-6414.849507954483,-6414.849507954483,False,13415.943345318228,18.14618754386902
bernoulli,30,150,3,6,9486,0.1311360509780663,0.03392071318326619,0.01326273981141537,0.06694608199310047,0.3089819296830506,0.02904049212747639,0.04078080601124001,-6271.552268522761,-6271.552268522761,False,13129.348866454784,18.122233867645264
bernoulli,30,150,3,7,9517,0.1416690671463569,0.026820877837876813,0.014659001746146696,0.07015698067487161,0.30947457694156494,0.024585137811839353,0.014450251400920378,-6188.231651867338,-6188.231651867338,False,12962.707633143938,18.467565059661865
bernoulli,30,150,3,8,9548,0.13613228296177549,0.030373971396820115,0.014425010613451947,0.06545842127493774,0.3115088118146777,0.007327100286694366,0.014625618694831477,-6334.7325850511825,-6334.7325850511825,False,13255.709499511628,18.518993377685547
bernoulli,30,150,3,9,9579,0.13473915650234342,0.030785707347620837,0.01432475352804221,0.0683723006633694,0.30542958480274107,0.012504513532088035,0.038682548852892795,-6157.457699212306,-6157.457699212306,False,12901.159727833874,18.3455970287323
poisson,5,150,3,0,9300,0.20059992221457087,0.037831946919349255,0.018698799391858773,0.5881585308290443,0.29199612313882123,0.001798926950402209,0.008255467991769017,-15659.407665018205,-3944.2411556246784,False,31403.99613003605,14.575887680053711
poisson,5,150,3,1,9331,0.19678898050480503,0.035882086564849466,0.024157064966620973,0.6264335177056618,0.30033635483954185,0.022162651866073357,0.012521280150118386,-15626.949346665431,-3292.5024872290887,False,31339.0794933305,14.726395606994629
poisson,5,150,3,2,9362,0.19211249686652923,0.03328040483442347,0.017522424825394848,0.6061276143655444,0.29094531437642007,0.02549954750381707,0.012005433757763362,-15758.833347985099,-2714.826387208047,False,31602.847495969836,14.700166463851929
poisson,5,150,3,3,9393,0.18901501910333512,0.023018587975221643,0.01975831018050486,0.6343589537842252,0.2821901116052388,0.0009189315059836016,0.009631992583261861,-15555.210720260578,-3690.48903637729,False,31195.602240520795,14.837985038757324
poisson,5,150,3,4,9424,0.19031409677635022,0.03083946883758981,0.013629171483511806,0.5778208081946701,0.29519638942776766,0.014698195821528927,0.008290385225589059,-15748.467252612701,-3570.8603623945587,False,31582.11530522504,14.6551833152771
poisson,5,150,3,5,9455,0.20071971866766272,0.0225137003993952,0.010659207883858478,0.5976687394473101,0.30854761065518266,0.0014374611323496333,0.00129922384704384,-15597.475752386192,-3405.399501907523,False,31280.13230477202,14.681550741195679
poisson,5,150,3,6,9486,0.1964936490972275,0.043350341899286035,0.020797924024919638,0.6187783162116313,0.31423827809772564,0.003802366659726076,0.006535229132356879,-15641.041923337469,-2984.4865813794763,False,31367.264646674575,14.392110109329224
poisson,5,150,3,7,9517,0.20301666501205137,0.03218763439391416,0.022454885818002125,0.561167270763713,0.291548802901057,0.0010270291031981135,0.0035491665425461116,-15672.742877801957,-4260.233017775554,False,31430.66655560355,14.661961078643799
poisson,5,150,3,8,9548,0.18391062491067758,0.02778822313271624,0.016300208249165615,0.6418936807857356,0.30332111487923,0.01701156583991212,0.01022520332843263,-15740.799771657003,-2829.4884226810364,False,31566.780343313643,14.66551685333252
poisson,5,150,3,9,9579,0.20339598502715592,0.026383669402407536,0.02399402899007462,0.7157068022019905,0.2780290652949353,0.022668019307714588,0.010546899851540892,-15658.11453488503,-2304.8680951045308,False,31401.409869769697,14.843706369400024
poisson,10,150,3,0,9300,0.17279405171227277,0.035826458103274325,0.026333498548682565,0.5235443073538655,0.30873522046012086,0.008020019054568265,0.01236014714128264,-15855.614646575134,-4203.812629844412,False,31896.62279903183,14.692449569702148
poisson,10,150,3,1,9331,0.16963951797861726,0.037068893408257676,0.012390862942949176,0.5248348110631932,0.3092214361738135,0.01836919238895995,0.012640829243939777,-15812.862285955911,-3341.5232637639965,False,31811.118077793384,14.565791368484497
poisson,10,150,3,2,9362,0.17310123723561313,0.023654243801052282,0.018104724502059664,0.6291704792809435,0.289728599838463,0.03779239203288069,0.01568743918503085,-15913.666706838136,-2712.2692804619137,False,32012.726919557834,14.620030641555786
poisson,10,150,3,3,9393,0.16715538162634216,0.025961444344154788,0.01902449948293535,0.5389726866990189,0.2907310969887209,0.003330769294129313,0.008589375555379641,-15810.529132062384,-3936.064317880827,False,31806.45177000633,14.504369974136353
poisson,10,150,3,4,9424,0.16830598618209447,0.023060396085860354,0.01740397261963612,0.5401761305419099,0.29993381048569745,0.03722498100273496,0.012397593870836054,-15985.262409766114,-3525.4307844144796,False,32155.91832541379,14.52500605583191
poisson,10,150,3,5,9455,0.17874946574460748,0.025159317511684202,0.013277115236902346,0.5816300795970376,0.2979848749330919,0.045779767227237214,0.02124143281116747,-15783.475112665537,-3927.677310315806,False,31752.343731212637,14.6855309009552
poisson,10,150,3,6,9486,0.1770536639865955,0.034056663152733715,0.010298831655590129,0.54784594707333,0.30922353760864035,0.0018917458505930882,0.0046719871007549485,-15717.030704250708,-3107.435253322084,False,31619.45491438298,14.537521839141846
poisson,10,150,3,7,9517,0.18732433433825613,0.0270685722139671,0.020747639133379413,0.5105544564349951,0.29941008462228774,0.00991812505866628,0.002398272893053055,-15788.554292284898,-4259.9330171337015,False,31762.50209045136,14.960411310195923
poisson,10,150,3,8,9548,0.1627367000290952,0.029562176464971925,0.009029283426987594,0.6337710254832251,0.30635373509431874,0.00168275637239193,0.0005794100801878033,-15795.325057132086,-2736.061097417117,False,31776.043620145734,14.728671550750732
poisson,10,150,3,9,9579,0.17124452561908496,0.030056140649086027,0.020915134588987198,0.5991508757847899,0.2964002892468804,0.014821753714921247,0.005564089441868425,-15691.949198371056,-2201.7647662796207,False,31569.291902623674,14.529775619506836
poisson,15,150,3,0,9300,0.1582838704856714,0.03304249411443327,0.016362234294403723,0.5063238970632914,0.3104648356310509,0.012281675769543091,0.010518464680858985,-16010.447570640028,-4472.169741374846,False,32306.501353043543,14.857750654220581
poisson,15,150,3,1,9331,0.25835144054375203,0.18721191324124975,0.01489258161385216,0.867880964557042,0.30327940484699906,0.07301242629526106,0.08019393202696184,-16595.84952150058,-4043.476869404379,False,33477.305254764644,14.721548080444336
poisson,15,150,3,2,9362,0.15730632763360833,0.030995510853669403,0.013992403038036234,0.6205557823398157,0.3034552284627315,0.026680004403641527,0.012893239296052794,-16084.301753863194,-3017.243582872961,False,32454.209719489874,14.666990518569946
poisson,15,150,3,3,9393,0.14935006023968134,0.02572070707010841,0.013020092538914105,0.5031916147493435,0.29933874484907597,0.0019036561456116446,0.00581210674900795,-15921.3408921347,-4145.747109221482,False,32128.287996032886,13.240539312362671
poisson,15,150,3,4,9424,0.16546930075067257,0.03982561328797708,0.01945486883067979,0.5826679590500036,0.30382625661357204,0.061899020573839496,0.029315865514325246,-16160.491426851755,-4027.3655917990313,False,32606.589065466997,13.008387804031372
poisson,15,150,3,5,9455,0.1740266148140165,0.03237058222759095,0.014454627867949993,0.5539423432910728,0.30407417158673683,0.04743836486650318,0.02356075421410786,-16012.113830622293,-4306.095911554231,False,32309.833873008072,13.073549032211304
poisson,15,150,3,6,9486,0.15921648971568175,0.03231271115197934,0.014024298723968808,0.570719736431643,0.31247521529948585,0.0031608467251687277,0.0025881686952335947,-15947.339382759903,-3105.244288666673,False,32180.284977283292,12.9396653175354
poisson,15,150,3,7,9517,0.1644841266009342,0.026627630397649985,0.019470915142392475,0.4784774993177402,0.3053847888276077,0.009639622607193336,0.001776969703738529,-16000.128878377342,-4364.80589166953,False,32285.86396851817,13.147110223770142
poisson,15,150,3,8,9548,0.18253700283085827,0.0859976713047263,0.017317039563458893,0.750487599412748,0.30957273519995154,0.07160127816243496,0.04753486602195678,-16312.213845645167,-3711.678510535085,False,32910.03390305382,12.99614429473877
poisson,15,150,3,9,9579,0.1523349599741582,0.02839747412689191,0.015622672780153004,0.5408393355822466,0.30386844569213983,0.026205167434885542,0.012023922477817195,-15953.26406778619,-2480.746299268464,False,32192.134347335865,12.960083961486816
poisson,20,150,3,0,9300,0.143413071841567,0.039684307268112465,0.017351713599613388,0.45888802929719774,0.31824515710479123,0.017951412882817902,0.002506616706386855,-16085.807716067056,-4527.5349887367465,False,32557.434349779523,13.4083092212677
poisson,20,150,3,1,9331,0.14487802696942692,0.039683035409618116,0.01741027694354196,0.5020316408493889,0.3024061696625189,0.0392158333244382,0.027404597911671935,-16216.564487339798,-3877.233874407789,False,32818.947892325006,12.652034282684326
poisson,20,150,3,2,9362,0.13768903692319326,0.02542807809466933,0.01489989676706439,0.5298588200232607,0.3082204377475563,0.01646128974693126,0.005772080397875856,-16263.46810445945,-3055.463233874034,False,32912.75512656431,12.67140793800354
poisson,20,150,3,3,9393,0.14648975371668446,0.022668713487107174,0.016412306737055946,0.5483994079517047,0.3018096092953828,0.0025356859057251253,0.006507417490319134,-15994.32694813826,-3908.267169322786,False,32374.47281392193,12.451320171356201
poisson,20,150,3,4,9424,0.19637030364687005,0.09997894648433615,0.01727953375898717,0.7198525743922009,0.3062436821695533,0.09630847782679873,0.06078274749416818,-16612.296433115534,-4354.591812730973,False,33610.41178387648,12.588322162628174
poisson,20,150,3,5,9455,0.1651181248948581,0.05729377610518404,0.01851500253255563,0.6620999731244782,0.31265038440565224,0.0565696265032138,0.03422338185054441,-16301.116239428153,-4363.857198902806,False,32988.051396501716,12.659187316894531
poisson,20,150,3,6,9486,0.14558856362638947,0.03518676933495175,0.012827817254221703,0.572801557891115,0.31290009350255177,0.0019417578642068288,0.0018415462429909324,-16115.683436850813,-3528.8269189883054,False,32617.185791347038,13.06579852104187
poisson,20,150,3,7,9517,0.147106408785505,0.028270373288098487,0.01372140853023469,0.44706982812280144,0.3083322867567794,0.013897273537105934,0.007069061617404893,-16189.343818780228,-4570.842649994291,False,32764.506555205866,13.22390365600586
poisson,20,150,3,8,9548,0.13762062750012405,0.03537311658310047,0.012076528465959198,0.5031019397245197,0.31219784673774037,0.034008156856669594,0.01404320596057168,-16342.005135015097,-3362.9597311388998,False,33069.829187675605,13.194759607315063
poisson,20,150,3,9,9579,0.14141947731394583,0.035377639312451456,0.014894213542223145,0.5544448184701164,0.3001500744338575,0.004949522751529983,0.0007431243754256189,-15991.275028197402,-2426.048613146528,False,32368.368974040215,13.078372240066528
poisson,25,150,3,0,9300,0.13315197961899197,0.0344696880906692,0.023427385397656184,0.4221520902020722,0.3190866008618595,0.007654542643026462,0.004920901134351396,-16348.023080064044,-5003.175081682528,False,33182.077783655426,13.739722490310669
poisson,25,150,3,1,9331,0.13612278089749097,0.02333194691926491,0.015675109844054822,0.5259122796886575,0.3045457649045452,0.010089455106531614,0.0092572763063683,-16255.666216916547,-4041.721013494195,False,32997.36405736043,13.459217548370361
poisson,25,150,3,2,9362,0.13076914754174565,0.02822640736697496,0.016628363343490108,0.5882145403803769,0.30722117275344235,0.02311860545238444,0.005659728109642215,-16447.88316165633,-3144.4423720011555,False,33381.79794683999,13.492256164550781
poisson,25,150,3,3,9393,0.13332169284708845,0.02428498527265252,0.015451037062040809,0.4590881537273651,0.30515274982832813,0.0010203174999749043,0.004383902333593093,-16311.695340554612,-4491.048925127123,False,33109.42230463656,13.104303359985352
poisson,25,150,3,4,9424,0.12984342526731057,0.024609301138910758,0.01567809602775753,0.42499750813777754,0.3103960075137503,0.022716598582947955,0.0066166968394498205,-16444.126322014432,-4204.136761293905,False,33374.2842675562,13.676650762557983
poisson,25,150,3,5,9455,0.13921851952793732,0.0286524030752312,0.011683231286685187,0.4805579980051588,0.31328595954646465,0.021995068417806855,0.011425888249834038,-16343.583785553323,-4227.845154838169,False,33173.199194633984,13.242650032043457
poisson,25,150,3,6,9486,0.13167608315187856,0.03444436135674178,0.014975353691407149,0.5011898869707679,0.3141245938184206,0.01945133271289492,0.01530510913965416,-16432.5678771287,-3927.683832327771,False,33351.16737778473,13.24351978302002
poisson,25,150,3,7,9517,0.1407301042495646,0.025884195552645397,0.014950636682786447,0.41164347583214767,0.30611031087311297,0.012884574991662718,0.0024357728214244867,-16379.698507263005,-4746.593008941721,False,33245.428638053345,13.458770751953125
poisson,25,150,3,8,9548,0.12211262767376241,0.027625486283930988,0.013880075817142956,0.5143396624020052,0.31045689485518035,0.006658515782442608,0.0016461469097156511,-16410.69045370676,-3443.169300471388,False,33307.412530940856,13.328696489334106
poisson,25,150,3,9,9579,0.12716980624037946,0.029538003007546974,0.014780034486934043,0.4740400331425013,0.30280382681010276,0.003394840387040854,0.004363177574372434,-16191.59432394752,-2732.3620819586804,False,32869.220271422375,13.507635831832886
poisson,30,150,3,0,9300,0.12034379312181766,0.037814085272401696,0.017251715167495903,0.4030304398113153,0.3132871489119652,0.007300300655562055,0.0005087015023899077,-16530.99139937233,-4736.751222722347,False,33648.22712815392,13.511966466903687
poisson,30,150,3,1,9331,0.12401720391704056,0.022336390661672825,0.016238820994181023,0.42690943772106277,0.30683969456798055,0.002176327962150735,4.5472233780041726e-05,-16494.04099195419,-3878.685763537912,False,33574.32631331764,13.719297170639038
poisson,30,150,3,2,9362,0.12078056910066333,0.026082989619504688,0.01595665002591225,0.5396592108700583,0.30802259219128436,0.02325828529710056,0.009783430356723688,-16651.63415131262,-3734.2501964446005,False,33889.5126320345,13.876789569854736
poisson,30,150,3,3,9393,0.11896381745190428,0.028859645679732097,0.014310281500458004,0.4370715024049897,0.30364087810735735,0.007315583357744382,0.006434806409343019,-16455.703726855656,-4454.895326073065,False,33497.65178312057,14.118391275405884
poisson,30,150,3,4,9424,0.12463989307653468,0.02433627026266992,0.0157962284394101,0.4715275678520829,0.30610276578036566,0.022385234413882852,0.011880342203765326,-16556.819562777895,-4379.032559864155,False,33699.88345496505,13.834870338439941
poisson,30,150,3,5,9455,0.1280697432581149,0.03160540348719436,0.012264152528521194,0.4582837984181634,0.310173151169915,0.012889086822305367,0.0014438692633119699,-16458.736775217585,-4272.80533948956,False,33503.71787984443,13.552171468734741
poisson,30,150,3,6,9486,0.12414469772299397,0.03215060353385607,0.013078804140036059,0.4702121186164595,0.3086897229313382,0.00478202975779783,0.0007083461859325735,-16410.35629407408,-3828.8644790023973,False,33406.95691755742,13.611620903015137
poisson,30,150,3,7,9517,0.12741054727573986,0.025744137197099764,0.014118357237103108,0.39389796751160916,0.30979659124541725,0.0060537449043870425,0.002561322019496548,-16578.76116357179,-4800.809942355587,False,33743.76665655284,14.29710054397583
poisson,30,150,3,8,9548,0.12160711244372573,0.029105673793628998,0.014068524295425227,0.6008244124410156,0.31040829482781795,9.188083639370619e-05,0.001783135768974764,-16619.410037379603,-3832.9348083971663,False,33825.064404168465,13.761240482330322
