split,model_seed,condition,n_cols_used,family_note,k,L,num_iter,family_y,numerics_mode,test_y_ll,test_y_rmse,test_spearman,test_pearson,test_n_pairs,train_y_ll,train_y_rmse,train_spearman,w0,w,nan_occurred,nan_count,internal_retry,q_bic_failed,n_warnings,validate_support_passed,runtime_s,movie_set_hash,x_input_hash,y_train_hash,y_test_hash
1,131011,genre_year,20,bernoulli*19 + gaussian(year_z),3,5,8,poisson,consistent,-3.2147174532069394,5.973689391899496,0.8555457066162905,0.8398359824181184,4950,-2.803481000612315,3.9666192999884853,0.9251424181974003,2.7275299765753935,0.269765740150728,False,0,0,False,0,True,11.31,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,ee0145a13cda7c1141ae28a03f44054a56afc7da35003d22f17ddc5a915efc8c,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167
1,131011,genre_logcount_train,20,bernoulli*19 + gaussian(log_count_train_z),3,5,8,poisson,consistent,-3.1964163084390154,5.861426201619017,0.8574658869420099,0.8454026187881561,4950,-2.8039125610586932,3.9749088657324836,0.9249442953741404,2.728728768549347,0.2695820780487482,False,0,0,False,0,True,12.02,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,a8541c457ec6ae1c1b0bcc7fd52770b33039a212145ff179b9d90698ef6a0d46,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167
1,131011,mixed_train_log,22,"bernoulli*19 + gaussian(mean_rating_train_z, year_z, log_count_train_z)",3,5,8,poisson,consistent,-3.1961432159754564,5.885706448418868,0.8577130469646433,0.8434585692693125,4950,-2.8068841764070744,3.997778426538517,0.9244041192093984,2.7360211320384034,0.2679310908189387,False,0,0,False,0,True,11.32,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,5bc536c43bcb1baeb9ce668bc50b742b9475182e6ad870c564ce8789b10a5657,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167
1,131011,mixed_train_raw_poisson,22,"bernoulli*19 + gaussian(mean_rating_train_z, year_z) + poisson(count_train_raw)",3,5,8,poisson,consistent,-3.3570318980591556,6.453343238202617,0.8155864383864405,0.805225450465899,4950,-2.958808492558384,4.746603541105804,0.8885446997536277,2.512837899076122,0.31473608787941904,False,0,0,False,0,True,13.21,04346f68e3f92251c6e7b79eaa3280db4f642084213d865b01115ba92c282524,6e1ba1a4c4cf850dedb4a0cf219ed993311f695fb9ab7adc74340c40dfbc1b6c,82dac169a303585940acbc8662ab7cf09eb791767232aba7fb363d244e838031,11e80f6848b57e47014d39158912b18afb974c36874610fb8e1584e067ef6167
2,131020,y_only,0,"X unused (fix_x=True, F fixed at 0); genre19 array passed",3,5,8,poisson,consistent,-4.724676312993554,11.541651018788455,0.8503087886699174,0.8730387679127054,4950,-2.803167028806174,3.9546471825852056,0.9173354038990932,2.7180496105483907,0.26763746846333303,False,0,0,False,0,True,7.9,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131020,genre_only,19,bernoulli*19,3,5,8,poisson,consistent,-4.714587342691878,11.530361129705366,0.8495193545604596,0.8709517546112001,4950,-2.7928247234903343,3.9321589111933792,0.9203096788957632,2.6766015608307367,0.27699595053199855,False,0,0,False,0,True,9.26,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131020,genre_year,20,bernoulli*19 + gaussian(year_z),3,5,8,poisson,consistent,-4.716346593767265,11.541517660115382,0.8492881331039176,0.8702754917935872,4950,-2.792246317617433,3.9295291611324026,0.9208171889058557,2.679990021405168,0.27642573120900354,False,0,0,False,0,True,11.31,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,d5dbf62f7d03c345a308e33a39f87758f20de83fd834b7bba21fb706bb60a2cb,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131020,genre_logcount_train,20,bernoulli*19 + gaussian(log_count_train_z),3,5,8,poisson,consistent,-4.7201134846354185,11.545369155304494,0.8525814904790315,0.872131823245078,4950,-2.792824566792578,3.934613199340566,0.9186876348056172,2.681017777366209,0.2751952113261502,False,0,0,False,0,True,11.37,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,6a72bc7306c9347f6ed3914222611407e8832d56ca09925ffa427a9d448098e3,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131020,mixed_train_log,22,"bernoulli*19 + gaussian(mean_rating_train_z, year_z, log_count_train_z)",3,5,8,poisson,consistent,-4.708413910046005,11.52428872599853,0.850845753552315,0.8700443706666788,4950,-2.7919774930738237,3.9183100534714446,0.9206758609481013,2.6789076167975225,0.2762664279366615,False,0,0,False,0,True,11.37,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,a8965b0e0f0e4babd7056abf7d1cb33a9247a859c01e252b685e7694fb1db4d5,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131020,mixed_train_raw_poisson,22,"bernoulli*19 + gaussian(mean_rating_train_z, year_z) + poisson(count_train_raw)",3,5,8,poisson,consistent,-4.8001408335541855,11.829772967422517,0.8453912102801189,0.8678746275480393,4950,-2.93236438605072,4.610218233627617,0.8887111070786041,2.44423174510027,0.3264840647335247,False,0,0,False,0,True,13.25,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,75c70ff2bc96fdb86d9292c6bab0a5fff58602d8006d16f8e96353ec3277af78,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
