contrast,role,metric,cond_a,cond_b,split,value
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,11,0.0008790732929608858
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,12,-0.0002594345294282263
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,13,0.0009595946616798301
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,14,0.002331676374221381
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,15,-0.0010004865489730008
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,16,-0.00016306953588962614
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,17,0.0018764558786656949
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,18,-0.00010597595983385943
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,19,-0.0018266420101116232
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,20,-0.002133571256877964
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,21,-0.0015214216802004188
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,22,-0.003081459355373628
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,23,-0.0011736242387119233
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,24,-0.002599724551669791
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,25,-0.0018962611336723612
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,26,-0.0007919617146456837
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,27,-0.0013129473520163693
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,28,-0.0009707074089257972
sec_mixed_vs_genreonly_train_y_ll,secondary,train_y_ll,mixed_train_log,genre_only,29,-0.0027844185542345024
