scenario,trial,seed_data,seed_model,n,d,k,family_x,family_y,rmse_z,rmse_x,rmse_y,q_final,w_est,success,error_message,note
C,0,7175,7675,150,25,3,bernoulli,gaussian,0.023092874094936724,0.4514373371024722,0.02825989077274218,17307.60745503741,0.49937031490654754,True,,fixed_official exp3 d_sweep scen_c
C,1,8175,8675,150,25,3,bernoulli,gaussian,0.023144551621646192,0.4504764420538221,0.02832817163462582,17351.053867124,0.5005585345202506,True,,fixed_official exp3 d_sweep scen_c
C,2,9175,9675,150,25,3,bernoulli,gaussian,0.024727834182681742,0.44877966092540666,0.03008974657947622,17356.642347024575,0.49982073934137083,True,,fixed_official exp3 d_sweep scen_c
C,3,10175,10675,150,25,3,bernoulli,gaussian,0.02178004245215891,0.45271195333717573,0.026705051324549655,17281.432527535108,0.49996291036317725,True,,fixed_official exp3 d_sweep scen_c
C,4,11175,11675,150,25,3,bernoulli,gaussian,0.024099479577589192,0.4503433445223802,0.029026204015617892,17356.8958428048,0.4984717805758073,True,,fixed_official exp3 d_sweep scen_c
C,5,12175,12675,150,25,3,bernoulli,gaussian,0.023730755636305854,0.4532079934997226,0.028718913633092938,17271.28058444412,0.5011722519859363,True,,fixed_official exp3 d_sweep scen_c
C,6,13175,13675,150,25,3,bernoulli,gaussian,0.023734014299727667,0.4556087844265522,0.02897398837439431,17199.00638024261,0.49935694870072406,True,,fixed_official exp3 d_sweep scen_c
C,7,14175,14675,150,25,3,bernoulli,gaussian,0.02345660849782171,0.45632697546029893,0.02865983055653399,17169.469145803316,0.5003247474056517,True,,fixed_official exp3 d_sweep scen_c
C,8,15175,15675,150,25,3,bernoulli,gaussian,0.023898772712685888,0.4538424301870698,0.029199210691944297,17383.026005598036,0.5004447901940212,True,,fixed_official exp3 d_sweep scen_c
C,9,16175,16675,150,25,3,bernoulli,gaussian,0.023434345588660362,0.45741059905754883,0.02855359894627402,17279.731235536536,0.4993142019468539,True,,fixed_official exp3 d_sweep scen_c
C,0,7180,7680,150,30,3,bernoulli,gaussian,0.024485616920492757,0.45640481066472793,0.02971480156092359,16802.723770231016,0.5001965373444733,True,,fixed_official exp3 d_sweep scen_c
C,1,8180,8680,150,30,3,bernoulli,gaussian,0.02282110764506224,0.45788574180830277,0.027956184729051075,16813.645691124053,0.5006370035607567,True,,fixed_official exp3 d_sweep scen_c
C,2,9180,9680,150,30,3,bernoulli,gaussian,0.022306240908845674,0.4536571355618136,0.02689180346987125,16905.56230538026,0.49978774329938713,True,,fixed_official exp3 d_sweep scen_c
C,3,10180,10680,150,30,3,bernoulli,gaussian,0.02235580200787029,0.4557243334549252,0.02743899331712601,16718.495990485702,0.5002156591795041,True,,fixed_official exp3 d_sweep scen_c
C,4,11180,11680,150,30,3,bernoulli,gaussian,0.02313100108685018,0.4566503964805416,0.028452419379408105,16901.98070849534,0.4987513976401232,True,,fixed_official exp3 d_sweep scen_c
C,5,12180,12680,150,30,3,bernoulli,gaussian,0.0241797001051065,0.4499556823825037,0.02953389319226537,16859.109689004657,0.5005013471339266,True,,fixed_official exp3 d_sweep scen_c
C,6,13180,13680,150,30,3,bernoulli,gaussian,0.02219561695933684,0.45119849987166133,0.027000642621602712,16727.250724330905,0.5004873666049159,True,,fixed_official exp3 d_sweep scen_c
C,7,14180,14680,150,30,3,bernoulli,gaussian,0.024339559044741,0.4546431680460199,0.029396011067487477,16873.604396335802,0.4994454760438922,True,,fixed_official exp3 d_sweep scen_c
C,8,15180,15680,150,30,3,bernoulli,gaussian,0.023018096429944675,0.45298208228122416,0.028166112733607685,16864.717314472604,0.49976859790547373,True,,fixed_official exp3 d_sweep scen_c
C,9,16180,16680,150,30,3,bernoulli,gaussian,0.02261669667029339,0.45416448142254434,0.027580108913129352,16710.828935605958,0.5001198583310124,True,,fixed_official exp3 d_sweep scen_c
