K_TRUE,n,replicate,status,unthresholded_rank,min_eigenvalue,eigenvalues,gap_ratios
5,75,1,ok,15,-0.8458750220370429,"[3.0442929308950815, 2.4104184613749164, 1.7697282839775652, 1.3515802839595739, 0.7231916279523097, 0.3957806766129247, 0.27269656380427726, 0.19031557154506945, 0.1048070226428437, -0.22913517393124955, -0.26101648372171177, -0.4212913020611192, -0.4979183691208075, -0.6400879036122598, -0.8458750220370429]","[1.2629727906907082, 1.362027427146818, 1.3093771083971348, 1.8689103022203442, 1.8272535034841897, 1.4513592364038321, 1.432865222695132, 1.815866596970488, -0.4574025927345853, 0.8778571018355563, 0.6195629542901044, 0.8461051613842014, 0.7778906089474033, 0.7567168753497355]"
5,75,2,ok,15,-0.774181984127121,"[2.288154919090604, 2.2659478414367835, 1.8717657352500758, 1.2279474102073271, 1.018564241876814, 0.39908913502756593, 0.25411905526353384, 0.15478382560053627, 0.06377787554765257, -0.06195419413396047, -0.11745388177859543, -0.1844693666502356, -0.47991340377880753, -0.6466861056066391, -0.774181984127121]","[1.0098003481138116, 1.2105937184142561, 1.5243044772854288, 1.2055669733159906, 2.552222429724777, 1.5704809488359346, 1.6417675056007492, 2.4269203743684953, -1.0294359637662116, 0.5274767695694063, 0.6367121214293247, 0.3843805261485418, 0.7421118215128706, 0.8353153636554438]"
5,75,3,ok,15,-0.7481361405877168,"[2.8220400810752624, 2.19123295365224, 1.458255670175008, 1.0764161887651056, 0.906852866367159, 0.5191011392535541, 0.48281352082927936, 0.31435282589113045, 0.15496951082481394, -0.04296932868762665, -0.09705924690088104, -0.2008128634406934, -0.3970052871558638, -0.6019103267962905, -0.7481361405877168]","[1.2878777112089446, 1.5026397623328056, 1.354732198749221, 1.1869799707169864, 1.7469675903065363, 1.0751586624209428, 1.5358968683058436, 2.0284817588828306, -3.6065145897761863, 0.4427123644541343, 0.4833318206706703, 0.5058191161113038, 0.6595754707664712, 0.8045465178616354]"
5,75,4,ok,15,-0.6468988892843109,"[2.1739709481907705, 1.7030380545906967, 1.5650688747697936, 1.2208174245338301, 0.6456434901299388, 0.6304913141772863, 0.19795191599180326, 0.14905241187077076, 0.008253423572378054, -0.012485516292576848, -0.19405497649890932, -0.3678509779096744, -0.41920250993886304, -0.5345191194284296, -0.6468988892843109]","[1.276525173545377, 1.0881553406658842, 1.281984384657203, 1.8908537655791045, 1.0240323309963821, 3.1850730568497934, 1.3280691906108077, 18.05946472559682, -0.6610398303901179, 0.06434009844961137, 0.5275369324872623, 0.8775018497940821, 0.7842610202365137, 0.826279235105487]"
5,75,5,ok,15,-0.7606043172890096,"[2.734619985626341, 2.039627568443002, 1.6867801186847498, 1.0311115947411171, 0.5589999055038394, 0.35732691221741, 0.2510111422816198, 0.004658308152986798, -0.025055604710123195, -0.08411061688296878, -0.3631427426278427, -0.4440034939741177, -0.5052652069456062, -0.5669884192033259, -0.7606043172890096]","[1.3407447653366826, 1.2091840221791217, 1.6358851236739824, 1.8445648820132674, 1.5643935186267879, 1.4235500024796115, 53.88461519461253, -0.1859188076632094, 0.29788872842278014, 0.23161860890929972, 0.8178826237998285, 0.8787533514491855, 0.8911384956601991, 0.7454446501490015]"
5,75,6,ok,15,-0.6241910570743683,"[2.2038542125222023, 1.9045609058843853, 1.712930005832206, 1.5359894341116616, 1.0125877737500955, 0.6796469530243279, 0.4135187012368884, 0.29108932070464766, 0.18889543629998456, 0.03543172362497477, -0.1211492640855783, -0.2814670353266629, -0.3748346064909467, -0.5226410053549616, -0.6241910570743683]","[1.1571455686783825, 1.1118731643439674, 1.115196477131288, 1.5168951017679781, 1.4898731896674156, 1.6435700513457194, 1.4205904230216095, 1.5410076940258586, 5.331251685617625, -0.29246338302101654, 0.4304207913547524, 0.7509099492217273, 0.7171932600970921, 0.8373093453222806]"
5,75,7,ok,15,-0.30321302368761976,"[2.279325984163577, 1.7786126398050397, 1.3681847778083238, 1.2237778933554841, 0.8993909698442432, 0.6875733295789916, 0.5163408804136678, 0.27691074146770256, 0.25738256015510985, 0.18176939767965744, 0.04532409793031642, 0.008415741785050312, -0.12081046069783445, -0.1987514627299168, -0.30321302368761976]","[1.281519052070507, 1.2999798482293996, 1.1180008931660708, 1.3606739831593133, 1.3080655271997674, 1.3316267521334755, 1.8646473505394556, 1.0758722009013515, 1.4159840074329222, 4.010436081025131, 5.385633148919797, -0.06966070434992692, 0.6078469010414463, 0.6554845841142933]"
5,75,8,ok,15,-1.060619658700112,"[2.933187654928098, 1.9872532584262161, 1.532811348099899, 0.9228958345928236, 0.7998337198577861, 0.4688079458961754, 0.3260504302916554, 0.21853651613478842, 0.0851878496365182, -0.26203556862219135, -0.314177450048203, -0.391495134916439, -0.6752670166735482, -0.8930044139976655, -1.060619658700112]","[1.476000928664223, 1.2964760868254606, 1.660871455526903, 1.1538596231688238, 1.7061010310497624, 1.4378387584915069, 1.4919723076877223, 2.5653484278244596, -0.32510032925852106, 0.8340368431343124, 0.802506652133139, 0.5797634494943855, 0.756174332499227, 0.8419647954594067]"
5,100,1,ok,15,-0.7797712650164723,"[2.241433135777279, 1.719835498774678, 1.5837636164330517, 1.3754965381315785, 0.9995787754818118, 0.6032726580969113, 0.4427237980511101, 0.29581634599992407, 0.23112294641339606, 0.142922136305833, 0.10127346857050694, -0.10654587437765459, -0.2938548315338704, -0.5666510259347473, -0.7797712650164723]","[1.3032834462215839, 1.0859167876631028, 1.1514122882376536, 1.3760761751554484, 1.6569270330186867, 1.362638874965711, 1.4966170870463789, 1.27990902933028, 1.6171249072209912, 1.4112495436682917, -0.9505151575512021, 0.3625799644726068, 0.5185816632893722, 0.7266887757434572]"
5,100,2,ok,15,-0.69823252572311,"[1.9586581078642598, 1.7639969071072763, 1.4599333830387249, 1.0617656797554782, 0.8596545535828706, 0.3055301892591076, 0.14946898820489565, 0.011407723294747997, -0.08491382150690911, -0.1460597112791975, -0.2854305443835813, -0.32490484577131334, -0.5175973679035829, -0.5675499357067801, -0.69823252572311]","[1.1103523481093867, 1.2082721907733005, 1.375005249157181, 1.2351073757828053, 2.813648483207114, 2.0441042180621407, 13.102438088913823, -0.13434471670574613, 0.5813637502308477, 0.5117171730678983, 0.878505039547744, 0.6277173454093685, 0.9119855986927558, 0.8128380085402193]"
5,100,3,ok,15,-0.673678412260297,"[2.458508235753242, 2.171999111928162, 1.7108661574346706, 1.4503222835804184, 1.0323243075980986, 0.3935490124007366, 0.35614394437674846, 0.07117564447892795, -0.012320509965456422, -0.020124617269511057, -0.18899110413828543, -0.250711419766919, -0.27730584284111315, -0.47921816618162416, -0.673678412260297]","[1.1319103319387345, 1.2695318698599598, 1.1796455014198957, 1.404909554977808, 2.623114974423873, 1.105027948992498, 5.003733327376999, -5.77700474075232, 0.6122108957630754, 0.10648446846887463, 0.7538192887822436, 0.904097141258463, 0.5786630441217747, 0.7113455878358517]"
5,100,4,ok,15,-0.8568777080557038,"[2.3870195481895795, 1.8912736635320955, 1.6191016563231018, 1.496214600639344, 0.8618139995170339, 0.2963319878816605, 0.2251919252895607, 0.1391795715291281, -0.04178316549632022, -0.14491109569675223, -0.21492790801617234, -0.40572446681730534, -0.4942311305965415, -0.6446394886017744, -0.8568777080557038]","[1.2621227663751429, 1.1681006292261369, 1.0821319719987008, 1.736122413279237, 2.9082719205501277, 1.3159085855348724, 1.6179955349440889, -3.3309963444819766, 0.28833655073423525, 0.6742311737657091, 0.5297385925531396, 0.8209204999442107, 0.7666783362411302, 0.752312124053842]"
5,100,5,ok,15,-0.6910336236792138,"[2.3812523343109695, 1.9717528002426608, 1.4613272704105975, 1.2208361954332452, 0.6487116833905587, 0.4001136507204838, 0.304683219705335, 0.2395644286853174, -0.021552520445984817, -0.11473857057950439, -0.19824404038587914, -0.2899992232566182, -0.4398319887011108, -0.531135173968313, -0.6910336236792138]","[1.2076829986080975, 1.349288992388848, 1.1969888146148941, 1.8819395837799906, 1.6213185484234915, 1.3132119685076238, 1.271821619667731, -11.115378792272422, 0.1878402383534201, 0.5787743750388028, 0.6836019702385701, 0.6593409090435396, 0.828098025244607, 0.7686097402040054]"
5,100,6,ok,15,-0.7182708635869463,"[2.2676720958901044, 1.612634195663155, 1.335653815327919, 1.1423337967463567, 0.9270927210252699, 0.47131836712194597, 0.3636354614342327, 0.1362071345834263, 0.08221145858003061, -0.17628706165448163, -0.22682368829804117, -0.3519282563951635, -0.4967561196923322, -0.5494614246689641, -0.7182708635869463]","[1.40619125030868, 1.2073743788672022, 1.1692325125389658, 1.2321677981497388, 1.9670201411552453, 1.2961287253531208, 2.669724038658985, 1.6567901474565419, -0.4663499283978258, 0.7771986381900484, 0.644516841646701, 0.7084527848658042, 0.9040782435120256, 0.7649780222533725]"
5,100,7,ok,15,-0.6600000670859104,"[2.2130932182780505, 1.8462091122703317, 1.2692777897842762, 1.0934286104491315, 0.919476774778884, 0.40261258939812644, 0.37854379954368034, 0.28095476699235716, -0.008503889164895752, -0.0229882752644336, -0.14617460369299812, -0.2339081905729833, -0.342196944289652, -0.60323666497458, -0.6600000670859104]","[1.1987229418213368, 1.4545351121160874, 1.1608236492576445, 1.1891856765083375, 2.283775517684204, 1.0635825758695825, 1.3473478439110373, -33.038385325169195, 0.36992288751877694, 0.15726586345131824, 0.6249229808281945, 0.6835484491497741, 0.5672681455860645, 0.9139948540278834]"
5,100,8,ok,15,-0.42985436598296944,"[2.107861746937041, 1.864252800107458, 1.6639857271460283, 1.5892097936820588, 1.1413091141429603, 0.6677285917960182, 0.5519620818746426, 0.380763172549501, 0.26505758050560324, 0.1765502483435604, 0.12489449000469213, -0.011682660080108938, -0.01797221184460946, -0.18092897398923358, -0.42985436598296944]","[1.1306737727927998, 1.1203538405974889, 1.047052273250041, 1.392444670763397, 1.7092410421922062, 1.2097363455261183, 1.4496204508929627, 1.4365300242429844, 1.5013152515640238, 1.4135951741099837, -10.690586659911407, 0.6500401943355127, 0.09933296723209695, 0.42090761036123076]"
5,150,1,ok,15,-0.35659505228507454,"[2.4528307293827445, 2.155242010326496, 1.4936958000884943, 1.2742358633777342, 0.8876816168878772, 0.6164220505734456, 0.3294887444168738, 0.17889693043030883, 0.15210418172338105, 0.024681108805869913, -0.04184430043830441, -0.11658231639904269, -0.19031751463839736, -0.2971070313707134, -0.35659505228507454]","[1.1380767067597977, 1.442892194112622, 1.1722286611279464, 1.4354649675466724, 1.4400549364872397, 1.8708440303913376, 1.8417797534275169, 1.1761473511336689, 6.162777487825267, -0.5898320332122639, 0.35892493588031, 0.6125674592827082, 0.6405688675907837, 0.833177660393324]"
5,150,2,ok,15,-0.521590260723261,"[2.387154142671341, 1.7564594525408574, 1.6868833623831525, 1.5313816738197967, 1.1026335973383985, 0.4886962543613445, 0.3567682755874163, 0.2098684682644657, 0.10790326194807393, 0.015233159338989149, -0.08684607564298742, -0.1533528284115583, -0.2771258126985729, -0.3963953165555978, -0.521590260723261]","[1.3590715909884137, 1.0412453473128165, 1.1015433913189523, 1.388840025840257, 2.256275933154801, 1.3697861828008944, 1.6999613068973984, 1.94496871063509, 7.083446023694926, -0.17540411844987244, 0.5663154474719931, 0.553368980385666, 0.6991147501605349, 0.7599745363457091]"
5,150,3,ok,15,-0.4451262456097151,"[2.331365053201811, 1.6766637491519605, 1.519864424315892, 1.372967661666928, 1.0556068594063837, 0.45057762197489476, 0.2953730045035348, 0.22302430504612117, 0.10921853856919443, 0.06385831604051286, -0.10004407363297818, -0.1448281340236686, -0.2591187823102392, -0.3554832884748631, -0.4451262456097151]","[1.3904785943997369, 1.1031666524510209, 1.1069921504710576, 1.3006429897954725, 2.3427858107547115, 1.5254529530626166, 1.324398273284394, 2.042000451277107, 1.7103260051502804, -0.6383018375959335, 0.6907778955201372, 0.5589256507475708, 0.7289197290312621, 0.7986122857975655]"
5,150,4,ok,15,-0.5840836244657258,"[2.5425593098702115, 1.559997281623223, 1.4705562950458404, 1.3500516995390255, 0.9418957004473895, 0.4331631182766014, 0.34859494190032514, 0.0765705291002318, -0.059602514479325144, -0.12505209981527166, -0.21395313114437722, -0.2913836965083793, -0.42487004235638515, -0.5162320529531054, -0.5840836244657258]","[1.6298485515465795, 1.060821191870519, 1.0892592450703638, 1.4333346026505553, 2.174459598949352, 1.2425972560452616, 4.552599361616138, -1.2846862211961292, 0.47662146071413947, 0.584483616324762, 0.7342659651454609, 0.6858184090653391, 0.8230214298510062, 0.8838324365373438]"
5,150,5,ok,15,-0.5083297228335847,"[1.9867177496361825, 1.7336608435898775, 1.4061720177725483, 1.2624043869160613, 1.2425336560258393, 0.32890761591795986, 0.2195973634301696, 0.11744082669876599, 0.08106933523411797, -0.05602210165545436, -0.18063341534949873, -0.22930603606591646, -0.30191472480055526, -0.43750984540147936, -0.5083297228335847]","[1.1459667887072433, 1.2328938577060358, 1.1138839759640715, 1.0159921067681799, 3.7777588474441623, 1.49777579648651, 1.8698553952913977, 1.44864672147134, -1.4470955718996126, 0.3101425145898944, 0.7877394701357697, 0.759505970493476, 0.6900752702456427, 0.8606812188015807]"
5,150,6,ok,15,-0.485329965759826,"[2.1100684538643724, 1.7979707178033357, 1.3486904479726505, 1.2168896661417021, 0.9384951161429144, 0.29566632597482484, 0.23940782669278685, 0.10390517194025657, 0.05595834011263667, -0.05067500912379118, -0.15363734386671057, -0.2556244404775288, -0.3581601107746719, -0.4075979137875569, -0.485329965759826]","[1.1735833253404377, 1.333123342354832, 1.1083095579641489, 1.2966393167211685, 3.174169777530988, 1.234990225922021, 2.3040992303101295, 1.8568308447160748, -1.1042591028634872, 0.32983523307819435, 0.6010275996289814, 0.7137155500779621, 0.8787093816219768, 0.8398366936799938]"
5,150,7,ok,15,-0.6576089986040333,"[2.143204760160537, 1.8330491904303303, 1.3386648878957665, 1.0702891926721645, 0.7439261937202458, 0.3821126142481713, 0.1623451872511707, 0.12321320028327276, 0.07316283326861481, -0.016472045219670144, -0.07551858272554719, -0.1627227394568518, -0.28925414598388327, -0.3704584565107617, -0.6576089986040333]","[1.16920198942255, 1.3693114736965137, 1.2507506354927822, 1.4387034650841288, 1.9468768263093428, 2.3537046013996687, 1.3175957355050572, 1.6840955274503895, -4.441636256634797, 0.2181190989710909, 0.46409360472678124, 0.5625597479453879, 0.7808004943611823, 0.5633415255830861]"
5,150,8,ok,15,-0.6857156632319604,"[2.3180363250794396, 1.6165279318835277, 1.587089459545147, 1.0736335922877653, 0.784536136241018, 0.33495726649844726, 0.27392437195870034, 0.20681802099586474, 0.02190041032625551, -0.16140989013410761, -0.1949676444863318, -0.24849217785197067, -0.3733664020645809, -0.48846883616252046, -0.6857156632319604]","[1.4339599578576636, 1.018548716432669, 1.4782412463113024, 1.3684947610340965, 2.342197691193109, 1.2228092889410689, 1.324470520700792, 9.443568312869418, -0.1356819604304267, 0.8278803929716823, 0.7846027435216735, 0.6655450958573106, 0.7643607420235845, 0.7123489550468146]"
