scenario,trial,seed_data,seed_model,k_est,k_true,family_x,family_y,n,d,q_strict,bic,num_params,rmse_z,rmse_x,rmse_y,success,error_message,note
C,3,6300,6350,4,3,bernoulli,gaussian,150,15,17988.11502162156,-35700.64510206783,55,0.25110113667663286,0.44869990057658626,0.03478060434255324,True,,fixed_official full k_true=3
C,4,6400,6450,4,3,bernoulli,gaussian,150,15,18216.113536896602,-36156.64213261791,55,0.41292218035513845,0.446532152733506,0.031212300529688763,True,,fixed_official full k_true=3
C,5,6500,6550,4,3,bernoulli,gaussian,150,15,18046.83144724695,-35818.07795331861,55,0.4848278672733955,0.45276389008045315,0.03250982382464897,True,,fixed_official full k_true=3
C,6,6600,6650,4,3,bernoulli,gaussian,150,15,17958.62663793713,-35641.66833469897,55,0.486859919644881,0.44348258978599714,0.03402368387381234,True,,fixed_official full k_true=3
C,7,6700,6750,4,3,bernoulli,gaussian,150,15,18183.864432878716,-36092.14392458214,55,0.4937864050182784,0.4472766048617707,0.032373464142814404,True,,fixed_official full k_true=3
C,8,6800,6850,4,3,bernoulli,gaussian,150,15,18132.69588531509,-35989.80682945489,55,0.2514086251570427,0.448259542971183,0.03169541670953934,True,,fixed_official full k_true=3
C,9,6900,6950,4,3,bernoulli,gaussian,150,15,18022.06888380511,-35768.55282643493,55,0.13260645921144004,0.4444987802755391,0.03087628813484477,True,,fixed_official full k_true=3
C,0,6000,6050,5,3,bernoulli,gaussian,150,15,17864.351289767284,-35398.00065012422,66,0.44431035241211375,0.44569253638963396,0.03564866550635932,True,,fixed_official full k_true=3
C,1,6100,6150,5,3,bernoulli,gaussian,150,15,18086.538059776205,-35842.37419014206,66,0.60143143683053,0.4457648416251582,0.03555042370357726,True,,fixed_official full k_true=3
C,2,6200,6250,5,3,bernoulli,gaussian,150,15,17970.16635353996,-35609.63077766957,66,0.2600155434224833,0.45250212252028876,0.03500268956274973,True,,fixed_official full k_true=3
C,3,6300,6350,5,3,bernoulli,gaussian,150,15,17867.59772813183,-35404.49352685331,66,0.34731766311717926,0.44547140642738986,0.03929298774603169,True,,fixed_official full k_true=3
C,4,6400,6450,5,3,bernoulli,gaussian,150,15,18098.611981842696,-35866.52203427504,66,0.35377213861311607,0.442208638451515,0.033666700462842286,True,,fixed_official full k_true=3
C,5,6500,6550,5,3,bernoulli,gaussian,150,15,17906.763142953896,-35482.82435649744,66,0.5897120716883136,0.44838574826402716,0.035991441209707827,True,,fixed_official full k_true=3
C,6,6600,6650,5,3,bernoulli,gaussian,150,15,17833.259464221657,-35335.81699903296,66,0.5401836297486872,0.44058798255760584,0.035614083905610903,True,,fixed_official full k_true=3
C,7,6700,6750,5,3,bernoulli,gaussian,150,15,18049.457474086375,-35768.2130187624,66,0.3714122553586589,0.4444325319588342,0.03422226734277509,True,,fixed_official full k_true=3
C,8,6800,6850,5,3,bernoulli,gaussian,150,15,17988.397301929166,-35646.09267444798,66,0.36839032951390505,0.44646367375446067,0.03698123804256799,True,,fixed_official full k_true=3
C,9,6900,6950,5,3,bernoulli,gaussian,150,15,17885.49119650644,-35440.280463602525,66,0.454493328655717,0.4393875725004914,0.035806533248658894,True,,fixed_official full k_true=3
C,0,6000,6050,6,3,bernoulli,gaussian,150,15,17713.691077086893,-35046.57387182247,76,0.28871715783693497,0.4407821536283148,0.0363130970852511,True,,fixed_official full k_true=3
C,1,6100,6150,6,3,bernoulli,gaussian,150,15,17952.686005258183,-35524.56372816505,76,0.3834160184999658,0.44331116485709293,0.03721022372214053,True,,fixed_official full k_true=3
C,2,6200,6250,6,3,bernoulli,gaussian,150,15,17876.596058306422,-35372.38383426153,76,0.6435311538834996,0.44943975405022607,0.037815787680846806,True,,fixed_official full k_true=3
C,3,6300,6350,6,3,bernoulli,gaussian,150,15,17730.73839033951,-35080.6684983277,76,0.5423453392258261,0.4429957493321528,0.03975896957516534,True,,fixed_official full k_true=3
C,4,6400,6450,6,3,bernoulli,gaussian,150,15,17946.553480413837,-35512.298678476356,76,0.20373978834454565,0.4412193307845623,0.03766338085341538,True,,fixed_official full k_true=3
C,5,6500,6550,6,3,bernoulli,gaussian,150,15,17768.696500986298,-35156.58471962128,76,0.7014140453409059,0.4442878365519636,0.03941955775744287,True,,fixed_official full k_true=3
C,6,6600,6650,6,3,bernoulli,gaussian,150,15,17708.860449888947,-35036.91261742658,76,0.49100197656402095,0.43533490908022865,0.03938174691005059,True,,fixed_official full k_true=3
C,7,6700,6750,6,3,bernoulli,gaussian,150,15,17907.157713758064,-35433.50714516481,76,0.6448130922544102,0.44178402957876794,0.037427430693821116,True,,fixed_official full k_true=3
C,8,6800,6850,6,3,bernoulli,gaussian,150,15,17867.90525314022,-35355.00222392912,76,0.5879804479072166,0.44500055104289515,0.0373722437173592,True,,fixed_official full k_true=3
C,9,6900,6950,6,3,bernoulli,gaussian,150,15,17746.088670946025,-35111.36905954073,76,0.29926627141598056,0.43943732991832724,0.03933877692092558,True,,fixed_official full k_true=3
