rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,n,trial
0.4921642192066883,0.1443723488014475,0.9000000000000001,0.21488435373225623,1.2907935402841553,0.032351012866952966,0.27769571738289756,50,0
0.3741653883526287,0.12357694860920794,0.9000000000000001,0.17537879520515154,1.0933508905467242,0.08383922804523192,0.32369714955062,50,1
0.410253031051344,0.148259197703431,0.9000000000000001,0.17836072431077546,1.2186984725641792,0.06495246192360304,0.18730548067945785,50,2
0.4094833284969229,0.1300485080366218,0.9000000000000001,0.18677412169209648,1.1704573402341607,0.05028979377474607,0.278667155311358,50,3
0.4285127416160782,0.13710673533188,0.9000000000000001,0.1768424605836788,1.1267194326297956,0.013868917243567647,0.22590369292142287,50,4
0.376865911029891,0.11348758478063072,0.9000000000000001,0.18119501435201288,1.183070707247091,0.14244822059071727,0.2194264721779149,50,5
0.44109127590538827,0.14002150786124967,0.9000000000000001,0.18563540245012156,1.1123250613089155,0.27056573221508573,0.4019110888023083,50,6
0.39005870632389034,0.16748696662957027,0.9000000000000001,0.1770185650385555,1.1789996718309177,0.18478002828858642,0.3165264412705797,50,7
0.35202952390039416,0.12142089093481107,0.9000000000000001,0.156280151136016,1.253595518425194,0.042812231499188114,0.24399016043642274,50,8
0.38131395008025526,0.13219981886053242,0.9000000000000001,0.17757142314165378,1.1755926392855225,0.11531813130175994,0.3436587890545415,50,9
0.3105161598729714,0.0910489747940812,0.9000000000000001,0.14341890516924707,1.227304108501835,0.07427646620427886,0.10306600783436481,100,0
0.33817373378525256,0.08818469672536419,0.9000000000000001,0.1406523898836187,1.2225666046654886,0.06980614921066475,0.2569618521924062,100,1
0.3218949794501902,0.07506824068422026,0.9000000000000001,0.14218754204137593,1.2719006497759642,0.09087671624673277,0.26456934518483477,100,2
0.3407167830793659,0.10477695525702134,0.9000000000000001,0.14888336499815064,1.287132150455687,0.06615165136148826,0.192973605552609,100,3
0.32523880797892124,0.09504152918011358,0.9000000000000001,0.14338790364262927,1.2719249919830995,0.06490098096189845,0.23710511443255844,100,4
0.31622141215359956,0.09016579859292714,0.9000000000000001,0.1404467843277189,1.1560504561233371,0.11582300141241342,0.10779822452501442,100,5
0.2991514516276251,0.09339589245035498,0.9000000000000001,0.13495543222691944,1.21286253676196,0.06225525716957081,0.12244557488303975,100,6
0.3071589100079148,0.10006682071191189,0.9000000000000001,0.1382063908676497,1.176876500298663,0.15326924653799867,0.27194631227240307,100,7
0.3216655983308163,0.08314054048575598,0.9000000000000001,0.14353733250193132,1.1662801283347857,0.0932795149641289,0.2346946058889019,100,8
0.3131680804791766,0.09149085873896994,0.9000000000000001,0.13973890588631938,1.17192046719419,0.06119628833979729,0.22976175047187275,100,9
0.26528227765284296,0.07267769725203921,0.9000000000000001,0.12470394104495938,1.2489776556078895,0.016500885545107202,0.10585686883834655,150,0
0.28052783040427914,0.05958226004058028,0.9000000000000001,0.12947256970164503,1.2141189934085128,0.044015084800324455,0.11427341675104286,150,1
0.28524420263432315,0.0665011245335784,0.9000000000000001,0.13041422566869426,1.1971870412077315,0.06301264061583856,0.1648270304118773,150,2
0.2781062104544663,0.06877065919084362,0.9000000000000001,0.12564852942992222,1.2373062819945388,0.03880511179644397,0.1006859121974435,150,3
0.2816165891270974,0.07490836853616209,0.9000000000000001,0.12251638085502627,1.1494941290304814,0.016214486732441302,0.11977523625223196,150,4
0.273250028390871,0.07065314854392296,0.9000000000000001,0.12506219489887088,1.176026906199806,0.07943034660038961,0.19416823880455514,150,5
0.28623119191914814,0.06464452197665427,0.9000000000000001,0.12661965830282537,1.2173054802841083,0.05772814615377875,0.09051773428515575,150,6
0.2692551383893326,0.06785399286192877,0.9000000000000001,0.11609734641532682,1.1928575197379316,0.03044741062284384,0.14618357190891462,150,7
0.2826235701803145,0.06189548822853118,0.9000000000000001,0.13027908071500002,1.2206911109122414,0.06906765398658055,0.11661506267320476,150,8
0.2832335296197095,0.08633152937434876,0.9000000000000001,0.12518897809740592,1.2133832892137353,0.05670938346822707,0.18251961755118007,150,9
0.2442711219996666,0.06015845786129595,0.9000000000000001,0.107748621318034,1.253031930219406,0.011088207454006516,0.08381868153136507,200,0
0.25222225273472665,0.04777576765564314,0.9000000000000001,0.1138701573730241,1.2271223214815548,0.01091297871111141,0.09832526969418365,200,1
0.23410447365835677,0.056349721728443374,0.9000000000000001,0.10822921023601305,1.2166449604920608,0.042458290909428875,0.1268815265465737,200,2
0.2511817396873558,0.06442159599983961,0.9000000000000001,0.10967569926346477,1.2094663519703384,0.04715241861456021,0.10446034970735107,200,3
0.25537861005648566,0.06015805692297621,0.9000000000000001,0.11620052848984784,1.175563798823312,0.048319267081826545,0.04725928911933419,200,4
0.23553581835384174,0.055341402334432264,0.9000000000000001,0.107464943529378,1.1982939208789143,0.06485971192379947,0.12077863400718636,200,5
0.24114200736937338,0.052581103120610755,0.9000000000000001,0.10777533337239771,1.2191030694010543,0.02835392377264956,0.05154256535815849,200,6
0.24530343010828606,0.058431447340831395,0.9000000000000001,0.10726660424959306,1.197702732501549,0.04872886747700578,0.07308712205627144,200,7
0.2502034855960192,0.06127734364029637,0.9000000000000001,0.11215219264986045,1.216477984577918,0.00535840735110793,0.10063466006320843,200,8
0.25963779523325164,0.06689804093528146,0.9000000000000001,0.114074807474857,1.1770656931772845,0.04691706427686637,0.12519748098657346,200,9
0.23336501712059404,0.047337869008281644,0.9000000000000001,0.10580123026652674,1.2378144300736247,0.02318393381145112,0.059812921462624624,250,0
