trial,rmse_X,rmse_Y,w0,w,BIC
0,0.5796937747593353,0.49054931594108747,-4.568405085537381,4.077453094963204,8007.1543967064545
1,0.580668802167075,0.49101118317752895,-4.801581534334436,4.248993635350084,7991.454290974781
2,0.5712443027119806,0.49020989333367115,-4.79963563744239,4.188254227802026,8010.6653417423095
3,0.5732816927506332,0.4900539038763162,-4.6372611165774025,4.177123309280044,8059.467408218995
4,0.5694157441646354,0.488583438215781,-5.016114681570808,4.273084604811839,8066.332768680554
