movie_i,title_i,movie_j,title_j,factor,z_i_factor,z_j_factor,factor_contribution,absolute_contribution_rank,tentative_factor_label
208,Young Frankenstein (1974),479,Vertigo (1958),0,0.7721047369593175,0.8886820839855039,0.13217878550791012,6,"tentative: popularity-related (positively associated with like_count, r=0.35)"
208,Young Frankenstein (1974),479,Vertigo (1958),1,-1.2497535888609388,-0.593315200865038,0.14283971770123335,5,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
208,Young Frankenstein (1974),479,Vertigo (1958),2,1.8607289175851354,1.766346255943523,0.633137540180988,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
208,Young Frankenstein (1974),479,Vertigo (1958),3,2.133655736993551,1.564686530327076,0.6431182104504136,1,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
208,Young Frankenstein (1974),479,Vertigo (1958),4,1.3819876458077245,1.6028187693533595,0.4267049644333825,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
208,Young Frankenstein (1974),479,Vertigo (1958),5,0.6066562356836388,1.591190455074848,0.18595332417215585,4,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
208,Young Frankenstein (1974),479,Vertigo (1958),6,-0.8053249608594456,-0.2974596084771441,0.04614644795621329,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
208,Young Frankenstein (1974),479,Vertigo (1958),7,0.07782430326625606,1.0419955396528928,0.015621409482413176,8,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
479,Vertigo (1958),527,Gandhi (1982),0,0.8886820839855039,0.27734247787435135,0.047479040265385346,7,"tentative: popularity-related (positively associated with like_count, r=0.35)"
479,Vertigo (1958),527,Gandhi (1982),1,-0.593315200865038,-0.7676176150508457,0.08773432172040536,6,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
479,Vertigo (1958),527,Gandhi (1982),2,1.766346255943523,1.043310884282784,0.35500028009245477,4,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
479,Vertigo (1958),527,Gandhi (1982),3,1.564686530327076,1.7650616490519375,0.5320180146176829,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
479,Vertigo (1958),527,Gandhi (1982),4,1.6028187693533595,1.8397987821552066,0.5680595454565605,1,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
479,Vertigo (1958),527,Gandhi (1982),5,1.591190455074848,1.3122945002587707,0.4022467919429938,3,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
479,Vertigo (1958),527,Gandhi (1982),6,-0.2974596084771441,-0.26543229274354824,0.015209707979144968,8,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
479,Vertigo (1958),527,Gandhi (1982),7,1.0419955396528928,1.0830742122825732,0.21740182770443336,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
134,Citizen Kane (1941),654,Chinatown (1974),0,0.9151296547993979,0.9406206023596381,0.16581974051002984,5,"tentative: popularity-related (positively associated with like_count, r=0.35)"
134,Citizen Kane (1941),654,Chinatown (1974),1,-0.30730052953105375,-0.015541183643185984,0.0009199972229225261,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
134,Citizen Kane (1941),654,Chinatown (1974),2,1.7040607593775747,1.9910491557307353,0.6535911656599764,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
134,Citizen Kane (1941),654,Chinatown (1974),3,1.6638368157627215,0.7502788646701243,0.24047645312217442,4,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
134,Citizen Kane (1941),654,Chinatown (1974),4,1.6132187846366297,0.822785053814602,0.25569296532534536,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
134,Citizen Kane (1941),654,Chinatown (1974),5,1.5939194609420473,2.2452171798210383,0.689388199693769,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
134,Citizen Kane (1941),654,Chinatown (1974),6,-0.519964207966339,-0.8879466024229857,0.08894046895513104,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
134,Citizen Kane (1941),654,Chinatown (1974),7,0.8581660713182877,0.7490366251453047,0.12382647479896484,6,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),0,0.9151296547993979,0.7721047369593175,0.13611248446821456,5,"tentative: popularity-related (positively associated with like_count, r=0.35)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),1,-0.30730052953105375,-1.2497535888609388,0.07398212758354732,7,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),2,1.7040607593775747,1.8607289175851354,0.6108116310043351,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),3,1.6638368157627215,2.133655736993551,0.6838710084704047,1,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),4,1.6132187846366297,1.3819876458077245,0.4294736730587157,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),5,1.5939194609420473,0.6066562356836388,0.18627224747330598,4,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),6,-0.519964207966339,-0.8053249608594456,0.08066473759194769,6,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
134,Citizen Kane (1941),208,Young Frankenstein (1974),7,0.8581660713182877,0.07782430326625606,0.012865471198122843,8,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
479,Vertigo (1958),654,Chinatown (1974),0,0.8886820839855039,0.9406206023596381,0.1610274913391275,5,"tentative: popularity-related (positively associated with like_count, r=0.35)"
479,Vertigo (1958),654,Chinatown (1974),1,-0.593315200865038,-0.015541183643185984,0.0017762687813995318,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
479,Vertigo (1958),654,Chinatown (1974),2,1.766346255943523,1.9910491557307353,0.6774807189404112,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
479,Vertigo (1958),654,Chinatown (1974),3,1.564686530327076,0.7502788646701243,0.22614613614533488,4,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
479,Vertigo (1958),654,Chinatown (1974),4,1.6028187693533595,0.822785053814602,0.25404457716340906,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
479,Vertigo (1958),654,Chinatown (1974),5,1.591190455074848,2.2452171798210383,0.6882078737815486,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
479,Vertigo (1958),654,Chinatown (1974),6,-0.2974596084771441,-0.8879466024229857,0.05088080423197046,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
479,Vertigo (1958),654,Chinatown (1974),7,1.0419955396528928,0.7490366251453047,0.15035159131059103,6,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
480,North by Northwest (1959),654,Chinatown (1974),0,0.8163004945240432,0.9406206023596381,0.14791208597633887,6,"tentative: popularity-related (positively associated with like_count, r=0.35)"
480,North by Northwest (1959),654,Chinatown (1974),1,-0.07887239721630197,-0.015541183643185984,0.00023612841316925724,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
480,North by Northwest (1959),654,Chinatown (1974),2,1.3898200024480982,1.9910491557307353,0.5330643701867747,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
480,North by Northwest (1959),654,Chinatown (1974),3,1.6387166418688102,0.7502788646701243,0.23684580241016281,4,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
480,North by Northwest (1959),654,Chinatown (1974),4,1.5824933807079768,0.822785053814602,0.25082303093321273,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
480,North by Northwest (1959),654,Chinatown (1974),5,1.9132931553466688,2.2452171798210383,0.8275209357637724,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
480,North by Northwest (1959),654,Chinatown (1974),6,-0.3636473916367981,-0.8879466024229857,0.06220229979479821,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
480,North by Northwest (1959),654,Chinatown (1974),7,1.0293696175443459,0.7490366251453047,0.1485297721102747,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
479,Vertigo (1958),498,"African Queen, The (1951)",0,0.8886820839855039,0.07083601547591069,0.012126617086560812,8,"tentative: popularity-related (positively associated with like_count, r=0.35)"
479,Vertigo (1958),498,"African Queen, The (1951)",1,-0.593315200865038,-0.1973734955130997,0.02255866646999791,7,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
479,Vertigo (1958),498,"African Queen, The (1951)",2,1.766346255943523,1.512158316690486,0.5145317987727961,3,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
479,Vertigo (1958),498,"African Queen, The (1951)",3,1.564686530327076,1.806270369197566,0.5444389867058753,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
479,Vertigo (1958),498,"African Queen, The (1951)",4,1.6028187693533595,0.7956597734203903,0.24566932732599625,4,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
479,Vertigo (1958),498,"African Queen, The (1951)",5,1.591190455074848,2.0446895174472712,0.6267417860476062,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
479,Vertigo (1958),498,"African Queen, The (1951)",6,-0.2974596084771441,-0.5604524480591893,0.03211484926369939,6,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
479,Vertigo (1958),498,"African Queen, The (1951)",7,1.0419955396528928,1.02925895443551,0.2065996727997568,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
23,Taxi Driver (1976),654,Chinatown (1974),0,1.7148550999224508,0.9406206023596381,0.3107284592845752,3,"tentative: popularity-related (positively associated with like_count, r=0.35)"
23,Taxi Driver (1976),654,Chinatown (1974),1,0.20899331459612153,-0.015541183643185984,-0.0006256847956989146,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
23,Taxi Driver (1976),654,Chinatown (1974),2,1.8059727097602039,1.9910491557307353,0.6926794141738345,1,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
23,Taxi Driver (1976),654,Chinatown (1974),3,1.2925175861539115,0.7502788646701243,0.18680921216053495,5,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
23,Taxi Driver (1976),654,Chinatown (1974),4,1.4363815911785658,0.822785053814602,0.22766451264074014,4,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
23,Taxi Driver (1976),654,Chinatown (1974),5,1.4348344289156443,2.2452171798210383,0.6205821235309941,2,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
23,Taxi Driver (1976),654,Chinatown (1974),6,-0.3879720052642846,-0.8879466024229857,0.06636305261207881,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
23,Taxi Driver (1976),654,Chinatown (1974),7,0.6921572780056511,0.7490366251453047,0.09987273862997853,6,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",0,0.9151296547993979,0.07083601547591069,0.012487510560064242,7,"tentative: popularity-related (positively associated with like_count, r=0.35)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",1,-0.30730052953105375,-0.1973734955130997,0.011683992153981033,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",2,1.7040607593775747,1.512158316690486,0.4963882051949813,3,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",3,1.6638368157627215,1.806270369197566,0.5789387282757711,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",4,1.6132187846366297,0.7956597734203903,0.24726337202254786,4,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",5,1.5939194609420473,2.0446895174472712,0.6278166932065123,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",6,-0.519964207966339,-0.5604524480591893,0.05613727607202471,6,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
134,Citizen Kane (1941),498,"African Queen, The (1951)",7,0.8581660713182877,1.02925895443551,0.1701512365410621,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",0,0.8261128440460163,0.07083601547591069,0.011272821080298926,8,"tentative: popularity-related (positively associated with like_count, r=0.35)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",1,0.3251483152863348,-0.1973734955130997,-0.012362589711391246,7,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",2,1.9047794702409513,1.512158316690486,0.5548570127690226,3,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",3,1.8707692539362155,1.806270369197566,0.6509417044451914,1,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",4,1.3726208946115608,0.7956597734203903,0.21038613865800534,4,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",5,1.4578366543546004,2.0446895174472712,0.5742160818032874,2,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",6,-0.45027100749106214,-0.5604524480591893,0.04861293809744462,6,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),498,"African Queen, The (1951)",7,0.797704495805832,1.02925895443551,0.15816333328958349,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0,0.7848134071960804,0.8261128440460163,0.1248949571951832,5,"tentative: popularity-related (positively associated with like_count, r=0.35)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1,0.2557441704322546,0.3251483152863348,0.01601866675115069,6,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),2,1.794846226457209,1.9047794702409513,0.6585838298805854,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3,2.0536532720642433,1.8707692539362155,0.7400932795298076,1,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,1.5859503699843778,1.3726208946115608,0.419352574543135,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5,0.8946087257020525,1.4578366543546004,0.2512355606248722,4,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),6,0.035707232415806506,-0.45027100749106214,-0.0030972002800090342,8,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
209,This Is Spinal Tap (1984),474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),7,-0.07879931021508611,0.797704495805832,-0.012108868726212132,7,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),0,0.8261128440460163,0.9406206023596381,0.1496900649140709,5,"tentative: popularity-related (positively associated with like_count, r=0.35)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),1,0.3251483152863348,-0.015541183643185984,-0.0009734299760493492,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),2,1.9047794702409513,1.9910491557307353,0.7305766695400611,1,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),3,1.8707692539362155,0.7502788646701243,0.2703846618458009,3,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),4,1.3726208946115608,0.822785053814602,0.2175585296632984,4,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),5,1.4578366543546004,2.2452171798210383,0.6305308462694316,2,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),6,-0.45027100749106214,-0.8879466024229857,0.07701936777491988,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),654,Chinatown (1974),7,0.797704495805832,0.7490366251453047,0.11510235483346926,6,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
134,Citizen Kane (1941),527,Gandhi (1982),0,0.9151296547993979,0.27734247787435135,0.048892037446517884,6,"tentative: popularity-related (positively associated with like_count, r=0.35)"
134,Citizen Kane (1941),527,Gandhi (1982),1,-0.30730052953105375,-0.7676176150508457,0.04544094518970735,7,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
134,Citizen Kane (1941),527,Gandhi (1982),2,1.7040607593775747,1.043310884282784,0.34248214065506677,4,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
134,Citizen Kane (1941),527,Gandhi (1982),3,1.6638368157627215,1.7650616490519375,0.5657306701457023,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
134,Citizen Kane (1941),527,Gandhi (1982),4,1.6132187846366297,1.8397987821552066,0.5717454443663538,1,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
134,Citizen Kane (1941),527,Gandhi (1982),5,1.5939194609420473,1.3122945002587707,0.4029366740697835,3,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
134,Citizen Kane (1941),527,Gandhi (1982),6,-0.519964207966339,-0.26543229274354824,0.026586815612591266,8,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
134,Citizen Kane (1941),527,Gandhi (1982),7,0.8581660713182877,1.0830742122825732,0.1790476688995018,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
480,North by Northwest (1959),527,Gandhi (1982),0,0.8163004945240432,0.27734247787435135,0.0436119561163486,6,"tentative: popularity-related (positively associated with like_count, r=0.35)"
480,North by Northwest (1959),527,Gandhi (1982),1,-0.07887239721630197,-0.7676176150508457,0.011662968119046557,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
480,North by Northwest (1959),527,Gandhi (1982),2,1.3898200024480982,1.043310884282784,0.2793260316243151,4,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
480,North by Northwest (1959),527,Gandhi (1982),3,1.6387166418688102,1.7650616490519375,0.557189416173831,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
480,North by Northwest (1959),527,Gandhi (1982),4,1.5824933807079768,1.8397987821552066,0.5608559668262814,1,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
480,North by Northwest (1959),527,Gandhi (1982),5,1.9132931553466688,1.3122945002587707,0.4836731086025045,3,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
480,North by Northwest (1959),527,Gandhi (1982),6,-0.3636473916367981,-0.26543229274354824,0.018594022437162076,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
480,North by Northwest (1959),527,Gandhi (1982),7,1.0293696175443459,1.0830742122825732,0.21476755679021592,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
514,Annie Hall (1977),654,Chinatown (1974),0,0.9242493410467199,0.9406206023596381,0.1674722101891982,3,"tentative: popularity-related (positively associated with like_count, r=0.35)"
514,Annie Hall (1977),654,Chinatown (1974),1,-0.6946050782286948,-0.015541183643185984,0.002079510712114496,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
514,Annie Hall (1977),654,Chinatown (1974),2,1.6593012906251376,1.9910491557307353,0.6364237065801065,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
514,Annie Hall (1977),654,Chinatown (1974),3,0.7156141051304727,0.7502788646701243,0.10342861762383092,6,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
514,Annie Hall (1977),654,Chinatown (1974),4,0.8966175653171657,0.822785053814602,0.14211265466412057,4,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
514,Annie Hall (1977),654,Chinatown (1974),5,2.1632474194884037,2.2452171798210383,0.9356289828671114,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
514,Annie Hall (1977),654,Chinatown (1974),6,-0.7246099010612175,-0.8879466024229857,0.1239453474345448,5,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
514,Annie Hall (1977),654,Chinatown (1974),7,0.391664707370726,0.7490366251453047,0.056514073018970955,7,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),0,0.21997769721066188,0.27734247787435135,0.011752605494770084,8,"tentative: popularity-related (positively associated with like_count, r=0.35)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),1,-0.1728213084051428,-0.7676176150508457,0.02555532076314895,6,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),2,1.3056041182331148,1.043310884282784,0.26240032275836966,4,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),3,2.2353192753546907,1.7650616490519375,0.7600436891741172,1,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),4,1.1150454493080777,1.8397987821552066,0.3951864198301698,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),5,1.7450154717212483,1.3122945002587707,0.44113316111976314,2,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),6,-0.2894841946733987,-0.26543229274354824,0.01480190903262975,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
511,Lawrence of Arabia (1962),527,Gandhi (1982),7,1.0182001818017001,1.0830742122825732,0.21243716702128532,5,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),0,0.9151296547993979,0.7848134071960804,0.1383528653354857,5,"tentative: popularity-related (positively associated with like_count, r=0.35)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),1,-0.30730052953105375,0.2557441704322546,-0.015139382686560007,6,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),2,1.7040607593775747,1.794846226457209,0.5891846687733027,2,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),3,1.6638368157627215,2.0536532720642433,0.6582289306868465,1,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),4,1.6132187846366297,1.5859503699843778,0.4928581907025125,3,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),5,1.5939194609420473,0.8946087257020525,0.2746873239635701,4,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),6,-0.519964207966339,0.035707232415806506,-0.0035765866860525946,8,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
134,Citizen Kane (1941),209,This Is Spinal Tap (1984),7,0.8581660713182877,-0.07879931021508611,-0.013026653801650006,7,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",0,0.4934735566352517,0.07083601547591069,0.0067337521161916335,7,"tentative: popularity-related (positively associated with like_count, r=0.35)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",1,-0.13094446606719187,-0.1973734955130997,0.004978690132656275,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",2,1.4247947468805484,1.512158316690486,0.41503878502172875,3,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",3,1.376222945574131,1.806270369197566,0.4788623225465682,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",4,0.5763044387824309,0.7956597734203903,0.0883320850228031,5,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",5,2.0623919455521422,2.0446895174472712,0.8123397217241006,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",6,-0.675794872146979,-0.5604524480591893,0.07296133603917128,6,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
484,"Maltese Falcon, The (1941)",498,"African Queen, The (1951)",7,1.2172624227541389,1.02925895443551,0.24135037884732097,4,"tentative: unclear/mixed (negatively associated with release_year, r=-0.40)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",0,0.8163004945240432,0.4934735566352517,0.07759845250356927,6,"tentative: popularity-related (positively associated with like_count, r=0.35)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",1,-0.07887239721630197,-0.13094446606719187,0.0019895337250775223,8,"tentative: romance/drama-related (negatively associated with genre_Comedy, r=-0.42)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",2,1.3898200024480982,1.4247947468805484,0.38146085555208586,3,"tentative: unclear/mixed (negatively associated with release_year, r=-0.52)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",3,1.6387166418688102,1.376222945574131,0.4344419697642619,2,"tentative: popularity-related (positively associated with log_like_count, r=0.55)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",4,1.5824933807079768,0.5763044387824309,0.17568431196642154,5,"tentative: popularity-related (positively associated with log_like_count, r=0.75)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",5,1.9132931553466688,2.0623919455521422,0.7601369382141514,1,"tentative: high-rating-related (positively associated with high_rating_rate, r=0.78)"
480,North by Northwest (1959),484,"Maltese Falcon, The (1941)",6,-0.3636473916367981,-0.675794872146979,0.047340679183148986,7,"tentative: unclear/mixed (positively associated with release_year, r=0.47)"
