script,datetime,git_head,branch,n,k,L,num_iter,test_ratio,split_trials,model_trials,split_seed_base,model_seed_base,condition,transform_note,leak_caveat,attribute_stats,total_runtime_s
tools/research_audit/run_movielens_mixed_x_percolumn.py,2026-07-11T03:14:36,54513a3,research/per-column-validation,100,3,5,8,0.2,2,2,92000,93000,y_only,X 不使用（fix_x=True）,ratings_count は Y（共評価カウント）と同じ評価ログ由来（リーク懸念、レポート参照）,"{'mean_rating_mean': 3.536274844754737, 'year_min': 1939.0, 'year_max': 1998.0, 'count_mean': 154.38, 'count_max': 200.0}",225.9
tools/research_audit/run_movielens_mixed_x_percolumn.py,2026-07-11T03:14:37,54513a3,research/per-column-validation,100,3,5,8,0.2,2,2,92000,93000,genre_only,genre 19列（0/1 生値、Bernoulli 正指定）,ratings_count は Y（共評価カウント）と同じ評価ログ由来（リーク懸念、レポート参照）,"{'mean_rating_mean': 3.536274844754737, 'year_min': 1939.0, 'year_max': 1998.0, 'count_mean': 154.38, 'count_max': 200.0}",225.9
tools/research_audit/run_movielens_mixed_x_percolumn.py,2026-07-11T03:14:37,54513a3,research/per-column-validation,100,3,5,8,0.2,2,2,92000,93000,rating_stats_only,"mean_rating(z-score, Gaussian) + year(z-score, Gaussian) + ratings_count(生値, Poisson) の 3 列 per-column",ratings_count は Y（共評価カウント）と同じ評価ログ由来（リーク懸念、レポート参照）,"{'mean_rating_mean': 3.536274844754737, 'year_min': 1939.0, 'year_max': 1998.0, 'count_mean': 154.38, 'count_max': 200.0}",226.0
tools/research_audit/run_movielens_mixed_x_percolumn.py,2026-07-11T03:14:37,54513a3,research/per-column-validation,100,3,5,8,0.2,2,2,92000,93000,mixed_percolumn,genre 19列(Bernoulli) + 上記 3 列 = 22 列 per-column,ratings_count は Y（共評価カウント）と同じ評価ログ由来（リーク懸念、レポート参照）,"{'mean_rating_mean': 3.536274844754737, 'year_min': 1939.0, 'year_max': 1998.0, 'count_mean': 154.38, 'count_max': 200.0}",226.1
tools/research_audit/run_movielens_mixed_x_percolumn.py,2026-07-11T03:14:37,54513a3,research/per-column-validation,100,3,5,8,0.2,2,2,92000,93000,mixed_all_gaussian,誤指定比較用: 同じ 22 列を生値のまま全列 Gaussian 強制,ratings_count は Y（共評価カウント）と同じ評価ログ由来（リーク懸念、レポート参照）,"{'mean_rating_mean': 3.536274844754737, 'year_min': 1939.0, 'year_max': 1998.0, 'count_mean': 154.38, 'count_max': 200.0}",226.1
tools/research_audit/run_movielens_mixed_x_percolumn.py,2026-07-11T03:14:37,54513a3,research/per-column-validation,100,3,5,8,0.2,2,2,92000,93000,mixed_all_bernoulli,誤指定比較用: 同じ 22 列を生値のまま全列 Bernoulli 強制（z-score 値・カウントに Bernoulli 尤度を適用する誤用の模擬）,ratings_count は Y（共評価カウント）と同じ評価ログ由来（リーク懸念、レポート参照）,"{'mean_rating_mean': 3.536274844754737, 'year_min': 1939.0, 'year_max': 1998.0, 'count_mean': 154.38, 'count_max': 200.0}",226.2
