condition,test_y_ll_mean,test_y_ll_std,test_y_rmse_mean,test_spearman_mean,n_nan
genre_only,-3.4229872921331808,0.007793328659418976,7.410397441754883,0.9359695266773753,0
mixed_all_bernoulli,-4.168873433757944,0.047688950261483,10.955485951324587,0.9083598897899469,0
mixed_all_gaussian,-3.45486802774854,0.03256475897433164,7.581250250618892,0.9328911727294851,0
mixed_percolumn,-3.8147345689826757,0.02518247922959269,9.336951889807779,0.8939728996775036,0
rating_stats_only,-3.815960931209919,0.04164784347151984,9.357439985708021,0.8940453807382642,0
y_only,-3.453516736649494,0.014015259032702301,7.60204397412481,0.932433577693921,0
