scenario,condition_name,trial,seed_data,seed_model,true_x,true_y,est_x,est_y,fix_w,fix_x,n,d,k,rmse_z,rmse_x,rmse_y,q_final,w_est,success,error_message,note
A,XBern_YPois,7,6700,6750,poisson,bernoulli,bernoulli,poisson,False,False,150,15,3,0.6537800646517774,2.0706046830858074,561.732763600606,11579.414023461024,0.342088510218604,True,,fixed_official exp4 scen_a 10trials
A,XBern_YPois,8,6800,6850,poisson,bernoulli,bernoulli,poisson,False,False,150,15,3,0.4103526929676448,2.219986981148654,522.5404624027676,8517.888850265197,0.3942666955905575,True,,fixed_official exp4 scen_a 10trials
A,XBern_YPois,9,6900,6950,poisson,bernoulli,bernoulli,poisson,False,False,150,15,3,1.206554275960367,2.218369951890143,580.8483884508105,-3681.105315639704,1.605568032226024,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,0,6000,6050,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.23698286003589863,1.2905944160024247,2.6830348531126496,4547.7844761173055,0.1772988725761086,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,1,6100,6150,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.2678081166580268,1.2541647666119218,2.6896460106550797,4192.798751600463,0.17210917761886857,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,2,6200,6250,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.2873721567474044,1.3093436051164877,2.6873290731720223,4071.6437631713134,0.16503717616976893,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,3,6300,6350,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.25618585525736,1.2703527941666153,2.687100673076393,4540.615623997223,0.17814307296616216,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,4,6400,6450,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.2522421700707457,1.243121293621294,2.6717473347450307,4361.33502558497,0.17694674692219992,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,5,6500,6550,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.28488509897549474,1.2818773433544162,2.6877884215026864,4231.843394601412,0.16829144865661147,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,6,6600,6650,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.2600452448433009,1.3189591728637315,2.6823207669323645,4181.384060184815,0.1738877223847957,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,7,6700,6750,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.27117044554191805,1.205465388042911,2.687808459375098,4062.835667301515,0.17074182176414462,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,8,6800,6850,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.2695046136283394,1.292258134180893,2.680789276613804,4278.108398015375,0.16958792498967365,True,,fixed_official exp4 scen_a 10trials
A,XPois_YGauss,9,6900,6950,poisson,bernoulli,poisson,gaussian,False,False,150,15,3,0.2787356082464766,1.2475076165013121,2.69124949773749,4223.0716587475345,0.1703950359078909,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,0,6000,6050,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.21811341499619932,1.2232577973846868,0.09769787775577761,-5288.047668616595,1.5700593382537318,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,1,6100,6150,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.24368076370729072,1.1962619504318774,0.11001432240001838,-5620.768233872587,1.4671903954941101,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,2,6200,6250,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.23650772354041516,1.2246048056555874,0.10549355426418902,-5635.717654317688,1.5269820925746034,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,3,6300,6350,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.22832454433607816,1.2091076942782224,0.10663176696883093,-5315.116053884655,1.5845655536816343,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,4,6400,6450,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.23611331814649297,1.201565729973571,0.10260082883546862,-5506.721804713719,1.5347059078220509,True,,fixed_official exp4 scen_a 10trials
