scenario,family_x,family_y,k_est,n_trials,bic_mean,bic_std,q_strict_mean,rmse_z_mean,rmse_z_std,success_rate,note
A,poisson,bernoulli,7,10,17828.663732983434,183.86770135664798,-8703.885184139672,0.7250952834312306,0.09491387443452748,1.0,fixed_official k7to9 extension
A,poisson,bernoulli,8,10,18196.369895424374,177.2128477233341,-8867.695724183757,0.763067463635706,0.059508692803125623,1.0,fixed_official k7to9 extension
A,poisson,bernoulli,9,10,18584.204219205192,193.45008795820436,-9044.075662544832,0.8159113874429993,0.06305108805970959,1.0,fixed_official k7to9 extension
B,gaussian,poisson,7,10,33550.165324813104,137.36105262930008,-16527.056215348788,0.6430698541027605,0.11797069614768599,1.0,fixed_official k7to9 extension
B,gaussian,poisson,8,10,33917.66215245527,132.72928193696256,-16690.762087993484,0.7426468595719599,0.12442056360627864,1.0,fixed_official k7to9 extension
B,gaussian,poisson,9,10,34274.169696059944,131.77365563944636,-16851.47863626649,0.7511900717356917,0.07874696998995885,1.0,fixed_official k7to9 extension
C,bernoulli,gaussian,7,10,-34937.14802808549,199.90975073793612,17681.52601404184,0.5012146312928477,0.13785036004173132,1.0,fixed_official k7to9 extension
C,bernoulli,gaussian,8,10,-34614.94993815264,184.53028414050752,17540.469510251794,0.5610609096499324,0.1007843217127956,1.0,fixed_official k7to9 extension
C,bernoulli,gaussian,9,10,-34308.728426991554,200.51376883389392,17404.89597820059,0.49983543992156737,0.11373972887519843,1.0,fixed_official k7to9 extension
